Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-01-31,21:45,Libertadores,Second qualifying stage,Wed,Home,L,0,1,uy Nacional,56,,Wellington Paulista,4-1-4-1,4-2-3-1,Patricio Loustau,Match Report,Leg 1 of 2
2018-02-07,20:45,Libertadores,Second qualifying stage,Wed,Away,L,0,1,uy Nacional,60,,Wellington Paulista,4-1-4-1,4-2-3-1,Mario Díaz de Vivar,Match Report,Leg 2 of 2; Nacional won
2018-04-15,19:00,Série A,Matchweek 1,Sun,Away,L,1,5,Ath Paranaense,31,8395.0,Wellington Paulista,5-4-1,3-4-3,Dewson Fernando Freitas da Silva,Match Report,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Home,D,1,1,Vasco da Gama,35,8675.0,Wellington Paulista,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Away,D,0,0,Palmeiras,29,30871.0,Wellington Paulista,4-1-4-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-05-07,20:00,Série A,Matchweek 4,Mon,Home,D,1,1,Paraná,53,7838.0,Wellington Paulista,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-05-13,16:00,Série A,Matchweek 5,Sun,Home,W,3,2,Flamengo,43,10931.0,Amaral,4-1-4-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2018-05-21,20:00,Série A,Matchweek 6,Mon,Away,L,0,3,Internacional,51,13082.0,Wellington Paulista,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-05-26,16:00,Série A,Matchweek 7,Sat,Away,L,1,3,Fluminense,55,14541.0,Wellington Paulista,4-1-4-1,3-4-3,Rafael Traci,Match Report,
2018-05-30,21:00,Série A,Matchweek 8,Wed,Home,W,2,0,Ceará,47,7015.0,Douglas,4-1-4-1,4-1-4-1,Igor Junior Benevenuto,Match Report,
2018-06-02,16:00,Série A,Matchweek 9,Sat,Away,D,3,3,Atlético Mineiro,28,10298.0,Wellington Paulista,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2018-06-06,19:30,Série A,Matchweek 10,Wed,Away,L,0,1,Vitória,53,5256.0,Wellington Paulista,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2018-06-09,19:00,Série A,Matchweek 11,Sat,Home,W,2,0,Cruzeiro,50,6637.0,Wellington Paulista,4-1-4-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2018-06-13,16:00,Série A,Matchweek 12,Wed,Away,D,0,0,América (MG),50,4894.0,Wellington Paulista,4-1-4-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2018-07-19,19:30,Série A,Matchweek 13,Thu,Home,D,1,1,Bahia,50,7534.0,Wellington Paulista,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-07-22,19:00,Série A,Matchweek 14,Sun,Home,D,0,0,Santos,51,7100.0,Wellington Paulista,4-1-4-1,4-2-3-1,Wagner Reway,Match Report,
2018-07-26,19:30,Série A,Matchweek 15,Thu,Away,L,0,1,Botafogo (RJ),57,7602.0,Douglas,4-1-4-1,4-3-3,Savio Pereira,Match Report,
2018-07-29,19:00,Série A,Matchweek 16,Sun,Home,D,1,1,Grêmio,58,14382.0,Wellington Paulista,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,
2018-08-05,19:00,Série A,Matchweek 17,Sun,Away,D,1,1,Sport Recife,38,6787.0,Wellington Paulista,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-08-12,16:00,Série A,Matchweek 18,Sun,Home,W,2,1,Corinthians,42,10070.0,Douglas,4-1-4-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2018-08-19,19:00,Série A,Matchweek 19,Sun,Away,L,0,2,São Paulo,61,41075.0,Douglas,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
2018-08-26,19:00,Série A,Matchweek 21,Sun,Away,L,1,3,Vasco da Gama,51,8782.0,Douglas,4-1-4-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-09-02,19:00,Série A,Matchweek 22,Sun,Home,L,1,2,Palmeiras,56,4546.0,Elicarlos,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-09-05,21:00,Série A,Matchweek 23,Wed,Away,D,1,1,Paraná,63,2239.0,Elicarlos,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2018-09-08,21:00,Série A,Matchweek 24,Sat,Away,L,0,2,Flamengo,38,30647.0,Héctor Canteros,4-1-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-09-13,20:00,Série A,Matchweek 20,Thu,Home,W,2,1,Ath Paranaense,49,4146.0,Elicarlos,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-09-17,20:00,Série A,Matchweek 25,Mon,Home,W,2,1,Internacional,51,16981.0,Elicarlos,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2018-09-24,20:00,Série A,Matchweek 26,Mon,Home,L,1,2,Fluminense,57,5170.0,Elicarlos,4-2-3-1,5-4-1,Anderson Daronco,Match Report,
2018-09-30,19:00,Série A,Matchweek 27,Sun,Away,L,1,3,Ceará,55,28226.0,Elicarlos,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
