Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Matheus Ribeiro,br BRA,DF,27.0,31.5,65,2.06,46,10,4,3,2,0,3,0.1,3,0,0,0,0,0,Matches
Busanello,br BRA,DF,22.0,26.9,41,1.53,23,7,4,6,0,1,4,0.15,2,0,0,2,0,0,Matches
Mike,br BRA,"FW,MF",27.0,22.5,64,2.84,54,0,1,2,6,1,3,0.13,3,0,0,0,0,0,Matches
Ignácio,br BRA,DF,24.0,23.5,11,0.47,8,0,0,2,1,0,1,0.04,1,0,0,0,0,0,Matches
Anderson Leite,br BRA,MF,27.0,21.8,57,2.61,47,1,2,1,2,4,5,0.23,4,0,1,0,0,0,Matches
Anselmo Ramon,br BRA,FW,32.0,17.0,34,2.0,25,2,0,3,3,1,2,0.12,2,0,0,0,0,0,Matches
Moisés Ribeiro,br BRA,MF,29.0,17.1,25,1.47,22,1,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
João Paulo,br BRA,GK,19.0,19.6,3,0.15,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Denner,br BRA,MF,21.0,14.2,32,2.26,20,9,0,2,1,0,2,0.14,2,0,0,0,0,0,Matches
Keiller,br BRA,GK,24.0,16.0,2,0.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lima,br BRA,MF,21.0,16.6,36,2.16,19,9,0,4,3,1,1,0.06,1,0,0,0,0,0,Matches
Jordan,br BRA,DF,21.0,14.2,10,0.7,7,0,0,3,0,0,1,0.07,1,0,0,0,0,0,Matches
Derlan,br BRA,DF,24.0,13.4,10,0.74,9,0,0,0,1,0,2,0.15,1,0,0,0,1,0,Matches
Bruno Costa,br BRA,"FW,MF",20.0,12.1,34,2.8,19,0,6,3,6,0,2,0.16,0,0,0,1,1,0,Matches
Joílson,br BRA,DF,29.0,11.4,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernandinho,br BRA,"FW,MF",23.0,11.6,29,2.51,14,1,6,2,5,1,3,0.26,0,0,0,1,2,0,Matches
Felipe Santana,br BRA,DF,34.0,10.0,3,0.3,2,0,0,1,0,0,1,0.1,1,0,0,0,0,0,Matches
Alan Santos,br BRA,MF,29.0,8.4,8,0.96,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ronei,br BRA,"MF,DF",22.0,8.0,11,1.37,5,1,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches
Kadu,br BRA,DF,34.0,7.6,3,0.4,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Perotti,br BRA,"FW,MF",23.0,11.0,23,2.08,17,0,1,0,5,0,0,0.0,0,0,0,0,0,0,Matches
Ravanelli,br BRA,MF,23.0,9.5,44,4.65,21,20,1,0,2,0,6,0.63,1,3,0,0,2,0,Matches
Geuvânio,br BRA,"FW,MF",28.0,8.0,16,1.99,11,0,2,1,0,2,1,0.12,1,0,0,0,0,0,Matches
Mancha,br BRA,"DF,MF",19.0,6.3,3,0.48,2,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Ezequiel,br BRA,"DF,MF",27.0,7.1,15,2.12,9,4,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Kaio Nunes,br BRA,"FW,MF",25.0,6.6,22,3.34,13,2,4,2,1,0,2,0.3,1,0,1,0,0,0,Matches
Henrique Almeida,br BRA,FW,29.0,6.0,15,2.5,9,0,4,2,0,0,1,0.17,0,0,0,1,0,0,Matches
Laércio,br BRA,DF,27.0,5.4,1,0.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leo Gomes,br BRA,MF,23.0,5.3,7,1.31,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodriguinho,br BRA,FW,19.0,4.6,6,1.29,2,0,0,1,2,1,2,0.43,0,0,0,1,0,1,Matches
Fabinho,br BRA,"FW,MF",21.0,4.1,9,2.18,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Silva,br BRA,"MF,FW",30.0,4.2,14,3.34,10,2,2,0,0,0,1,0.24,0,1,0,0,0,0,Matches
Renê Júnior,br BRA,MF,31.0,3.7,6,1.63,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Tiepo,br BRA,GK,22.0,2.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vinicius Guedes,br BRA,MF,21.0,2.2,2,0.9,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Marquinho,br BRA,"MF,FW",18.0,2.8,7,2.46,4,1,0,1,0,1,1,0.35,1,0,0,0,0,0,Matches
Ryan,br BRA,"DF,MF",17.0,1.4,1,0.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Foguinho,br BRA,"MF,FW",20.0,1.3,7,5.34,4,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Rafael,br BRA,MF,20.0,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tiago Coser,br BRA,"DF,MF",17.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Arthur Vanzela,br BRA,FW,17.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Vasconcelos,br BRA,MF,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.5,38.0,678,17.84,460,71,42,42,47,16,45,1.18,26,4,2,6,6,1,
Opponent Total,,,26.7,38.0,1086,28.58,782,92,61,70,69,12,113,2.97,83,5,9,9,6,1,
