Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Matheus Ribeiro,br BRA,DF,27.0,31.5,1303,1730,75.3,22129,10710,669,743,90.0,482,626,77.0,126,268,47.0,0,1.8,2.2,-1.8,29,115,31,18,138,Matches
Busanello,br BRA,DF,22.0,26.9,1069,1418,75.4,17829,8363,537,604,88.9,427,540,79.1,87,187,46.5,2,1.7,1.5,0.3,18,83,19,13,112,Matches
Mike,br BRA,"FW,MF",27.0,22.5,521,681,76.5,7517,1922,298,362,82.3,157,200,78.5,32,52,61.5,2,2.9,2.8,-0.9,34,44,20,11,76,Matches
Ignácio,br BRA,DF,24.0,23.5,617,757,81.5,11783,4224,198,223,88.8,356,413,86.2,54,92,58.7,1,0.6,0.4,0.4,1,28,0,0,40,Matches
Anderson Leite,br BRA,MF,27.0,21.8,806,986,81.7,13320,4129,374,438,85.4,320,368,87.0,72,105,68.6,2,1.8,1.6,0.2,23,85,14,4,100,Matches
Anselmo Ramon,br BRA,FW,32.0,17.0,342,499,68.5,5429,1089,183,232,78.9,112,157,71.3,32,57,56.1,1,1.4,1.1,-0.4,14,27,8,0,41,Matches
Moisés Ribeiro,br BRA,MF,29.0,17.1,627,760,82.5,12807,3887,234,268,87.3,277,320,86.6,104,142,73.2,0,0.7,0.6,-0.7,12,72,4,1,80,Matches
João Paulo,br BRA,GK,19.0,19.6,300,495,60.6,9001,6732,52,52,100.0,139,143,97.2,105,292,36.0,0,0.0,0.0,0.0,1,12,0,0,0,Matches
Denner,br BRA,MF,21.0,14.2,447,575,77.7,7434,2071,232,263,88.2,146,180,81.1,50,89,56.2,1,2.4,1.8,-1.4,21,37,8,1,53,Matches
Keiller,br BRA,GK,24.0,16.0,251,463,54.2,8949,7350,49,49,100.0,73,74,98.6,128,337,38.0,0,0.0,0.0,0.0,0,11,0,0,0,Matches
Lima,br BRA,MF,21.0,16.6,477,656,72.7,7705,2333,230,275,83.6,189,237,79.7,39,89,43.8,2,2.0,0.9,0.0,18,52,7,5,58,Matches
Jordan,br BRA,DF,21.0,14.2,421,502,83.9,8449,3037,122,142,85.9,252,273,92.3,45,76,59.2,1,0.6,0.3,0.4,3,21,0,0,17,Matches
Derlan,br BRA,DF,24.0,13.4,398,500,79.6,7941,3411,129,144,89.6,224,253,88.5,42,86,48.8,0,0.3,0.1,-0.3,6,26,1,1,29,Matches
Bruno Costa,br BRA,"FW,MF",20.0,12.1,95,175,54.3,1869,510,33,56,58.9,45,68,66.2,15,34,44.1,1,2.4,1.4,-1.4,14,7,15,3,25,Matches
Joílson,br BRA,DF,29.0,11.4,235,295,79.7,5354,2059,51,58,87.9,142,158,89.9,40,73,54.8,0,0.1,0.0,-0.1,2,7,0,0,6,Matches
Fernandinho,br BRA,"FW,MF",23.0,11.6,182,255,71.4,2611,541,105,132,79.5,54,69,78.3,10,19,52.6,0,1.3,1.0,-1.3,10,9,6,3,15,Matches
