Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,1839,72,437,1210,216,5,1839,37,25,67.6,12,32.4,1053,7771,3961,57,55,2,33,17,1168,26,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,1158,42,87,572,517,134,1154,116,53,45.7,63,54.3,711,4243,1862,65,58,21,98,55,880,190,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,1917,125,542,918,480,10,1917,79,38,48.1,41,51.9,917,6091,3277,85,86,6,39,28,938,78,Matches
Douglas,br BRA,DF,28.0,25.4,936,189,593,319,25,21,936,2,0,0.0,2,100.0,379,1639,767,1,3,1,4,1,467,0,Matches
Tiepo,br BRA,GK,20.0,25.0,784,699,781,3,0,0,784,0,0,,0,,312,2483,1871,0,0,0,1,0,158,0,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,1031,14,118,532,398,36,1031,37,22,59.5,15,40.5,567,2763,1250,31,30,5,41,28,657,92,Matches
Eduardo,br BRA,DF,32.0,24.1,1514,74,384,688,468,8,1514,71,47,66.2,24,33.8,732,5262,2920,80,61,6,35,19,801,122,Matches
Gum,br BRA,DF,33.0,19.3,935,149,499,407,36,27,935,3,2,66.7,1,33.3,449,2364,1530,6,4,1,7,2,528,2,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,966,25,142,672,165,14,966,54,32,59.3,22,40.7,569,2761,1086,18,19,4,27,21,614,26,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,881,10,109,362,436,56,881,133,72,54.1,61,45.9,644,5083,2444,85,61,25,58,45,679,165,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,656,39,128,356,190,30,656,48,32,66.7,16,33.3,403,2851,1567,39,34,3,28,12,437,68,Matches
Elicarlos,br BRA,MF,33.0,16.7,643,56,188,395,71,8,643,5,3,60.0,2,40.0,322,1239,522,2,8,1,10,3,341,6,Matches
Rafael Pereira,br BRA,DF,34.0,14.5,693,103,356,308,30,17,693,2,2,100.0,0,0.0,401,2612,1696,6,8,0,4,0,441,1,Matches
João Ricardo Riedi,br BRA,GK,30.0,13.0,440,408,437,3,0,0,440,0,0,,0,,168,1409,1099,0,0,0,1,0,112,0,Matches
Maurício Ramos,br BRA,DF,33.0,12.2,495,93,263,220,13,9,495,1,1,100.0,0,0.0,205,1130,540,1,3,1,6,3,244,0,Matches
Amaral,br BRA,"MF,DF",32.0,10.6,437,48,206,216,16,7,437,0,0,,0,,178,676,275,2,0,0,5,2,237,1,Matches
Henrique Almeida,br BRA,"FW,MF",27.0,8.7,313,5,53,141,125,28,312,18,8,44.4,10,55.6,173,909,389,12,9,4,23,21,205,36,Matches
Renato,br BRA,"DF,MF",29.0,8.4,363,22,80,151,135,21,363,12,6,50.0,6,50.0,213,1319,648,29,11,4,19,9,224,54,Matches
Augusto César Moreira,br BRA,"MF,FW",26.0,7.9,323,9,45,178,113,10,323,27,17,63.0,10,37.0,186,1161,641,18,11,3,11,6,212,53,Matches
Régis,br BRA,"FW,MF",21.0,6.9,375,4,54,182,143,12,375,25,14,56.0,11,44.0,267,1649,883,23,21,4,29,25,261,46,Matches
Bryan,br BRA,DF,22.0,6.2,395,29,132,203,68,1,395,15,9,60.0,6,40.0,173,1162,712,17,11,0,5,4,184,20,Matches
Vini Locatelli,br BRA,"MF,FW",20.0,4.9,285,5,34,196,59,9,285,9,7,77.8,2,22.2,187,1098,496,10,7,1,8,2,212,19,Matches
Dalberto,br BRA,"MF,FW",24.0,4.1,150,4,23,71,63,10,150,12,5,41.7,7,58.3,105,802,344,12,12,5,20,17,113,21,Matches
Alan Ruschel,br BRA,"MF,FW",29.0,3.8,135,4,16,77,43,5,135,6,3,50.0,3,50.0,83,540,255,8,3,2,8,5,103,12,Matches
Caíque Silva Sá,br BRA,DF,26.0,3.3,188,12,65,102,27,0,188,7,4,57.1,3,42.9,101,798,340,5,7,1,3,3,112,10,Matches
Diego Fabián Torres,ar ARG,"MF,FW",28.0,4.7,393,2,34,232,134,4,393,21,11,52.4,10,47.6,256,1659,930,16,15,1,3,6,278,12,Matches
Renato Kayser,br BRA,"FW,MF",22.0,4.5,196,8,21,90,86,16,196,14,7,50.0,7,50.0,135,855,405,18,13,2,19,6,155,38,Matches
Rildo,br BRA,"MF,FW",29.0,3.1,142,0,11,62,73,16,142,17,10,58.8,7,41.2,102,757,356,13,15,3,7,1,122,27,Matches
Tharlis Sartori,br BRA,MF,21.0,2.6,155,5,29,118,8,0,155,3,1,33.3,2,66.7,68,250,106,0,0,0,0,4,106,2,Matches
Aylon,br BRA,"MF,FW",26.0,2.8,137,1,19,73,47,6,137,5,2,40.0,3,60.0,75,431,197,4,3,1,6,5,94,15,Matches
Hiago,br BRA,DF,21.0,2.1,72,17,47,24,1,1,72,1,1,100.0,0,0.0,29,146,109,1,0,0,2,0,31,0,Matches
Ernandes Dias Luz,br BRA,DF,31.0,1.2,57,4,21,22,15,3,57,0,0,,0,,34,259,180,4,4,0,1,1,36,6,Matches
Lourency,br BRA,MF,23.0,0.4,18,1,1,6,11,3,18,4,3,75.0,1,25.0,11,87,28,1,0,1,3,1,14,4,Matches
Bruno Costa,br BRA,MF,18.0,0.3,13,0,0,5,8,4,13,1,1,100.0,0,0.0,9,49,31,2,2,2,0,1,10,3,Matches
Ronei,br BRA,FW,20.0,0.2,19,0,0,10,9,1,19,1,0,0.0,1,100.0,15,125,62,2,2,0,1,0,15,4,Matches
Pedro Perotti,br BRA,"FW,DF",21.0,0.1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,38.0,19054,2278,5955,9124,4229,532,19049,786,438,55.7,348,44.3,10232,64433,33779,673,576,110,565,353,11189,1159,
Opponent Total,,,27.2,38.0,22597,1821,5679,11568,5617,829,22587,632,395,62.5,237,37.5,13287,80276,45287,800,634,147,543,357,14787,1692,
