Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,1549,1446,102,73,1,16,16,27,0,0,0,0,1348,1,24,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,749,671,76,8,3,16,36,3,0,0,0,0,496,2,23,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,1508,1103,404,62,0,11,146,295,47,12,32,1,1122,1,27,Matches
Douglas,br BRA,DF,28.0,25.4,679,650,26,25,0,4,0,1,0,0,0,0,552,3,7,Matches
Tiepo,br BRA,GK,20.0,25.0,719,361,358,95,0,2,0,0,0,0,0,0,455,0,0,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,850,705,143,67,1,14,104,9,60,23,33,0,635,2,11,Matches
Eduardo,br BRA,DF,32.0,24.1,1256,933,318,36,0,16,168,268,14,0,14,0,838,5,47,Matches
Gum,br BRA,DF,33.0,19.3,722,687,35,33,0,11,0,2,0,0,0,0,563,0,5,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,750,712,36,33,0,4,3,1,0,0,0,0,665,2,10,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,604,579,21,5,1,4,44,8,7,3,4,0,468,4,25,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,456,423,33,6,0,1,23,27,0,0,0,0,367,0,12,Matches
Elicarlos,br BRA,MF,33.0,16.7,511,466,45,40,0,6,6,3,0,0,0,0,407,0,10,Matches
Rafael Pereira,br BRA,DF,34.0,14.5,563,537,26,23,0,9,2,1,0,0,0,0,476,0,4,Matches
João Ricardo Riedi,br BRA,GK,30.0,13.0,395,225,170,39,0,2,0,0,0,0,0,0,257,0,0,Matches
Maurício Ramos,br BRA,DF,33.0,12.2,357,346,10,10,0,6,0,0,0,0,0,0,285,1,1,Matches
Amaral,br BRA,"MF,DF",32.0,10.6,346,332,14,13,0,5,0,1,0,0,0,0,287,0,4,Matches
Henrique Almeida,br BRA,"FW,MF",27.0,8.7,197,184,12,1,0,2,5,1,0,0,0,0,132,1,7,Matches
Renato,br BRA,"DF,MF",29.0,8.4,260,214,46,6,0,2,38,37,3,1,2,0,170,0,10,Matches
Augusto César Moreira,br BRA,"MF,FW",26.0,7.9,243,231,11,6,0,0,18,2,2,0,2,0,186,1,9,Matches
Régis,br BRA,"FW,MF",21.0,6.9,256,244,11,3,0,1,15,4,4,3,1,0,191,1,7,Matches
Bryan,br BRA,DF,22.0,6.2,311,241,70,9,0,2,24,56,5,0,5,0,231,0,6,Matches
Vini Locatelli,br BRA,"MF,FW",20.0,4.9,238,226,11,8,1,2,8,0,2,1,1,0,216,1,0,Matches
Dalberto,br BRA,"MF,FW",24.0,4.1,93,93,0,0,0,0,7,0,0,0,0,0,60,0,7,Matches
Alan Ruschel,br BRA,"MF,FW",29.0,3.8,98,86,12,5,0,4,12,0,7,0,7,0,71,0,2,Matches
Caíque Silva Sá,br BRA,DF,26.0,3.3,143,122,21,2,0,4,4,19,0,0,0,0,105,0,1,Matches
Diego Fabián Torres,ar ARG,"MF,FW",28.0,4.7,350,296,54,22,0,9,47,4,28,14,14,0,274,0,1,Matches
Renato Kayser,br BRA,"FW,MF",22.0,4.5,130,124,6,3,0,1,7,2,0,0,0,0,97,0,5,Matches
Rildo,br BRA,"MF,FW",29.0,3.1,103,102,1,0,0,2,6,1,0,0,0,0,82,0,3,Matches
Tharlis Sartori,br BRA,MF,21.0,2.6,126,121,5,5,0,2,0,0,0,0,0,0,108,0,1,Matches
Aylon,br BRA,"MF,FW",26.0,2.8,103,99,4,2,0,1,1,2,0,0,0,0,74,0,2,Matches
Hiago,br BRA,DF,21.0,2.1,47,44,3,3,0,0,0,0,0,0,0,0,30,0,0,Matches
Ernandes Dias Luz,br BRA,DF,31.0,1.2,44,40,4,2,0,0,3,2,0,0,0,0,34,0,2,Matches
Lourency,br BRA,MF,23.0,0.4,7,7,0,0,0,0,2,0,0,0,0,0,4,0,0,Matches
Bruno Costa,br BRA,MF,18.0,0.3,8,8,0,0,0,0,2,0,0,0,0,0,4,0,1,Matches
Ronei,br BRA,FW,20.0,0.2,16,16,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
Pedro Perotti,br BRA,"FW,DF",21.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,38.0,14787,12674,2088,645,7,159,748,776,179,57,115,1,11300,25,274,
Opponent Total,,,27.2,38.0,18537,16494,1977,559,40,113,775,821,223,83,107,1,14934,66,269,
