Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,1348,1549,87.0,23617,6865,588,635,92.6,576,644,89.4,139,185,75.1,0,1.0,0.9,-1.0,26,109,9,2,162,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,496,749,66.2,7432,1700,274,375,73.1,133,199,66.8,43,81,53.1,1,3.7,2.1,-2.7,40,39,18,6,66,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,1122,1508,74.4,18165,9256,621,692,89.7,353,492,71.7,108,228,47.4,5,3.2,2.9,1.8,42,107,35,24,141,Matches
Douglas,br BRA,DF,28.0,25.4,552,679,81.3,10670,3866,178,201,88.6,309,357,86.6,54,92,58.7,1,0.6,0.4,0.4,2,13,1,0,22,Matches
Tiepo,br BRA,GK,20.0,25.0,455,719,63.3,15743,13002,56,57,98.2,167,174,96.0,231,486,47.5,0,0.3,0.0,-0.3,1,2,0,0,0,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,635,850,74.7,10821,3224,289,339,85.3,201,266,75.6,90,160,56.3,4,3.9,2.7,0.1,59,59,18,5,91,Matches
Eduardo,br BRA,DF,32.0,24.1,838,1256,66.7,14930,7604,419,473,88.6,292,425,68.7,104,254,40.9,2,3.4,2.6,-1.4,37,80,38,27,116,Matches
Gum,br BRA,DF,33.0,19.3,563,722,78.0,11986,4809,159,183,86.9,293,338,86.7,100,170,58.8,0,0.1,0.1,-0.1,2,23,1,0,40,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,665,750,88.7,10213,2596,336,366,91.8,248,270,91.9,40,49,81.6,1,1.5,0.6,-0.5,27,66,7,0,86,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,468,604,77.5,6497,1428,276,313,88.2,133,159,83.6,26,49,53.1,0,2.3,2.0,-2.3,26,25,16,4,60,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,367,456,80.5,5204,1504,209,235,88.9,119,146,81.5,17,31,54.8,1,0.8,0.5,0.2,16,24,5,4,35,Matches
Elicarlos,br BRA,MF,33.0,16.7,407,511,79.6,8508,2231,137,162,84.6,191,218,87.6,74,106,69.8,0,0.9,0.6,-0.9,12,31,2,0,44,Matches
Rafael Pereira,br BRA,DF,34.0,14.5,476,563,84.5,9641,3778,175,194,90.2,229,247,92.7,66,108,61.1,0,0.3,0.4,-0.3,5,43,0,0,48,Matches
João Ricardo Riedi,br BRA,GK,30.0,13.0,257,395,65.1,9284,7465,23,23,100.0,102,104,98.1,132,268,49.3,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Maurício Ramos,br BRA,DF,33.0,12.2,285,357,79.8,5333,1790,101,119,84.9,147,170,86.5,28,53,52.8,0,0.0,0.0,0.0,1,8,0,0,18,Matches
Amaral,br BRA,"MF,DF",32.0,10.6,287,346,82.9,5696,1922,91,109,83.5,157,179,87.7,33,44,75.0,0,0.1,0.0,-0.1,5,10,0,0,9,Matches
