Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,57,38,34,20,3,16,56,28.6,40,30,13,17,69,126,25,0,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,20,14,3,15,2,5,25,20.0,20,15,4,11,8,28,36,0,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,84,57,56,26,2,41,68,60.3,27,34,10,24,54,138,101,0,Matches
Douglas,br BRA,DF,28.0,25.4,20,13,17,3,0,9,20,45.0,11,41,29,12,39,59,135,0,Matches
Tiepo,br BRA,GK,20.0,25.0,4,2,4,0,0,4,6,66.7,2,1,0,1,3,7,4,1,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,25,16,7,15,3,5,32,15.6,27,13,0,13,7,32,7,0,Matches
Eduardo,br BRA,DF,32.0,24.1,52,35,30,16,6,21,54,38.9,33,17,6,11,34,86,57,0,Matches
Gum,br BRA,DF,33.0,19.3,17,11,12,5,0,9,14,64.3,5,31,24,7,22,39,98,1,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,51,34,19,30,2,21,63,33.3,42,16,1,15,21,72,14,0,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,23,17,12,9,2,8,22,36.4,14,19,2,17,7,30,9,0,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,26,16,8,15,3,9,27,33.3,18,8,2,6,25,51,28,0,Matches
Elicarlos,br BRA,MF,33.0,16.7,19,14,10,8,1,11,37,29.7,26,14,6,8,23,42,38,0,Matches
Rafael Pereira,br BRA,DF,34.0,14.5,13,12,9,3,1,5,9,55.6,4,17,9,8,16,29,69,0,Matches
João Ricardo Riedi,br BRA,GK,30.0,13.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,Matches
Maurício Ramos,br BRA,DF,33.0,12.2,15,6,13,2,0,4,7,57.1,3,21,17,4,20,35,57,0,Matches
Amaral,br BRA,"MF,DF",32.0,10.6,16,11,7,9,0,6,15,40.0,9,7,4,3,6,22,43,0,Matches
Henrique Almeida,br BRA,"FW,MF",27.0,8.7,24,17,10,11,3,9,27,33.3,18,7,1,6,6,30,6,0,Matches
Renato,br BRA,"DF,MF",29.0,8.4,13,10,6,5,2,3,10,30.0,7,4,2,2,15,28,18,0,Matches
Augusto César Moreira,br BRA,"MF,FW",26.0,7.9,7,6,1,4,2,0,11,0.0,11,9,2,7,5,12,7,0,Matches
Régis,br BRA,"FW,MF",21.0,6.9,15,12,6,8,1,6,23,26.1,17,15,1,14,7,22,4,0,Matches
Bryan,br BRA,DF,22.0,6.2,19,15,12,6,1,9,20,45.0,11,4,2,2,10,29,31,0,Matches
Vini Locatelli,br BRA,"MF,FW",20.0,4.9,7,4,3,4,0,3,8,37.5,5,1,0,1,3,10,2,0,Matches
Dalberto,br BRA,"MF,FW",24.0,4.1,5,4,3,2,0,3,8,37.5,5,3,0,3,0,5,5,0,Matches
Alan Ruschel,br BRA,"MF,FW",29.0,3.8,3,1,1,1,1,2,9,22.2,7,2,0,2,3,6,4,0,Matches
Caíque Silva Sá,br BRA,DF,26.0,3.3,7,6,6,1,0,5,11,45.5,6,3,0,3,4,11,13,0,Matches
Diego Fabián Torres,ar ARG,"MF,FW",28.0,4.7,8,7,3,4,1,3,10,30.0,7,4,0,4,4,12,0,0,Matches
Renato Kayser,br BRA,"FW,MF",22.0,4.5,9,7,2,6,1,3,11,27.3,8,0,0,0,1,10,3,0,Matches
Rildo,br BRA,"MF,FW",29.0,3.1,2,2,1,0,1,1,2,50.0,1,3,0,3,1,3,0,0,Matches
Tharlis Sartori,br BRA,MF,21.0,2.6,16,15,3,12,1,7,12,58.3,5,4,3,1,2,18,2,0,Matches
Aylon,br BRA,"MF,FW",26.0,2.8,7,6,3,4,0,1,5,20.0,4,1,0,1,0,7,3,0,Matches
Hiago,br BRA,DF,21.0,2.1,5,3,3,2,0,4,4,100.0,0,3,2,1,3,8,11,0,Matches
Ernandes Dias Luz,br BRA,DF,31.0,1.2,2,2,1,1,0,2,3,66.7,1,1,0,1,1,3,4,0,Matches
Lourency,br BRA,MF,23.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Bruno Costa,br BRA,MF,18.0,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Ronei,br BRA,FW,20.0,0.2,3,3,0,3,0,2,2,100.0,0,0,0,0,0,3,0,0,Matches
Pedro Perotti,br BRA,"FW,DF",21.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,38.0,594,416,305,250,39,237,632,37.5,395,349,140,209,420,1014,844,2,
Opponent Total,,,27.2,38.0,701,480,310,332,59,348,786,44.3,438,330,117,213,334,1035,669,5,
