Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Dener Assunção Braz,br BRA,DF,23.0,35,35,3150.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Apodi,br BRA,"DF,MF",28.0,34,34,3003.0,33.4,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,0.12,0.03,0.15,0.12,0.15,Matches
Danilo,br BRA,GK,29.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elicarlos,br BRA,MF,29.0,30,30,2454.0,27.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Bruno Silva,br BRA,MF,28.0,31,28,2323.0,25.8,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Ananias,br BRA,MF,26.0,30,25,1933.0,21.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.14,0.05,0.19,0.14,0.19,Matches
Fernando Camilo Farias,br BRA,"FW,MF",28.0,31,23,2181.0,24.2,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches
Rafael Lima,br BRA,DF,28.0,24,23,2104.0,23.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Neto,br BRA,DF,29.0,23,22,1971.0,21.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.14,0.05,0.18,0.14,0.18,Matches
Cléber Santana,br BRA,MF,33.0,26,21,2033.0,22.6,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,0.04,0.18,0.22,0.04,0.22,Matches
Gil,br BRA,MF,27.0,23,19,1579.0,17.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches
Vilson,br BRA,"DF,MF",26.0,18,18,1591.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.06,0.06,0.0,0.06,Matches
Bruno Rangel,br BRA,FW,33.0,19,15,1360.0,15.1,9.0,0.0,9.0,6.0,3.0,3.0,1.0,0.0,0.6,0.0,0.6,0.4,0.4,Matches
Thiego,br BRA,DF,28.0,13,13,1170.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Tiago Luís,br BRA,"FW,MF",25.0,22,13,1068.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Maranhão,br BRA,"FW,MF",24.0,24,9,1039.0,11.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Túlio de Melo,br BRA,FW,30.0,13,8,788.0,8.8,5.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,0.57,0.11,0.69,0.46,0.57,Matches
William Barbio,br BRA,"FW,MF",22.0,12,8,710.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Wagner,br BRA,MF,23.0,19,7,728.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
