Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,6,1,1,40,50,0,16,69,38,0,1,0,230,9,20,31.0,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,8,0,0,71,51,5,36,8,14,1,0,0,92,111,127,46.6,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,6,1,0,52,69,0,146,54,57,0,2,0,177,54,44,55.1,Matches
Douglas,br BRA,DF,28.0,25.4,9,0,0,31,10,0,0,39,13,0,2,0,73,67,37,64.4,Matches
Tiepo,br BRA,GK,20.0,25.0,2,0,0,0,5,0,0,3,2,0,0,0,13,7,0,100.0,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,2,0,0,42,27,4,104,7,16,0,0,0,125,24,37,39.3,Matches
Eduardo,br BRA,DF,32.0,24.1,4,0,0,28,25,0,168,34,35,0,0,0,125,21,21,50.0,Matches
Gum,br BRA,DF,33.0,19.3,1,2,0,10,11,2,0,22,11,0,1,1,89,72,31,69.9,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,1,0,0,38,38,0,3,21,34,0,1,0,111,22,29,43.1,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,2,0,0,31,50,1,44,7,17,0,0,0,105,13,25,34.2,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,2,0,0,24,35,1,23,25,16,0,0,0,62,18,24,42.9,Matches
Elicarlos,br BRA,MF,33.0,16.7,6,0,0,23,18,0,6,23,14,0,0,0,79,26,15,63.4,Matches
Rafael Pereira,br BRA,DF,34.0,14.5,4,0,0,5,8,0,2,16,12,0,0,0,44,27,16,62.8,Matches
João Ricardo Riedi,br BRA,GK,30.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,6,8,0,100.0,Matches
Maurício Ramos,br BRA,DF,33.0,12.2,3,0,0,23,11,0,0,20,6,0,2,0,38,35,29,54.7,Matches
Amaral,br BRA,"MF,DF",32.0,10.6,3,0,0,23,4,0,0,6,11,0,0,0,37,32,16,66.7,Matches
Henrique Almeida,br BRA,"FW,MF",27.0,8.7,3,0,0,14,11,1,5,6,17,1,0,0,34,15,35,30.0,Matches
Renato,br BRA,"DF,MF",29.0,8.4,2,0,0,8,35,0,38,15,10,0,0,0,33,17,11,60.7,Matches
Augusto César Moreira,br BRA,"MF,FW",26.0,7.9,0,0,0,27,16,2,18,5,6,0,0,0,45,6,16,27.3,Matches
Régis,br BRA,"FW,MF",21.0,6.9,1,0,0,13,7,3,15,7,12,0,0,0,49,7,17,29.2,Matches
Bryan,br BRA,DF,22.0,6.2,2,0,0,9,8,0,24,10,15,0,0,0,37,12,7,63.2,Matches
Vini Locatelli,br BRA,"MF,FW",20.0,4.9,0,0,0,7,11,1,8,3,4,0,0,0,30,4,12,25.0,Matches
Dalberto,br BRA,"MF,FW",24.0,4.1,2,0,0,9,2,0,7,0,4,0,1,0,24,8,17,32.0,Matches
Alan Ruschel,br BRA,"MF,FW",29.0,3.8,3,0,0,16,14,1,12,3,1,0,0,0,12,5,4,55.6,Matches
Caíque Silva Sá,br BRA,DF,26.0,3.3,2,0,0,6,4,0,4,4,6,0,0,0,24,1,2,33.3,Matches
Diego Fabián Torres,ar ARG,"MF,FW",28.0,4.7,0,0,0,5,6,0,47,4,7,0,0,0,39,2,3,40.0,Matches
Renato Kayser,br BRA,"FW,MF",22.0,4.5,0,0,0,11,16,3,7,1,7,0,0,0,14,10,13,43.5,Matches
Rildo,br BRA,"MF,FW",29.0,3.1,1,0,0,2,13,1,6,1,2,0,0,0,10,3,8,27.3,Matches
Tharlis Sartori,br BRA,MF,21.0,2.6,0,0,0,6,3,0,0,2,15,0,0,0,12,2,3,40.0,Matches
Aylon,br BRA,"MF,FW",26.0,2.8,2,0,0,6,8,0,1,0,6,0,0,0,17,12,12,50.0,Matches
Hiago,br BRA,DF,21.0,2.1,0,1,0,4,0,0,0,3,3,0,0,0,4,6,2,75.0,Matches
Ernandes Dias Luz,br BRA,DF,31.0,1.2,0,0,0,0,1,0,3,1,2,0,0,0,3,0,2,0.0,Matches
Lourency,br BRA,MF,23.0,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,66.7,Matches
Bruno Costa,br BRA,MF,18.0,0.3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0.0,Matches
Ronei,br BRA,FW,20.0,0.2,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,,Matches
Pedro Perotti,br BRA,"FW,DF",21.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,,,28.8,38.0,77,5,1,586,568,25,748,420,416,2,10,1,1795,658,638,50.8,
Opponent Total,,,27.2,38.0,86,3,2,613,565,66,775,334,480,6,5,0,1920,638,658,49.2,
