Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Danilo,br BRA,GK,30.0,31,31,2790,31.0,40,1.29,137,107,76.6,11,12,8,10,32.3,10,8,2,0,20.0,Matches
Marcelo Boeck,br BRA,GK,31.0,6,6,540,6.0,13,2.17,28,16,57.1,2,1,3,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,27.8,37,37,3330,37.0,53,1.43,165,123,73.3,13,13,11,10,27.0,11,9,2,0,18.2,
Opponent Total,,,26.8,37,37,3330,37.0,49,1.32,134,92,68.7,11,13,13,9,24.3,7,7,0,0,0.0,
