Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Márcio Araújo,br BRA,MF,34.0,35.7,0,17,4,23.5,0.48,0.11,0.0,0.0,29.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Everaldo Stum,br BRA,FW,27.0,33.0,13,111,34,30.6,3.36,1.03,0.09,0.29,18.8,8,3,4,11.4,8.2,0.07,1.6,1.8,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,32.5,0,12,2,16.7,0.37,0.06,0.0,0.0,28.8,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Douglas,br BRA,DF,28.0,25.4,0,12,2,16.7,0.47,0.08,0.0,0.0,11.0,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
Tiepo,br BRA,GK,20.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,22.7,1,44,12,27.3,1.94,0.53,0.02,0.08,24.0,11,0,0,2.4,2.4,0.05,-1.4,-1.4,Matches
Eduardo,br BRA,DF,32.0,24.1,0,11,2,18.2,0.46,0.08,0.0,0.0,29.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Gum,br BRA,DF,33.0,19.3,1,17,7,41.2,0.88,0.36,0.06,0.14,12.1,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,17.8,2,26,6,23.1,1.46,0.34,0.08,0.33,24.7,0,0,0,1.0,1.0,0.04,1.0,1.0,Matches
Arthur,br BRA,"MF,FW",20.0,21.3,4,38,7,18.4,1.78,0.33,0.11,0.57,18.6,0,0,0,3.6,3.6,0.09,0.4,0.4,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,16.5,0,30,6,20.0,1.82,0.36,0.0,0.0,20.0,1,0,0,2.2,2.2,0.07,-2.2,-2.2,Matches
Elicarlos,br BRA,MF,33.0,16.7,0,24,4,16.7,1.44,0.24,0.0,0.0,29.2,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
