Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Dener Assunção Braz,br BRA,DF,23.0,35.0,0,,,,,,,,,0,0,Matches
Apodi,br BRA,"DF,MF",28.0,33.4,4,,,,,,,,,0,0,Matches
Danilo,br BRA,GK,29.0,33.0,0,,,,,,,,,0,0,Matches
Elicarlos,br BRA,MF,29.0,27.3,1,,,,,,,,,0,0,Matches
Bruno Silva,br BRA,MF,28.0,25.8,1,,,,,,,,,0,0,Matches
Ananias,br BRA,MF,26.0,21.5,3,,,,,,,,,0,0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",28.0,24.2,3,,,,,,,,,0,0,Matches
Rafael Lima,br BRA,DF,28.0,23.4,0,,,,,,,,,0,0,Matches
Neto,br BRA,DF,29.0,21.9,3,,,,,,,,,0,0,Matches
Cléber Santana,br BRA,MF,33.0,22.6,1,,,,,,,,,0,0,Matches
Gil,br BRA,MF,27.0,17.5,1,,,,,,,,,0,0,Matches
Vilson,br BRA,"DF,MF",26.0,17.7,0,,,,,,,,,0,0,Matches
Bruno Rangel,br BRA,FW,33.0,15.1,9,,,,,,,,,3,3,Matches
Thiego,br BRA,DF,28.0,13.0,1,,,,,,,,,0,0,Matches
Tiago Luís,br BRA,"FW,MF",25.0,11.9,1,,,,,,,,,0,0,Matches
Maranhão,br BRA,"FW,MF",24.0,11.5,0,,,,,,,,,0,0,Matches
Túlio de Melo,br BRA,FW,30.0,8.8,5,,,,,,,,,1,1,Matches
William Barbio,br BRA,"FW,MF",22.0,7.9,0,,,,,,,,,0,0,Matches
Wagner,br BRA,MF,23.0,8.1,0,,,,,,,,,0,0,Matches
Hyoran,br BRA,MF,21.0,6.4,0,,,,,,,,,0,0,Matches
Edmilson,br BRA,FW,32.0,6.4,0,,,,,,,,,0,0,Matches
Roger,br BRA,FW,30.0,5.5,1,,,,,,,,,0,0,Matches
Nivaldo,br BRA,GK,40.0,4.6,0,,,,,,,,,0,0,Matches
Mateus Caramelo,br BRA,DF,20.0,3.3,0,,,,,,,,,0,0,Matches
Odair Souza,br BRA,MF,32.0,3.2,0,,,,,,,,,0,0,Matches
Abuda,br BRA,MF,26.0,2.5,0,,,,,,,,,0,0,Matches
Tiago Costa,br BRA,DF,27.0,2.0,0,,,,,,,,,0,0,Matches
Wanderson,br BRA,MF,34.0,1.3,0,,,,,,,,,0,0,Matches
João Afonso Crispim,br BRA,MF,19.0,1.2,0,,,,,,,,,0,0,Matches
Sílvio,br BRA,GK,26.0,0.4,0,,,,,,,,,0,0,Matches
Maylson,br BRA,MF,25.0,0.8,0,,,,,,,,,0,0,Matches
Flavinho,br BRA,MF,31.0,0.3,0,,,,,,,,,0,0,Matches
Mailson,br BRA,MF,24.0,0.0,0,,,,,,,,,0,0,Matches
Squad Total,,,28.2,38.0,34,,,,,,,,,4,4,
Opponent Total,,,26.4,38.0,41,,,,,,,,,3,5,
