Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Jandrei,br BRA,GK,23.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.42,47.0,49.0,-2.0,-0.05,,Matches
Apodi,br BRA,"DF,MF",30.0,35,3113.0,89.0,91.0,34.6,35,89.0,32.0,0,,0,1.49,41.0,42.0,-1.0,-0.03,0.26,Matches
Reinaldo,br BRA,"DF,MF",27.0,34,3033.0,89.0,88.7,33.7,34,89.0,32.0,0,,0,1.5,43.0,44.0,-1.0,-0.03,0.2,Matches
Arthur,br BRA,"FW,MF",24.0,34,2871.0,84.0,83.9,31.9,34,84.0,20.0,0,,0,1.41,41.0,42.0,-1.0,-0.03,0.13,Matches
Wellington Paulista,br BRA,FW,32.0,33,2551.0,77.0,74.6,28.3,30,83.0,17.0,3,25.0,2,1.48,34.0,36.0,-2.0,-0.07,-0.07,Matches
Luiz Antônio,br BRA,"DF,MF",25.0,30,2073.0,69.0,60.6,23.0,26,77.0,12.0,4,17.0,5,1.5,32.0,29.0,3.0,0.13,0.46,Matches
Fabrício Bruno,br BRA,DF,20.0,25,2165.0,87.0,63.3,24.1,24,90.0,24.0,1,4.0,10,1.44,28.0,25.0,3.0,0.12,0.48,Matches
Douglas Grolli,br BRA,DF,27.0,20,1745.0,87.0,51.0,19.4,19,90.0,19.0,1,34.0,11,1.3,21.0,26.0,-5.0,-0.26,-0.42,Matches
Moisés Ribeiro,br BRA,MF,25.0,23,1657.0,72.0,48.5,18.4,19,85.0,13.0,4,10.0,2,1.74,22.0,13.0,9.0,0.49,1.05,Matches
Andrei Girotto,br BRA,"DF,MF",24.0,17,1522.0,90.0,44.5,16.9,17,90.0,16.0,0,,0,1.29,22.0,27.0,-5.0,-0.3,-0.44,Matches
Luis Manuel Seijas,ve VEN,MF,30.0,18,1185.0,66.0,34.6,13.2,17,67.0,0.0,1,45.0,6,1.11,12.0,20.0,-8.0,-0.61,-0.85,Matches
Lucas Mineiro,br BRA,MF,20.0,19,1158.0,61.0,33.9,12.9,13,86.0,9.0,6,7.0,9,1.21,11.0,17.0,-6.0,-0.47,-0.63,Matches
Lucas Marques,br BRA,MF,21.0,15,1129.0,75.0,33.0,12.5,12,85.0,8.0,3,38.0,12,1.13,13.0,14.0,-1.0,-0.08,-0.04,Matches
Victor Ramos Ferreira,br BRA,DF,27.0,12,1080.0,90.0,31.6,12.0,12,90.0,12.0,0,,1,1.42,17.0,23.0,-6.0,-0.5,-0.65,Matches
Héctor Canteros,ar ARG,MF,27.0,13,991.0,76.0,29.0,11.0,12,82.0,9.0,1,13.0,0,1.77,15.0,11.0,4.0,0.36,0.59,Matches
Douglas,br BRA,DF,26.0,11,955.0,87.0,27.9,10.6,11,87.0,10.0,0,,4,2.18,14.0,6.0,8.0,0.75,1.12,Matches
Luiz Otávio,br BRA,DF,24.0,12,899.0,75.0,26.3,10.0,10,89.0,9.0,2,3.0,12,1.25,14.0,19.0,-5.0,-0.5,-0.61,Matches
Rossi,br BRA,"FW,MF",23.0,10,854.0,85.0,25.0,9.5,10,85.0,5.0,0,,0,1.4,16.0,18.0,-2.0,-0.21,-0.21,Matches
Túlio de Melo,br BRA,FW,32.0,24,1065.0,44.0,31.1,11.8,9,88.0,7.0,15,18.0,11,1.25,13.0,13.0,0.0,0.0,0.08,Matches
Amaral,br BRA,MF,30.0,9,775.0,86.0,22.7,8.6,9,86.0,6.0,0,,3,2.11,14.0,7.0,7.0,0.81,1.12,Matches
João Pedro,br BRA,DF,20.0,9,485.0,54.0,14.2,5.4,5,79.0,2.0,4,23.0,1,1.89,7.0,5.0,2.0,0.37,0.49,Matches
Diego Renan,br BRA,"DF,MF",27.0,8,405.0,51.0,11.8,4.5,4,90.0,3.0,4,11.0,27,0.88,7.0,6.0,1.0,0.22,0.31,Matches
Elicarlos,br BRA,MF,31.0,11,360.0,33.0,10.5,4.0,4,68.0,0.0,7,13.0,3,1.73,3.0,5.0,-2.0,-0.5,-0.5,Matches
Alan Ruschel,br BRA,"DF,MF",27.0,5,257.0,51.0,7.5,2.9,4,60.0,0.0,1,17.0,12,1.6,4.0,2.0,2.0,0.7,0.81,Matches
Cristian Penilla,ec ECU,"FW,MF",25.0,11,368.0,33.0,10.8,4.1,2,67.0,0.0,9,26.0,3,1.0,2.0,6.0,-4.0,-0.98,-1.04,Matches
Roberto Heuchayer,br BRA,"DF,MF",26.0,3,192.0,64.0,5.6,2.1,2,88.0,1.0,1,16.0,4,1.0,2.0,4.0,-2.0,-0.94,-0.94,Matches
Moisés Wolschick,br BRA,MF,22.0,2,119.0,60.0,3.5,1.3,2,60.0,0.0,0,,9,1.5,2.0,3.0,-1.0,-0.76,-0.73,Matches
Lourency,br BRA,"FW,MF",21.0,9,259.0,29.0,7.6,2.9,1,63.0,0.0,8,25.0,3,1.0,5.0,6.0,-1.0,-0.35,-0.32,Matches
Júlio César,br BRA,"FW,MF",22.0,7,210.0,30.0,6.1,2.3,1,69.0,0.0,6,24.0,6,1.0,2.0,4.0,-2.0,-0.86,-0.86,Matches
Osman Júnior,br BRA,"FW,MF",24.0,7,124.0,18.0,3.6,1.4,1,20.0,0.0,6,17.0,0,1.43,3.0,3.0,0.0,0.0,0.05,Matches
Pedro Perotti,br BRA,FW,19.0,2,106.0,53.0,3.1,1.2,1,61.0,0.0,1,45.0,8,1.5,1.0,3.0,-2.0,-1.7,-1.7,Matches
Odair Souza,br BRA,MF,34.0,9,154.0,17.0,4.5,1.7,0,,0.0,9,16.0,21,1.44,3.0,1.0,2.0,1.17,1.28,Matches
Nádson,br BRA,"FW,MF",27.0,6,141.0,24.0,4.1,1.6,0,,0.0,6,23.0,4,1.83,3.0,2.0,1.0,0.64,0.72,Matches
Dodô,br BRA,MF,22.0,2,59.0,30.0,1.7,0.7,0,,0.0,2,29.0,15,0.5,1.0,2.0,-1.0,-1.53,-1.5,Matches
Niltinho,br BRA,MF,23.0,2,56.0,28.0,1.6,0.6,0,,0.0,2,28.0,6,1.5,0.0,2.0,-2.0,-3.21,-3.21,Matches
Rodrigo Alves,br BRA,FW,21.0,3,34.0,11.0,1.0,0.4,0,,0.0,3,10.0,11,1.33,1.0,2.0,-1.0,-2.65,-2.62,Matches
Fernando Guerrero,ec ECU,"FW,MF",27.0,2,27.0,14.0,0.8,0.3,0,,0.0,2,13.0,4,0.5,0.0,0.0,0.0,0.0,0.05,Matches
Nathan Cardoso,br BRA,DF,21.0,1,4.0,4.0,0.1,0.0,0,,0.0,1,3.0,5,1.0,0.0,1.0,-1.0,-22.5,-22.47,Matches
Bryan,br BRA,DF,20.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Hiago,br BRA,DF,19.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Khevin,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Elias Martello Curzel,br BRA,GK,21.0,0,,,,,0,,0.0,0,,29,,,,,,,Matches
Artur Moraes,br BRA,GK,36.0,0,,,,,0,,0.0,0,,29,,,,,,,Matches
Tiepo,br BRA,GK,18.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
