Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-19,21:00,Série A,Matchweek 1,Sat,Home,D,0,0,Coritiba,,6944,,4-1-2-1-2◆,4-3-2-1,Rodrigo Nunes de Sá,Match Report,
2014-04-27,18:30,Série A,Matchweek 2,Sun,Away,L,1,2,Sport Recife,,12686,,4-3-3,4-2-3-1,Francisco de Assis de Almeida Filho,Match Report,
2014-05-04,18:30,Série A,Matchweek 3,Sun,Home,L,0,1,Corinthians,,15009,,4-1-2-1-2◆,4-2-3-1,Wagner Reway,Match Report,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Home,L,1,2,Grêmio,,19165,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-05-18,16:15,Série A,Matchweek 5,Sun,Away,D,1,1,Ath Paranaense,,766,,4-2-3-1,4-4-2,Grazianni Maciel Rocha,Match Report,
2014-05-21,21:00,Série A,Matchweek 6,Wed,Away,L,0,1,Criciúma,,7336,,4-3-3,4-1-2-1-2,Heber Roberto Lopes,Match Report,
2014-05-25,18:30,Série A,Matchweek 7,Sun,Home,W,2,0,Palmeiras,,6275,,4-4-2,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2014-05-28,21:00,Série A,Matchweek 8,Wed,Away,L,0,2,Internacional,,2824,,4-4-2,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Home,W,2,1,Bahia,,7817,,4-2-2-2,4-3-2-1,Igor Junior Benevenuto,Match Report,
2014-07-19,18:30,Série A,Matchweek 11,Sat,Away,W,1,0,São Paulo,,42979,,4-4-2,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-07-26,21:00,Série A,Matchweek 12,Sat,Away,L,0,3,Santos,,6962,,4-4-2,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Home,W,1,0,Flamengo,,12473,,4-4-2,4-2-3-1,Raphael Claus,Match Report,
2014-08-06,21:00,Série A,Matchweek 10,Wed,Home,D,1,1,Atlético Mineiro,,9426,,4-4-2,4-2-3-1,Wilton Sampaio,Match Report,
2014-08-10,18:30,Série A,Matchweek 14,Sun,Home,L,0,1,Figueirense,,7431,,4-4-2,4-1-2-1-2,Igor Junior Benevenuto,Match Report,
2014-08-17,16:00,Série A,Matchweek 15,Sun,Away,D,0,0,Vitória,,10897,,4-2-2-2,4-3-2-1,Jean Pierre Goncalves Lima,Match Report,
2014-08-20,22:00,Série A,Matchweek 16,Wed,Home,W,1,0,Fluminense,,8817,,4-4-2,4-1-2-1-2,Francisco Carlos do Nascimento,Match Report,
2014-08-23,18:30,Série A,Matchweek 17,Sat,Away,L,0,1,Botafogo (RJ),,18450,,4-3-2-1,4-2-3-1,Anderson Daronco,Match Report,
2014-08-30,18:30,Série A,Matchweek 18,Sat,Away,L,2,4,Cruzeiro,,26682,,4-4-1-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-09-06,21:00,Série A,Matchweek 19,Sat,Home,D,0,0,Goiás,,2005,,4-4-2,4-4-2,Paulo Henrique Schleinch Vollkopf,Match Report,
2014-09-10,21:00,Série A,Matchweek 20,Wed,Away,L,0,3,Coritiba,,7238,,4-4-1-1,4-3-2-1,Devarly Lira do Rosario,Match Report,
2014-09-13,18:30,Série A,Matchweek 21,Sat,Home,W,3,1,Sport Recife,,4737,,4-4-2,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2014-09-18,19:30,Série A,Matchweek 22,Thu,Away,D,1,1,Corinthians,,25537,,4-4-2,4-2-3-1,Felipe Duarte Varejão,Match Report,
2014-09-21,18:30,Série A,Matchweek 23,Sun,Away,L,0,1,Grêmio,,16759,,4-2-3-1,4-1-4-1,André Luiz de Freitas Castro,Match Report,
2014-09-24,21:00,Série A,Matchweek 24,Wed,Home,W,3,0,Ath Paranaense,,6610,,4-4-2,4-2-3-1,Charles Hebert Cavalcante Ferreira,Match Report,
2014-09-27,18:30,Série A,Matchweek 25,Sat,Home,D,1,1,Criciúma,,5364,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2014-10-02,19:30,Série A,Matchweek 26,Thu,Away,L,2,4,Palmeiras,,14299,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-10-09,20:30,Série A,Matchweek 27,Thu,Home,W,5,0,Internacional,,17230,,4-1-2-1-2◆,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-10-12,16:00,Série A,Matchweek 28,Sun,Away,W,1,0,Bahia,,22162,,4-2-3-1,4-1-2-1-2,Flavio Rodrigues De Souza,Match Report,
2014-10-18,21:00,Série A,Matchweek 29,Sat,Away,L,0,1,Atlético Mineiro,,20558,,4-3-3,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2014-10-22,22:00,Série A,Matchweek 30,Wed,Home,D,0,0,São Paulo,,15095,,4-3-2-1,4-2-2-2,Wagner do Nascimento Magalhaes,Match Report,
2014-10-25,18:30,Série A,Matchweek 31,Sat,Home,D,1,1,Santos,,10334,,4-3-2-1,4-2-3-1,Anderson Daronco,Match Report,
2014-11-02,19:30,Série A,Matchweek 32,Sun,Away,L,0,3,Flamengo,,31984,,4-3-3,4-3-3,Wilton Sampaio,Match Report,
2014-11-09,17:00,Série A,Matchweek 33,Sun,Away,L,0,1,Figueirense,,15102,,4-3-2-1,4-1-2-1-2,Heber Roberto Lopes,Match Report,
2014-11-16,19:30,Série A,Matchweek 34,Sun,Home,L,0,1,Vitória,,12749,,4-3-3,4-1-2-1-2,Luiz Flávio de Oliveira,Match Report,
2014-11-20,19:30,Série A,Matchweek 35,Thu,Away,W,4,1,Fluminense,,29482,,4-4-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2014-11-23,19:30,Série A,Matchweek 36,Sun,Home,W,2,0,Botafogo (RJ),,14343,,4-3-2-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2014-11-30,17:00,Série A,Matchweek 37,Sun,Home,D,1,1,Cruzeiro,,8067,,4-2-3-1,4-3-2-1,Grazianni Maciel Rocha,Match Report,
2014-12-07,17:00,Série A,Matchweek 38,Sun,Away,L,2,4,Goiás,,1768,,4-2-2-2,4-2-3-1,Flavio Feijo de Omena,Match Report,
