Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Matheus Ribeiro,br BRA,DF,27.0,32,32,2835.0,31.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,1.8,2.7,34.0,138.0,77.0,0.03,0.0,0.03,0.03,0.03,0.03,0.06,0.09,0.03,0.09,Matches
Busanello,br BRA,DF,22.0,30,28,2419.0,26.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,1.7,2.9,37.0,112.0,67.0,0.04,0.07,0.11,0.04,0.11,0.04,0.06,0.11,0.04,0.11,Matches
Mike,br BRA,"FW,MF",27.0,30,26,2027.0,22.5,5.0,2.0,7.0,4.0,1.0,2.0,2.0,0.0,4.7,3.1,2.9,6.1,47.0,76.0,161.0,0.22,0.09,0.31,0.18,0.27,0.21,0.13,0.34,0.14,0.27,Matches
Ignácio,br BRA,DF,24.0,24,23,2114.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.8,1.8,0.6,2.4,14.0,40.0,3.0,0.09,0.04,0.13,0.09,0.13,0.08,0.02,0.1,0.08,0.1,Matches
Anderson Leite,br BRA,MF,27.0,24,22,1962.0,21.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,1.8,3.3,33.0,100.0,51.0,0.05,0.09,0.14,0.05,0.14,0.07,0.08,0.15,0.07,0.15,Matches
Anselmo Ramon,br BRA,FW,32.0,24,21,1529.0,17.0,4.0,1.0,5.0,2.0,2.0,2.0,7.0,0.0,5.5,4.0,1.4,5.4,13.0,41.0,108.0,0.24,0.06,0.29,0.12,0.18,0.33,0.08,0.41,0.23,0.32,Matches
Moisés Ribeiro,br BRA,MF,29.0,26,20,1535.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7,0.7,8.0,80.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
João Paulo,br BRA,GK,19.0,20,19,1767.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denner,br BRA,MF,21.0,18,18,1276.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,2.4,2.7,18.0,53.0,49.0,0.0,0.07,0.07,0.0,0.07,0.02,0.17,0.19,0.02,0.19,Matches
