Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Márcio Araújo,br BRA,MF,34.0,36,36,3213.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.5,0.5,1.0,1.5,57.0,162.0,26.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Everaldo Stum,br BRA,FW,27.0,33,33,2970.0,33.0,13.0,1.0,14.0,10.0,3.0,4.0,8.0,0.0,11.4,8.2,3.7,12.0,65.0,66.0,190.0,0.39,0.03,0.42,0.3,0.33,0.35,0.11,0.46,0.25,0.36,Matches
Bruno Pacheco,br BRA,"DF,MF",27.0,33,33,2929.0,32.5,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,3.2,3.5,85.0,141.0,78.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,Matches
Douglas,br BRA,DF,28.0,27,26,2290.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,0.6,2.0,1.0,22.0,0.0,0.0,0.04,0.04,0.0,0.04,0.06,0.02,0.08,0.06,0.08,Matches
Tiepo,br BRA,GK,20.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Fernando Camilo Farias,br BRA,"MF,FW",32.0,28,25,2045.0,22.7,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,2.4,2.4,3.9,6.3,31.0,91.0,92.0,0.04,0.18,0.22,0.04,0.22,0.1,0.17,0.28,0.1,0.28,Matches
Eduardo,br BRA,DF,32.0,26,24,2166.0,24.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,3.4,3.8,80.0,116.0,122.0,0.0,0.08,0.08,0.0,0.08,0.02,0.14,0.16,0.02,0.16,Matches
Gum,br BRA,DF,33.0,20,20,1739.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.5,1.5,0.1,1.6,6.0,40.0,2.0,0.05,0.0,0.05,0.05,0.05,0.08,0.0,0.08,0.08,0.08,Matches
Gustavo Campanharo,br BRA,"MF,FW",26.0,25,20,1599.0,17.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,2.5,18.0,86.0,26.0,0.11,0.06,0.17,0.11,0.17,0.06,0.08,0.14,0.06,0.14,Matches
Arthur,br BRA,"MF,FW",20.0,30,18,1920.0,21.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.6,3.6,2.3,5.9,85.0,60.0,165.0,0.19,0.0,0.19,0.19,0.19,0.17,0.11,0.27,0.17,0.27,Matches
Roberto Heuchayer,br BRA,"MF,DF",28.0,17,17,1486.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.2,2.2,0.8,3.0,39.0,35.0,68.0,0.0,0.06,0.06,0.0,0.06,0.13,0.05,0.18,0.13,0.18,Matches
Elicarlos,br BRA,MF,33.0,19,16,1505.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.9,1.8,2.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches
Rafael Pereira,br BRA,DF,34.0,17,15,1307.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.6,6.0,48.0,1.0,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,Matches
João Ricardo Riedi,br BRA,GK,30.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurício Ramos,br BRA,DF,33.0,17,12,1099.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,1.0,18.0,0.0,0.08,0.0,0.08,0.08,0.08,0.02,0.0,0.02,0.02,0.02,Matches
Amaral,br BRA,"MF,DF",32.0,15,10,954.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
Henrique Almeida,br BRA,"FW,MF",27.0,12,10,782.0,8.7,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,4.6,3.8,0.5,4.2,12.0,11.0,36.0,0.35,0.0,0.35,0.23,0.23,0.53,0.05,0.58,0.43,0.49,Matches
Renato,br BRA,"DF,MF",29.0,15,10,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.4,1.7,29.0,17.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.2,0.15,0.2,Matches
