Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Matheus Ribeiro,br BRA,DF,27.0,32,2835.0,89.0,82.9,31.5,32,89.0,31.0,0,,0,0.47,26.0,54.0,-28.0,-0.89,0.96,35.0,54.9,-19.9,-0.63,0.29,Matches
Busanello,br BRA,DF,22.0,30,2419.0,81.0,70.7,26.9,28,85.0,22.0,2,22.0,0,0.4,18.0,44.0,-26.0,-0.97,0.29,26.7,45.8,-19.1,-0.71,-0.1,Matches
Mike,br BRA,"FW,MF",27.0,30,2027.0,68.0,59.3,22.5,26,76.0,8.0,4,12.0,2,0.4,15.0,41.0,-26.0,-1.15,-0.25,22.3,42.2,-19.9,-0.88,-0.5,Matches
Ignácio,br BRA,DF,24.0,24,2114.0,88.0,61.8,23.5,23,90.0,22.0,1,45.0,1,0.38,20.0,42.0,-22.0,-0.94,0.3,24.9,37.3,-12.4,-0.53,0.4,Matches
Anderson Leite,br BRA,MF,27.0,24,1962.0,82.0,57.4,21.8,22,84.0,15.0,2,62.0,1,0.42,16.0,38.0,-22.0,-1.01,0.1,22.9,34.8,-11.8,-0.54,0.32,Matches
Anselmo Ramon,br BRA,FW,32.0,24,1529.0,64.0,44.7,17.0,21,70.0,3.0,3,18.0,3,0.5,11.0,27.0,-16.0,-0.94,0.2,16.3,30.6,-14.2,-0.84,-0.29,Matches
Moisés Ribeiro,br BRA,MF,29.0,26,1535.0,59.0,44.9,17.1,20,69.0,5.0,6,26.0,2,0.46,13.0,30.0,-17.0,-1.0,0.1,15.5,28.2,-12.7,-0.75,-0.12,Matches
João Paulo,br BRA,GK,19.0,20,1767.0,88.0,51.7,19.6,19,90.0,19.0,1,57.0,18,0.2,14.0,39.0,-25.0,-1.27,-0.46,20.6,31.4,-10.8,-0.55,0.26,Matches
Denner,br BRA,MF,21.0,18,1276.0,71.0,37.3,14.2,18,71.0,6.0,0,,0,0.56,9.0,22.0,-13.0,-0.92,0.22,13.5,25.5,-12.0,-0.85,-0.26,Matches
Keiller,br BRA,GK,24.0,16,1440.0,90.0,42.1,16.0,16,90.0,16.0,0,,9,0.69,12.0,22.0,-10.0,-0.62,0.74,17.6,28.3,-10.7,-0.67,0.02,Matches
Lima,br BRA,MF,21.0,24,1497.0,62.0,43.8,16.6,14,79.0,8.0,10,40.0,9,0.29,15.0,26.0,-11.0,-0.66,0.7,19.0,27.5,-8.5,-0.51,0.3,Matches
Jordan,br BRA,DF,21.0,15,1280.0,85.0,37.4,14.2,14,88.0,13.0,1,43.0,6,0.53,11.0,26.0,-15.0,-1.05,0.0,15.6,25.6,-10.0,-0.7,-0.04,Matches
Derlan,br BRA,DF,24.0,15,1210.0,81.0,35.4,13.4,13,87.0,10.0,2,39.0,7,0.27,12.0,25.0,-13.0,-0.97,0.13,14.6,22.8,-8.2,-0.61,0.11,Matches
Bruno Costa,br BRA,"FW,MF",20.0,22,1093.0,50.0,32.0,12.1,12,69.0,1.0,10,26.0,0,0.55,10.0,21.0,-11.0,-0.91,0.22,14.4,23.5,-9.1,-0.75,-0.1,Matches
