Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-10-01,16:00,Série A,Matchweek 28,Sat,Home,L,1,4,Vitória,62.0,10363.0,,4-1-4-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-10-05,19:30,Série A,Matchweek 29,Wed,Away,L,1,3,Ath Paranaense,42.0,10553.0,,5-4-1,4-2-3-1,Wagner Reway,Match Report,
2016-10-12,11:00,Série A,Matchweek 30,Wed,Home,W,3,0,Sport Recife,46.0,6104.0,,4-4-1-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Away,D,0,0,Cruzeiro,40.0,14761.0,,4-1-4-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-10-19,18:45,Sudamericana,Quarter-finals,Wed,Away,L,0,1,co Junior,,,,,,Juan Soto,Match Report,Leg 1 of 2
2016-10-23,19:30,Série A,Matchweek 32,Sun,Home,L,0,1,Santos,58.0,7459.0,,4-1-4-1,4-2-3-1,Nielson Nogueira Dias,Match Report,
2016-10-26,21:45,Sudamericana,Quarter-finals,Wed,Home,W,3,0,co Junior,,,,,,Enrique Cáceres,Match Report,Leg 2 of 2; Chapecoense won
2016-10-29,16:30,Série A,Matchweek 33,Sat,Away,D,1,1,Corinthians,44.0,25064.0,,4-1-4-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2016-11-02,20:45,Sudamericana,Semi-finals,Wed,Away,D,1,1,ar San Lorenzo,,,,,,Roberto Tobar,Match Report,Leg 1 of 2
2016-11-06,19:30,Série A,Matchweek 34,Sun,Home,W,1,0,Figueirense,57.0,9075.0,,4-1-4-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,
2016-11-16,19:30,Série A,Matchweek 35,Wed,Away,W,2,0,Botafogo (RJ),36.0,10170.0,,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-11-20,19:30,Série A,Matchweek 36,Sun,Home,W,2,0,São Paulo,40.0,8163.0,,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-11-23,21:45,Sudamericana,Semi-finals,Wed,Home,D,0,0,ar San Lorenzo,,,,,,Daniel Fedorczuk,Match Report,Leg 2 of 2; Chapecoense won
2016-11-27,17:00,Série A,Matchweek 37,Sun,Away,L,0,1,Palmeiras,47.0,40986.0,,4-1-4-1,4-3-3,Anderson Daronco,Match Report,
2016-11-30,,Sudamericana,Finals,Wed,Away,,,,co Nacional,,,,,,,Match Report,Leg 1 of 2; Match Cancelled
2016-12-07,,Sudamericana,Finals,Wed,Home,,,,co Nacional,,,,,,,Match Report,Leg 2 of 2; Chapecoense won; Match Cancelled
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,,0,0,Atlético Mineiro,,,,,,Rodrigo D'Alonso Ferreira,Match Report,Match Cancelled
