Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Matheus Ribeiro,br BRA,DF,27.0,31.5,1997,88,616,947,459,12,1997,54,38,70.4,16,29.6,1059,4950,2358,34,35,1,37,7,1175,77,Matches
Busanello,br BRA,DF,22.0,26.9,1706,120,648,712,360,20,1706,40,31,77.5,9,22.5,871,4543,2277,37,25,5,26,8,888,67,Matches
Mike,br BRA,"FW,MF",27.0,22.5,957,18,133,410,434,60,955,41,20,48.8,21,51.2,624,3849,1791,47,38,9,74,33,695,161,Matches
Ignácio,br BRA,DF,24.0,23.5,1012,198,585,406,33,17,1012,3,2,66.7,1,33.3,571,3481,1892,14,4,0,9,8,555,3,Matches
Anderson Leite,br BRA,MF,27.0,21.8,1234,59,316,693,246,31,1234,16,10,62.5,6,37.5,701,3231,1707,33,30,5,39,14,785,51,Matches
Anselmo Ramon,br BRA,FW,32.0,17.0,680,26,70,382,236,49,678,21,15,71.4,6,28.6,389,1475,594,13,16,1,59,26,511,108,Matches
Moisés Ribeiro,br BRA,MF,29.0,17.1,906,47,258,586,74,2,906,19,15,78.9,4,21.1,521,2158,817,8,11,0,29,7,558,4,Matches
João Paulo,br BRA,GK,19.0,19.6,543,465,541,2,0,0,543,0,0,,0,,247,1472,956,0,0,0,0,0,133,0,Matches
Denner,br BRA,MF,21.0,14.2,674,23,126,330,229,16,674,19,10,52.6,9,47.4,342,1774,801,18,10,3,18,9,450,49,Matches
