Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Danilo,br BRA,GK,29.0,33,33,2970,33.0,,,0,0.0,,10,10,13,12,36.4,4,2,1,1,33.3,Matches
Nivaldo,br BRA,GK,40.0,5,4,410,4.6,,,0,0.0,,1,1,2,2,50.0,1,1,0,0,0.0,Matches
Sílvio,br BRA,GK,26.0,1,1,40,0.4,,,0,0.0,,1,0,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,28.2,38,38,3420,38.0,0.0,0.0,0,0.0,,12,11,15,14,36.8,5,3,1,1,25.0,
Opponent Total,,,26.4,38,38,3420,38.0,,,0,,,15,11,12,17,44.7,4,4,0,0,0.0,
