Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Matheus Ribeiro,br BRA,DF,27.0,31.5,1730,1389,336,48,1,16,124,278,10,1,7,1,1303,5,39,Matches
Busanello,br BRA,DF,22.0,26.9,1418,1117,297,35,0,7,83,252,10,0,9,0,1069,4,51,Matches
Mike,br BRA,"FW,MF",27.0,22.5,681,665,14,2,1,3,47,4,0,0,0,0,521,2,22,Matches
Ignácio,br BRA,DF,24.0,23.5,757,712,44,42,0,0,2,1,1,1,0,0,617,1,9,Matches
Anderson Leite,br BRA,MF,27.0,21.8,986,941,43,30,2,8,15,8,0,0,0,0,806,2,17,Matches
Anselmo Ramon,br BRA,FW,32.0,17.0,499,450,47,7,5,9,15,3,0,0,0,0,342,2,20,Matches
Moisés Ribeiro,br BRA,MF,29.0,17.1,760,724,35,32,1,16,4,3,0,0,0,0,627,1,8,Matches
João Paulo,br BRA,GK,19.0,19.6,495,266,226,55,0,0,0,0,0,0,0,0,300,3,1,Matches
Denner,br BRA,MF,21.0,14.2,575,520,53,12,2,5,50,6,35,9,14,0,447,2,14,Matches
Keiller,br BRA,GK,24.0,16.0,463,236,225,55,0,1,0,0,0,0,0,0,251,2,0,Matches
Lima,br BRA,MF,21.0,16.6,656,591,60,18,1,4,60,15,26,2,22,0,477,5,24,Matches
Jordan,br BRA,DF,21.0,14.2,502,483,18,17,0,7,0,1,0,0,0,0,421,1,7,Matches
Derlan,br BRA,DF,24.0,13.4,500,450,47,16,0,3,7,30,1,0,1,0,398,3,6,Matches
Bruno Costa,br BRA,"FW,MF",20.0,12.1,175,166,8,1,2,6,37,0,0,0,0,0,95,1,11,Matches
Joílson,br BRA,DF,29.0,11.4,295,283,12,11,0,2,1,1,0,0,0,0,235,0,2,Matches
Fernandinho,br BRA,"FW,MF",23.0,11.6,255,254,1,1,0,3,16,0,0,0,0,0,182,0,13,Matches
Felipe Santana,br BRA,DF,34.0,10.0,318,305,12,11,0,2,0,1,0,0,0,0,265,1,1,Matches
Alan Santos,br BRA,MF,29.0,8.4,342,331,10,10,0,8,2,0,0,0,0,0,294,1,5,Matches
Ronei,br BRA,"MF,DF",22.0,8.0,237,218,19,10,1,5,24,6,3,0,3,0,172,0,10,Matches
Kadu,br BRA,DF,34.0,7.6,316,310,6,6,0,0,0,0,0,0,0,0,262,0,4,Matches
Pedro Perotti,br BRA,"FW,MF",23.0,11.0,241,218,21,1,0,2,3,0,0,0,0,0,168,2,12,Matches
Ravanelli,br BRA,MF,23.0,9.5,400,301,97,44,0,6,83,4,48,21,21,0,258,2,14,Matches
Geuvânio,br BRA,"FW,MF",28.0,8.0,268,245,22,8,1,0,31,2,11,3,8,0,192,1,14,Matches
Mancha,br BRA,"DF,MF",19.0,6.3,214,168,45,4,0,3,11,40,1,1,0,0,162,1,2,Matches
