Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Jandrei,br BRA,GK,24.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.16,34.0,50.0,-16.0,-0.42,,Matches
Douglas,br BRA,DF,27.0,31,2779.0,90.0,81.3,30.9,31,90.0,30.0,0,,3,1.16,26.0,39.0,-13.0,-0.42,0.0,Matches
Bruno Pacheco,br BRA,DF,26.0,30,2678.0,89.0,78.3,29.8,30,89.0,28.0,0,,3,1.2,27.0,40.0,-13.0,-0.44,-0.07,Matches
Márcio Araújo,br BRA,"DF,MF",33.0,30,2412.0,80.0,70.5,26.8,30,80.0,20.0,0,,2,1.2,23.0,35.0,-12.0,-0.45,-0.09,Matches
Rafael Thyere,br BRA,DF,24.0,28,2520.0,90.0,73.7,28.0,28,90.0,28.0,0,,1,1.18,28.0,39.0,-11.0,-0.39,0.11,Matches
Héctor Canteros,ar ARG,MF,28.0,34,2407.0,71.0,70.4,26.7,26,83.0,12.0,8,32.0,2,1.09,24.0,38.0,-14.0,-0.52,-0.35,Matches
Leandro Pereira,br BRA,FW,26.0,34,2398.0,71.0,70.1,26.6,26,85.0,19.0,8,22.0,1,1.24,26.0,34.0,-8.0,-0.3,0.4,Matches
Eduardo,br BRA,DF,31.0,30,2383.0,79.0,69.7,26.5,26,90.0,25.0,4,12.0,7,1.23,22.0,33.0,-11.0,-0.42,0.02,Matches
Elicarlos,br BRA,MF,32.0,27,2015.0,75.0,58.9,22.4,23,85.0,19.0,4,17.0,3,1.3,21.0,25.0,-4.0,-0.18,0.59,Matches
