Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Jandrei,br BRA,GK,24.0,38.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Douglas,br BRA,DF,27.0,30.9,0,13,2,15.4,0.42,0.06,0.0,0.0,,0,0,Matches
Bruno Pacheco,br BRA,DF,26.0,29.8,0,9,1,11.1,0.3,0.03,0.0,0.0,,0,0,Matches
Márcio Araújo,br BRA,"DF,MF",33.0,26.8,0,9,1,11.1,0.34,0.04,0.0,0.0,,0,0,Matches
Rafael Thyere,br BRA,DF,24.0,28.0,1,12,4,33.3,0.43,0.14,0.08,0.25,,0,0,Matches
Héctor Canteros,ar ARG,MF,28.0,26.7,2,22,5,22.7,0.82,0.19,0.09,0.4,,0,0,Matches
Leandro Pereira,br BRA,FW,26.0,26.6,11,79,32,40.5,2.96,1.2,0.11,0.28,,2,2,Matches
Eduardo,br BRA,DF,31.0,26.5,0,11,2,18.2,0.42,0.08,0.0,0.0,,0,0,Matches
Elicarlos,br BRA,MF,32.0,22.4,2,23,7,30.4,1.03,0.31,0.09,0.29,,0,0,Matches
Wellington Paulista,br BRA,FW,33.0,21.6,5,56,11,19.6,2.59,0.51,0.07,0.36,,1,1,Matches
Amaral,br BRA,MF,31.0,21.6,0,14,3,21.4,0.65,0.14,0.0,0.0,,0,0,Matches
Diego Fabián Torres,ar ARG,MF,27.0,10.3,2,23,4,17.4,2.23,0.39,0.09,0.5,,0,0,Matches
Apodi,br BRA,"DF,MF",31.0,10.5,0,7,0,0.0,0.66,0.0,0.0,,,0,0,Matches
Agustín Doffo,ar ARG,MF,22.0,9.9,3,27,8,29.6,2.72,0.81,0.11,0.38,,0,0,Matches
Arthur,br BRA,"FW,MF",25.0,9.7,4,25,6,24.0,2.57,0.62,0.16,0.67,,0,0,Matches
Bruno Costa,br BRA,FW,17.0,14.9,1,27,5,18.5,1.81,0.34,0.04,0.2,,0,0,Matches
Nery Bareiro,py PAR,DF,29.0,8.0,0,2,1,50.0,0.25,0.12,0.0,0.0,,0,0,Matches
Fabrício Bruno,br BRA,DF,21.0,7.0,0,4,0,0.0,0.57,0.0,0.0,,,0,0,Matches
Osman Júnior,br BRA,"FW,MF",25.0,5.8,1,10,4,40.0,1.73,0.69,0.1,0.25,,0,0,Matches
Victor Andrade,br BRA,"FW,MF",22.0,4.0,0,12,4,33.3,2.98,0.99,0.0,0.0,,0,0,Matches
Barreto,br BRA,MF,22.0,4.8,0,2,0,0.0,0.41,0.0,0.0,,,0,0,Matches
Yann Rolim,br BRA,MF,22.0,4.8,0,10,2,20.0,2.08,0.42,0.0,0.0,,0,0,Matches
Luiz Antônio,br BRA,"DF,MF",26.0,3.2,0,8,0,0.0,2.47,0.0,0.0,,,0,0,Matches
Vinícius,br BRA,"FW,MF",24.0,3.7,0,11,2,18.2,2.98,0.54,0.0,0.0,,0,0,Matches
Guilherme,br BRA,"FW,MF",22.0,3.6,1,11,3,27.3,3.09,0.84,0.0,0.0,,1,1,Matches
Roberto Heuchayer,br BRA,"DF,MF",27.0,3.3,0,1,0,0.0,0.3,0.0,0.0,,,0,0,Matches
Alan Ruschel,br BRA,"DF,MF",28.0,3.0,0,1,0,0.0,0.34,0.0,0.0,,,0,0,Matches
Vinícius Freitas,br BRA,DF,24.0,2.4,0,1,0,0.0,0.41,0.0,0.0,,,0,0,Matches
Luiz Otávio,br BRA,DF,25.0,2.1,0,1,0,0.0,0.47,0.0,0.0,,,0,0,Matches
Nádson,br BRA,"FW,MF",28.0,2.2,0,1,0,0.0,0.46,0.0,0.0,,,0,0,Matches
Capixaba,br BRA,"FW,MF",21.0,1.2,0,1,1,100.0,0.83,0.83,0.0,0.0,,0,0,Matches
Marcos Vinicius,br BRA,DF,20.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,0,0,Matches
Natanael de Sousa Santos Júnior,br BRA,FW,32.0,0.6,0,1,0,0.0,1.55,0.0,0.0,,,0,0,Matches
Wesley Natã,br BRA,FW,22.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Marquinhos,br BRA,MF,18.0,1.1,0,1,0,0.0,0.87,0.0,0.0,,,0,0,Matches
Edgardo Orzusa,py PAR,MF,27.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Odair Souza,br BRA,MF,35.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,27.7,38.0,33,436,108,24.8,11.47,2.84,0.07,0.27,,4,4,
Opponent Total,,,26.9,38.0,50,501,163,32.5,13.18,4.29,0.09,0.29,,3,4,
