Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Cléber Santana,br BRA,MF,34.0,36,35,3058.0,34.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Thiego,br BRA,DF,29.0,33,33,2958.0,32.9,5.0,1.0,6.0,5.0,0.0,0.0,8.0,2.0,0.15,0.03,0.18,0.15,0.18,Matches
Danilo,br BRA,GK,30.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dener Assunção Braz,br BRA,DF,24.0,29,29,2494.0,27.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Gimenez,br BRA,DF,20.0,31,29,2475.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Josimar,br BRA,MF,29.0,27,26,2213.0,24.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Gil,br BRA,MF,28.0,26,22,1857.0,20.6,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Bruno Rangel,br BRA,FW,34.0,31,19,1883.0,20.9,10.0,0.0,10.0,3.0,7.0,7.0,3.0,0.0,0.48,0.0,0.48,0.14,0.14,Matches
Kempes,br BRA,FW,33.0,26,19,1599.0,17.8,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,0.51,0.11,0.62,0.51,0.62,Matches
Lucas Gomes,br BRA,FW,25.0,26,16,1589.0,17.7,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches
Filipe Machado,br BRA,DF,31.0,16,16,1440.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Sérgio Manoel,br BRA,MF,26.0,18,13,1231.0,13.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Matheus Biteco,br BRA,MF,20.0,16,13,1224.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiaguinho,br BRA,MF,21.0,16,13,1091.0,12.1,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.33,0.25,0.58,0.33,0.58,Matches
Marcelo,br BRA,DF,24.0,13,13,1088.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Silvio Junior,br BRA,"FW,MF",25.0,14,12,1069.0,11.9,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.17,0.08,0.25,0.17,0.25,Matches
Ananias,br BRA,MF,27.0,17,12,1023.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Hyoran,br BRA,MF,22.0,20,11,1049.0,11.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches
Neto,br BRA,DF,30.0,8,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur Maia,br BRA,MF,23.0,21,7,672.0,7.5,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.27,0.54,0.8,0.27,0.8,Matches
Marcelo Boeck,br BRA,GK,31.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Lima,br BRA,DF,29.0,6,4,411.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cláudio Winck,br BRA,"DF,MF",21.0,5,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateus Caramelo,br BRA,DF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Ruschel,br BRA,"DF,MF",26.0,5,3,258.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches
Rafael Bastos,br BRA,"FW,MF",31.0,6,2,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Martinuccio,ar ARG,"FW,MF",28.0,8,2,227.0,2.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.4,0.79,1.19,0.4,1.19,Matches
Lourency,br BRA,"FW,MF",20.0,8,2,221.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,Matches
Demerson,br BRA,DF,29.0,3,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Moisés Ribeiro,br BRA,MF,24.0,4,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Mineiro,br BRA,MF,19.0,2,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ailton Canela,br BRA,FW,21.0,4,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrei Alba,br BRA,MF,21.0,1,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Odair Souza,br BRA,MF,33.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Andrade,br BRA,MF,27.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Brondani,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Follmann,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches
Wesley Natã,br BRA,FW,20.0,0,0,,,,,,,,,,,,,,,,Matches
Nivaldo,br BRA,GK,41.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.8,37,407,3330.0,37.0,47.0,30.0,77.0,40.0,7.0,7.0,80.0,2.0,1.27,0.81,2.08,1.08,1.89,
Opponent Total,,,26.8,37,407,3330.0,37.0,53.0,39.0,92.0,44.0,9.0,11.0,84.0,4.0,1.43,1.05,2.49,1.19,2.24,
