Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
13,Figueirense,38,13,8,17,37,47,-10,47,1.24,8378,Everaldo Stum - 6,Tiago Volpi,
14,Coritiba,38,12,11,15,42,45,-3,47,1.24,11865,Diederrick Joel - 8,Vanderlei,
15,Chapecoense,38,11,10,17,39,44,-5,43,1.13,9994,Leandro Pereira - 10,Danilo,
16,Palmeiras,38,11,7,20,34,59,-25,40,1.05,19755,Henrique Dourado - 13,Fábio Szymonek,
17,Vitória,38,10,8,20,37,54,-17,38,1.0,10267,Dinei - 9,Wilson,Relegated
