Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Jandrei,br BRA,GK,23.0,38.0,1,0,0,1,16,0,0,3,2,0,0,0,Matches
Apodi,br BRA,"DF,MF",30.0,34.6,10,0,0,63,68,2,101,67,52,1,0,0,Matches
Reinaldo,br BRA,"DF,MF",27.0,33.7,9,0,0,58,28,3,192,44,47,0,0,0,Matches
Arthur,br BRA,"FW,MF",24.0,31.9,6,0,0,56,65,11,58,30,23,1,0,0,Matches
Wellington Paulista,br BRA,FW,32.0,28.3,6,0,0,53,44,13,41,13,11,0,0,0,Matches
Luiz Antônio,br BRA,"DF,MF",25.0,23.0,4,0,0,22,19,2,63,21,17,0,0,0,Matches
Fabrício Bruno,br BRA,DF,20.0,24.1,7,0,0,25,19,0,2,44,26,0,0,0,Matches
Douglas Grolli,br BRA,DF,27.0,19.4,9,0,0,39,9,3,2,39,20,0,2,0,Matches
Moisés Ribeiro,br BRA,MF,25.0,18.4,7,0,0,63,41,0,3,22,51,0,0,0,Matches
Andrei Girotto,br BRA,"DF,MF",24.0,16.9,7,0,0,50,17,1,9,51,30,0,0,0,Matches
Luis Manuel Seijas,ve VEN,MF,30.0,13.2,0,0,0,28,23,1,77,12,11,1,0,0,Matches
Lucas Mineiro,br BRA,MF,20.0,12.9,5,0,0,40,15,0,10,10,23,0,0,0,Matches
Lucas Marques,br BRA,MF,21.0,12.5,3,0,0,22,9,0,18,27,21,0,0,0,Matches
Victor Ramos Ferreira,br BRA,DF,27.0,12.0,2,0,0,20,4,1,0,33,15,0,0,0,Matches
Héctor Canteros,ar ARG,MF,27.0,11.0,3,0,0,29,5,0,26,8,20,0,0,0,Matches
Douglas,br BRA,DF,26.0,10.6,3,0,0,12,4,0,1,17,7,0,2,0,Matches
Luiz Otávio,br BRA,DF,24.0,10.0,4,1,1,14,0,0,0,28,12,0,0,0,Matches
Rossi,br BRA,"FW,MF",23.0,9.5,5,1,1,15,18,5,82,9,16,0,0,0,Matches
Túlio de Melo,br BRA,FW,32.0,11.8,2,0,0,33,11,2,3,4,4,0,0,0,Matches
Amaral,br BRA,MF,30.0,8.6,3,0,0,16,3,0,0,19,9,0,0,0,Matches
João Pedro,br BRA,DF,20.0,5.4,1,0,0,7,4,0,7,2,4,0,0,0,Matches
Diego Renan,br BRA,"DF,MF",27.0,4.5,1,0,0,4,9,0,26,13,4,0,0,0,Matches
Elicarlos,br BRA,MF,31.0,4.0,1,0,0,5,6,0,0,8,3,0,0,0,Matches
Alan Ruschel,br BRA,"DF,MF",27.0,2.9,2,0,0,5,13,0,12,2,0,0,0,0,Matches
Cristian Penilla,ec ECU,"FW,MF",25.0,4.1,0,0,0,11,6,0,12,3,1,0,1,0,Matches
Roberto Heuchayer,br BRA,"DF,MF",26.0,2.1,1,0,0,3,3,0,2,9,4,0,0,0,Matches
Moisés Wolschick,br BRA,MF,22.0,1.3,0,0,0,1,1,0,0,1,1,0,0,0,Matches
Lourency,br BRA,"FW,MF",21.0,2.9,2,0,0,7,8,0,14,0,2,0,0,0,Matches
Júlio César,br BRA,"FW,MF",22.0,2.3,0,0,0,4,5,0,8,0,10,0,0,0,Matches
Osman Júnior,br BRA,"FW,MF",24.0,1.4,2,0,0,5,1,0,4,3,0,0,0,0,Matches
Pedro Perotti,br BRA,FW,19.0,1.2,0,0,0,2,3,0,2,0,1,0,0,0,Matches
Odair Souza,br BRA,MF,34.0,1.7,0,0,0,6,5,0,1,4,5,0,0,0,Matches
Nádson,br BRA,"FW,MF",27.0,1.6,0,0,0,1,4,0,2,2,1,0,0,0,Matches
Dodô,br BRA,MF,22.0,0.7,0,0,0,2,1,0,1,0,0,0,0,0,Matches
Niltinho,br BRA,MF,23.0,0.6,0,0,0,4,3,0,1,0,1,0,0,0,Matches
Rodrigo Alves,br BRA,FW,21.0,0.4,0,0,0,1,1,0,3,0,0,0,0,0,Matches
Fernando Guerrero,ec ECU,"FW,MF",27.0,0.3,1,0,0,2,0,0,0,0,0,0,0,0,Matches
Nathan Cardoso,br BRA,DF,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.4,38.0,107,2,2,729,491,44,783,548,454,3,5,0,
Opponent Total,,,26.8,38.0,89,4,3,512,686,114,741,524,474,0,5,0,
