Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marcelo Lomba,br BRA,GK,28.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodinei,br BRA,DF,23.0,35,35,3147.0,35.0,0.0,4.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches
Fernando Bob,br BRA,MF,27.0,34,34,3026.0,33.6,3.0,2.0,5.0,0.0,3.0,3.0,11.0,0.0,0.09,0.06,0.15,0.0,0.06,Matches
Gilson,br BRA,DF,28.0,32,32,2873.0,31.9,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Felipe Azevedo,br BRA,"FW,MF",28.0,31,29,2203.0,24.5,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.16,0.12,0.29,0.16,0.29,Matches
Renato Chaves,br BRA,DF,24.0,29,28,2565.0,28.5,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Biro Biro,br BRA,FW,20.0,29,28,2451.0,27.2,7.0,5.0,12.0,7.0,0.0,0.0,9.0,1.0,0.26,0.18,0.44,0.26,0.44,Matches
Pablo,br BRA,DF,23.0,18,18,1620.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Josimar,br BRA,MF,28.0,19,18,1451.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Oliveira,br BRA,FW,24.0,30,17,1687.0,18.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,0.16,0.05,0.21,0.16,0.21,Matches
Elton,br BRA,MF,24.0,20,17,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
Humberlito Borges,br BRA,FW,34.0,28,17,1400.0,15.6,5.0,1.0,6.0,5.0,0.0,1.0,3.0,0.0,0.32,0.06,0.39,0.32,0.39,Matches
Ferron,br BRA,DF,29.0,15,15,1350.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Renato Cajá,br BRA,MF,30.0,12,12,983.0,10.9,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.46,0.18,0.64,0.46,0.64,Matches
Cristian,br BRA,MF,35.0,13,12,898.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Juninho,br BRA,MF,27.0,21,11,1157.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Alves,br BRA,DF,30.0,12,11,868.0,9.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.21,0.0,0.21,0.21,0.21,Matches
Bady,br BRA,MF,25.0,11,8,558.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Cesinha,br BRA,"FW,MF",25.0,17,6,686.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Alexandro,br BRA,FW,28.0,12,6,676.0,7.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches
Clayson,br BRA,"FW,MF",19.0,12,5,505.0,5.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches
Fábio Ferreira,br BRA,DF,30.0,5,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Silva,br BRA,MF,24.0,5,3,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches
Jeferson,br BRA,"DF,FW",18.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitor Xavier,br BRA,MF,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rildo,br BRA,"FW,MF",25.0,2,2,143.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.63,0.0,0.63,0.63,0.63,Matches
