Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Aranha,br BRA,GK,35.0,19,19,1710.0,19.0,21,1.11,60,41,68.3,7.0,5.0,7.0,7,36.8,2,2,0,0,0.0,Matches
João Carlos,br BRA,GK,27.0,17,17,1530.0,17.0,28,1.65,70,44,62.9,7.0,3.0,7.0,3,17.6,2,2,0,0,0.0,Matches
Matheus Inacio,br BRA,GK,23.0,2,2,180.0,2.0,3,1.5,3,1,33.3,1.0,0.0,1.0,1,50.0,1,1,0,0,0.0,Matches
Ivan,br BRA,GK,18.0,1,0,,0.0,0,,0,0,,,,,1,,0,0,0,0,,Matches
Squad Total,,,26.7,38,38,3420.0,38.0,52,1.37,133,86,64.7,15.0,8.0,15.0,11,28.9,5,5,0,0,0.0,
Opponent Total,,,26.5,38,38,3420.0,38.0,48,1.26,149,105,69.8,15.0,8.0,15.0,10,26.3,5,3,1,1,25.0,
