Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-04-05,19:15,Sudamericana,First stage,Wed,Home,D,0,0,ar Gimnasia–LP,,6432.0,Fernando Bob,4-4-2,4-4-2,Gustavo Murillo,Match Report,Leg 1 of 2
2017-05-09,21:45,Sudamericana,First stage,Tue,Away,D,1,1,ar Gimnasia–LP,,,Fernando Bob,4-2-3-1,4-4-2,Esteban Ostojich,Match Report,Leg 2 of 2; Ponte Preta won
2017-05-14,16:00,Série A,Matchweek 1,Sun,Home,W,4,0,Sport Recife,51.0,3104.0,Aranha,4-2-3-1,4-2-3-1,Marcos Mateus Pereira,Match Report,
2017-05-21,18:00,Série A,Matchweek 2,Sun,Away,L,0,2,Botafogo (RJ),60.0,9160.0,Fernando Bob,4-4-2,4-4-1-1,Rafael Traci,Match Report,
2017-05-28,11:00,Série A,Matchweek 3,Sun,Away,D,2,2,Atlético Mineiro,33.0,19553.0,Aranha,5-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Home,W,1,0,São Paulo,45.0,6246.0,Wendel Geraldo,4-2-3-1,3-4-3,Rodolpho Toski Marques,Match Report,
2017-06-08,19:30,Série A,Matchweek 5,Thu,Away,L,0,3,Atl Goianiense,63.0,2862.0,Wendel Geraldo,4-3-1-2,4-1-4-1,Pericles Bassols Pegado Cortez,Match Report,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Home,W,3,2,Chapecoense,35.0,4105.0,Wendel Geraldo,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2017-06-14,21:00,Série A,Matchweek 7,Wed,Away,L,0,2,Flamengo,44.0,13981.0,Kadu,4-1-3-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-06-17,21:00,Série A,Matchweek 8,Sat,Away,D,0,0,Santos,42.0,19984.0,Fernando Bob,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2017-06-22,19:30,Série A,Matchweek 9,Thu,Home,W,1,0,Cruzeiro,51.0,4707.0,Fernando Bob,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,L,1,2,Palmeiras,55.0,6051.0,Fernando Bob,4-2-3-1,4-1-4-1,Wagner Reway,Match Report,
2017-06-29,19:15,Sudamericana,Second stage,Thu,Home,W,1,0,py Sol de América,71.0,,Fernando Bob,4-2-3-1,4-4-2,José Argote,Match Report,Leg 1 of 2
2017-07-02,19:00,Série A,Matchweek 11,Sun,Away,D,0,0,Avaí,56.0,5697.0,Fernando Bob,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-07-08,19:00,Série A,Matchweek 12,Sat,Away,L,0,2,Corinthians,51.0,32877.0,Fernando Bob,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-07-12,19:30,Série A,Matchweek 13,Wed,Home,L,0,3,Bahia,66.0,4181.0,Fernando Bob,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,L,1,3,Grêmio,39.0,19292.0,Fernando Bob,5-3-2,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2017-07-19,21:00,Série A,Matchweek 15,Wed,Home,W,4,0,Coritiba,46.0,3832.0,Fernando Bob,4-2-3-1,4-1-4-1,Rodrigo Batista Raposo,Match Report,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,W,2,0,Ath Paranaense,29.0,13661.0,Rodrigo,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2017-07-26,18:15,Sudamericana,Second stage,Wed,Away,W,3,1,py Sol de América,48.0,,Emerson Sheik,4-2-3-1,4-2-3-1,Wilson Lamouroux,Match Report,Leg 2 of 2; Ponte Preta won
2017-08-02,21:00,Série A,Matchweek 18,Wed,Away,L,1,3,Vitória,58.0,8433.0,Rodrigo,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2017-08-06,19:00,Série A,Matchweek 19,Sun,Home,D,0,0,Vasco da Gama,50.0,6310.0,Rodrigo,4-2-3-1,4-3-2-1,Sandro Ricci,Match Report,
2017-08-09,20:00,Série A,Matchweek 17,Wed,Home,D,0,0,Fluminense,46.0,5977.0,Aranha,4-1-3-2,4-1-4-1,Heber Roberto Lopes,Match Report,
2017-08-13,16:00,Série A,Matchweek 20,Sun,Away,D,0,0,Sport Recife,29.0,12967.0,Rodrigo,4-4-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,2,1,Botafogo (RJ),51.0,3208.0,Emerson Sheik,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,L,1,2,Atlético Mineiro,42.0,5779.0,Fernando Bob,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-09-09,19:00,Série A,Matchweek 23,Sat,Away,D,2,2,São Paulo,54.0,42724.0,Fernando Bob,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-09-13,19:15,Sudamericana,Round of 16,Wed,Away,L,1,3,br Sport Recife,53.0,,Fernando Bob,4-1-4-1,4-4-2,Gustavo Murillo,Match Report,Leg 1 of 2
2017-09-16,21:00,Série A,Matchweek 24,Sat,Home,L,1,3,Atl Goianiense,55.0,5264.0,Emerson Sheik,4-2-3-1,4-3-3,Braulio da Silva Machado,Match Report,
2017-09-20,19:15,Sudamericana,Round of 16,Wed,Home,W,1,0,br Sport Recife,39.0,,Marllon Borges,4-2-3-1,4-2-3-1,Roddy Zambrano,Match Report,Leg 2 of 2; Sport Recife won
