Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Aranha,br BRA,GK,36.0,37.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Lucca,br BRA,"FW,MF",26.0,36.4,13,96,42,43.8,2.63,1.15,0.1,0.24,,3,5,Matches
Marllon Borges,br BRA,DF,24.0,30.3,0,10,3,30.0,0.33,0.1,0.0,0.0,,0,0,Matches
Nino Paraíba,br BRA,DF,31.0,29.8,1,26,9,34.6,0.87,0.3,0.04,0.11,,0,0,Matches
Elton,br BRA,MF,26.0,25.2,1,20,4,20.0,0.79,0.16,0.05,0.25,,0,0,Matches
Jeferson,br BRA,"DF,FW",20.0,22.4,0,10,0,0.0,0.45,0.0,0.0,,,0,0,Matches
Danilo Barcelos,br BRA,"DF,MF",25.0,21.7,6,30,17,56.7,1.38,0.78,0.07,0.12,,4,4,Matches
Emerson Sheik,qa QAT,FW,38.0,21.7,4,37,12,32.4,1.7,0.55,0.11,0.33,,0,0,Matches
Naldo,br BRA,MF,26.0,20.4,2,16,4,25.0,0.78,0.2,0.13,0.5,,0,0,Matches
Rodrigo,br BRA,DF,36.0,19.3,0,26,8,30.8,1.34,0.41,0.0,0.0,,0,0,Matches
Fernando Bob,br BRA,MF,29.0,16.2,0,2,0,0.0,0.12,0.0,0.0,,,0,0,Matches
Léo Artur,br BRA,"FW,MF",21.0,14.7,1,19,4,21.1,1.29,0.27,0.05,0.25,,0,0,Matches
Luan Peres Petroni,br BRA,DF,22.0,13.8,0,3,1,33.3,0.22,0.07,0.0,0.0,,0,0,Matches
Wendel Geraldo,br BRA,MF,34.0,11.0,0,14,0,0.0,1.28,0.0,0.0,,,0,0,Matches
Jadson,br BRA,MF,23.0,10.2,0,10,1,10.0,0.98,0.1,0.0,0.0,,0,0,Matches
João Lucas Cardoso,br BRA,DF,25.0,9.5,0,4,1,25.0,0.42,0.11,0.0,0.0,,0,0,Matches
Renato Cajá,br BRA,MF,32.0,10.2,1,19,3,15.8,1.86,0.29,0.05,0.33,,0,0,Matches
Léo Gamalho,br BRA,FW,31.0,9.4,4,28,10,35.7,2.99,1.07,0.14,0.4,,0,0,Matches
Claudinho,br BRA,"FW,MF",20.0,6.9,0,16,2,12.5,2.32,0.29,0.0,0.0,,0,0,Matches
Yago,br BRA,DF,24.0,7.9,0,5,1,20.0,0.63,0.13,0.0,0.0,,0,0,Matches
Kadu,br BRA,"DF,MF",30.0,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,,0,0,Matches
Jean Patrick,br BRA,MF,24.0,4.9,1,2,1,50.0,0.41,0.2,0.5,1.0,,0,0,Matches
Maranhão,br BRA,"FW,MF",26.0,4.8,0,6,1,16.7,1.26,0.21,0.0,0.0,,0,0,Matches
Lins Lima de Brito,br BRA,"FW,MF",29.0,5.0,0,10,2,20.0,2.01,0.4,0.0,0.0,,0,0,Matches
Felipe Saraiva,br BRA,MF,18.0,6.2,0,13,9,69.2,2.08,1.44,0.0,0.0,,0,0,Matches
Fernandinho,br BRA,DF,31.0,3.1,0,1,0,0.0,0.32,0.0,0.0,,,0,0,Matches
Ravanelli,br BRA,MF,19.0,2.2,0,3,0,0.0,1.34,0.0,0.0,,,0,0,Matches
Emerson,br BRA,"DF,MF",18.0,1.5,0,1,0,0.0,0.67,0.0,0.0,,,0,0,Matches
Negueba,br BRA,"FW,MF",24.0,1.2,0,0,0,,0.0,0.0,,,,0,0,Matches
João Carlos,br BRA,GK,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Clayson,br BRA,"FW,MF",21.0,1.0,2,3,3,100.0,3.0,3.0,0.33,0.33,,1,1,Matches
Fábio Braga,br BRA,MF,24.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Jorge Mendoza,py PAR,MF,27.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Artur,br BRA,"DF,MF",22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Yuri Jonathan,br BRA,FW,18.0,1.3,0,6,4,66.7,4.62,3.08,0.0,0.0,,0,0,Matches
Xuxa,br BRA,MF,35.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,,0,0,Matches
Lucas Formiga,br BRA,FW,21.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Luis Alí,bo BOL,FW,22.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
John Kleber,br BRA,FW,17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,28.3,38.0,36,439,143,32.6,11.55,3.76,0.06,0.2,,8,10,
Opponent Total,,,26.6,38.0,52,478,184,38.5,12.58,4.84,0.1,0.26,,4,5,
