Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcelo Lomba,br BRA,GK,28.0,37,37,3330,37.0,,,0,0.0,,13,12,12,12,32.4,4,2,1,1,33.3,Matches
João Carlos,br BRA,GK,26.0,1,1,90,1.0,,,0,0.0,,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.5,38,38,3420,38.0,0.0,0.0,0,0.0,,13,12,13,12,31.6,4,2,1,1,33.3,
Opponent Total,,,26.4,38,38,3418,38.0,,,0,,,13,12,13,15,39.5,4,3,0,1,0.0,
