Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-15,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Figueirense,47,5458,,4-2-3-1,4-1-4-1,Emerson De Almeida Ferreira,Match Report,
2016-05-21,16:00,Série A,Matchweek 2,Sat,Home,W,2,1,Palmeiras,35,7061,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-05-26,11:00,Série A,Matchweek 3,Thu,Away,L,0,3,Corinthians,42,35573,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-05-29,11:00,Série A,Matchweek 4,Sun,Home,L,1,2,Flamengo,61,7106,,4-4-2,4-2-3-1,Anderson Daronco,Match Report,
2016-06-02,19:30,Série A,Matchweek 5,Thu,Away,W,2,1,América (MG),45,1466,,4-2-3-1,5-4-1,Leonardo Garcia Cavaleiro,Match Report,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Away,L,0,1,Grêmio,29,15125,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-06-11,16:00,Série A,Matchweek 7,Sat,Home,W,2,1,Chapecoense,60,3826,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Home,W,3,2,Ath Paranaense,53,3090,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-06-19,11:00,Série A,Matchweek 9,Sun,Away,L,0,3,Atlético Mineiro,47,16042,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-06-22,19:30,Série A,Matchweek 10,Wed,Home,L,0,4,Cruzeiro,64,4183,,4-2-3-1,4-3-2-1,Dewson Fernando Freitas da Silva,Match Report,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,D,1,1,Vitória,39,4814,,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2016-06-30,19:30,Série A,Matchweek 12,Thu,Away,W,3,0,Santa Cruz,43,8517,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Home,W,1,0,São Paulo,64,5551,,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,
2016-07-09,21:00,Série A,Matchweek 14,Sat,Home,W,2,1,Sport Recife,39,3086,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2016-07-16,18:30,Série A,Matchweek 15,Sat,Away,L,1,3,Santos,42,11979,,4-3-2-1,4-2-3-1,Marielson Alves Silva,Match Report,
2016-07-24,11:00,Série A,Matchweek 16,Sun,Home,D,2,2,Internacional,51,5940,,4-2-3-1,4-2-3-1,Leonardo Garcia Cavaleiro,Match Report,
2016-07-31,11:00,Série A,Matchweek 17,Sun,Away,L,0,3,Fluminense,47,9574,,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
