Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Aranha,br BRA,GK,36.0,37,37,3330,37.0,51,1.38,170,123,72.4,10,9,18,12,32.4,5,4,0,1,0.0,Matches
João Carlos,br BRA,GK,28.0,1,1,90,1.0,1,1.0,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,28.3,38,38,3420,38.0,52,1.37,174,126,72.4,10,9,19,12,31.6,5,4,0,1,0.0,
Opponent Total,,,26.6,38,38,3420,38.0,37,0.97,128,101,77.3,19,9,10,15,39.5,10,8,2,0,20.0,
