Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Reinaldo,br BRA,"DF,MF",26.0,32.0,2,42,12,28.6,1.31,0.37,0.05,0.17,,0,0,Matches
João Vitor,br BRA,MF,27.0,30.9,0,9,2,22.2,0.29,0.06,0.0,0.0,,0,0,Matches
Clayson,br BRA,"FW,MF",20.0,27.2,3,45,17,37.8,1.66,0.63,0.07,0.18,,0,0,Matches
Fábio Ferreira,br BRA,DF,31.0,28.7,3,10,3,30.0,0.35,0.1,0.3,1.0,,0,0,Matches
Nino Paraíba,br BRA,DF,30.0,24.2,0,18,9,50.0,0.74,0.37,0.0,0.0,,0,0,Matches
Douglas Grolli,br BRA,DF,26.0,21.5,1,10,1,10.0,0.47,0.05,0.1,1.0,,0,0,Matches
William Pottker,br BRA,"FW,MF",22.0,21.3,14,61,25,41.0,2.87,1.18,0.18,0.44,,3,3,Matches
Aranha,br BRA,GK,35.0,19.0,0,1,0,0.0,0.05,0.0,0.0,,,0,0,Matches
Roger,br BRA,FW,31.0,18.1,8,47,17,36.2,2.6,0.94,0.17,0.47,,0,0,Matches
Wendel Geraldo,br BRA,MF,33.0,15.1,4,20,8,40.0,1.33,0.53,0.2,0.5,,0,0,Matches
Rhayner,br BRA,"FW,MF",25.0,16.7,2,25,7,28.0,1.5,0.42,0.08,0.29,,0,0,Matches
João Carlos,br BRA,GK,27.0,17.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Maycon,br BRA,MF,18.0,13.9,1,28,7,25.0,2.01,0.5,0.04,0.14,,0,0,Matches
Jeferson,br BRA,"DF,FW",19.0,15.6,1,9,2,22.2,0.58,0.13,0.11,0.5,,0,0,Matches
Felipe Azevedo,br BRA,"FW,MF",29.0,13.1,5,27,11,40.7,2.07,0.84,0.19,0.45,,0,1,Matches
Matheus Jesus,br BRA,MF,18.0,14.2,0,14,6,42.9,0.99,0.42,0.0,0.0,,0,0,Matches
Antonio Carlos,br BRA,DF,22.0,13.5,1,10,2,20.0,0.74,0.15,0.1,0.5,,0,0,Matches
Kadu,br BRA,"DF,MF",29.0,11.2,0,5,3,60.0,0.45,0.27,0.0,0.0,,0,0,Matches
Renê Júnior,br BRA,MF,26.0,8.4,0,13,4,30.8,1.54,0.47,0.0,0.0,,0,0,Matches
Thiago Galhardo,br BRA,"FW,MF",26.0,11.4,0,18,6,33.3,1.57,0.52,0.0,0.0,,0,0,Matches
Wellington Paulista,br BRA,FW,31.0,10.1,2,20,4,20.0,1.99,0.4,0.1,0.5,,0,0,Matches
Ravanelli,br BRA,MF,18.0,7.7,1,14,4,28.6,1.82,0.52,0.07,0.25,,0,0,Matches
Breno Lopes,br BRA,DF,25.0,6.0,0,2,0,0.0,0.33,0.0,0.0,,,0,0,Matches
Cristian,br BRA,MF,36.0,5.7,0,6,1,16.7,1.06,0.18,0.0,0.0,,0,0,Matches
Abuda,br BRA,MF,27.0,3.2,0,2,2,100.0,0.62,0.62,0.0,0.0,,0,0,Matches
Matheus Inacio,br BRA,GK,23.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Elton,br BRA,MF,25.0,2.3,0,1,0,0.0,0.43,0.0,0.0,,,0,0,Matches
Zé Roberto,br BRA,FW,22.0,1.7,0,6,2,33.3,3.58,1.19,0.0,0.0,,0,0,Matches
Giva,br BRA,FW,23.0,1.3,0,4,2,50.0,3.13,1.57,0.0,0.0,,0,0,Matches
João Vittor Guima,br BRA,MF,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Felipe Menezes,br BRA,MF,28.0,0.8,0,1,0,0.0,1.2,0.0,0.0,,,0,0,Matches
Gilson,br BRA,DF,29.0,0.4,0,1,1,100.0,2.73,2.73,0.0,0.0,,0,0,Matches
Léo Cereja,br BRA,MF,18.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Tiago Alves,br BRA,DF,31.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Ivan,br BRA,GK,18.0,0.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.7,38.0,48,469,158,33.7,12.34,4.16,0.1,0.28,,3,4,
Opponent Total,,,26.5,38.0,50,382,138,36.1,10.05,3.63,0.12,0.33,,5,5,
