Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-10,11:00,Série A,Matchweek 1,Sun,Away,D,3,3,Grêmio,44.0,13164.0,,4-1-2-1-2◆,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-05-17,18:30,Série A,Matchweek 2,Sun,Home,W,1,0,São Paulo,41.0,100.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2015-05-24,18:30,Série A,Matchweek 3,Sun,Away,D,1,1,Cruzeiro,47.0,9639.0,,4-2-3-1,4-3-2-1,Anderson Daronco,Match Report,
2015-05-30,18:30,Série A,Matchweek 4,Sat,Home,W,3,1,Chapecoense,47.0,100.0,,4-2-3-1,4-3-3,Felipe Gomes da Silva,Match Report,
2015-06-03,19:30,Série A,Matchweek 5,Wed,Away,W,3,0,Vasco da Gama,49.0,2449.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-06-06,18:30,Série A,Matchweek 6,Sat,Away,D,2,2,Santos,48.0,6447.0,,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2015-06-14,11:00,Série A,Matchweek 7,Sun,Home,D,0,0,Goiás,55.0,9880.0,,4-2-3-1,4-3-1-2,Pablo Dos Santos Alves,Match Report,
2015-06-24,19:30,Série A,Matchweek 8,Wed,Away,L,0,2,Fluminense,53.0,7033.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Home,W,2,1,Ath Paranaense,52.0,4858.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2015-07-02,19:30,Série A,Matchweek 10,Thu,Away,L,0,2,Corinthians,53.0,26649.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-07-05,18:30,Série A,Matchweek 11,Sun,Home,L,0,2,Palmeiras,52.0,11874.0,,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2015-07-08,19:30,Série A,Matchweek 12,Wed,Away,D,0,0,Coritiba,48.0,9384.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
