Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Marcelo Lomba,br BRA,GK,28.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.38,41.0,39.0,2.0,0.05,1.05,Matches
Rodinei,br BRA,DF,23.0,35,3147.0,90.0,92.0,35.0,35,90.0,34.0,0,,0,1.37,40.0,38.0,2.0,0.06,0.39,Matches
Fernando Bob,br BRA,MF,27.0,34,3026.0,89.0,88.5,33.6,34,89.0,32.0,0,,0,1.44,39.0,35.0,4.0,0.12,0.8,Matches
Gilson,br BRA,DF,28.0,32,2873.0,90.0,84.0,31.9,32,90.0,31.0,0,,0,1.38,34.0,32.0,2.0,0.06,0.23,Matches
Felipe Azevedo,br BRA,"FW,MF",28.0,31,2203.0,71.0,64.4,24.5,29,75.0,11.0,2,18.0,0,1.61,27.0,25.0,2.0,0.08,0.16,Matches
Renato Chaves,br BRA,DF,24.0,29,2565.0,88.0,75.0,28.5,28,90.0,28.0,1,45.0,6,1.28,25.0,30.0,-5.0,-0.18,-0.81,Matches
Biro Biro,br BRA,FW,20.0,29,2451.0,85.0,71.7,27.2,28,87.0,20.0,1,15.0,0,1.48,34.0,24.0,10.0,0.37,1.2,Matches
Pablo,br BRA,DF,23.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,0,1.44,21.0,19.0,2.0,0.11,0.16,Matches
Josimar,br BRA,MF,28.0,19,1451.0,76.0,42.4,16.1,18,80.0,11.0,1,19.0,4,1.58,19.0,13.0,6.0,0.37,0.6,Matches
Diego Oliveira,br BRA,FW,24.0,30,1687.0,56.0,49.3,18.7,17,73.0,4.0,13,34.0,2,1.43,24.0,18.0,6.0,0.32,0.58,Matches
Elton,br BRA,MF,24.0,20,1539.0,77.0,45.0,17.1,17,86.0,13.0,3,26.0,4,1.45,17.0,16.0,1.0,0.06,0.06,Matches
