Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Éverson,br BRA,GK,30.0,37.0,30,3,0,7,2,30.8,0.24,2.8,0.07,153,344,44.5,1043,127,31.0,31.1,89,23.6,26.6,455,25,5.5,50,1.35,15.5,Matches
Rafael Pires,br BRA,GK,31.0,1.0,4,0,1,0,0,2.8,0.7,-1.2,-1.19,0,8,0.0,18,1,38.9,31.2,3,33.3,37.0,5,0,0.0,0,0.0,11.0,Matches
Squad Total,,,27.8,38.0,34,3,1,7,2,33.6,0.26,1.6,0.04,153,352,43.5,928,128,35.3,,225,10.7,17.3,460,25,5.4,50,1.32,,
Opponent Total,,,26.8,38.0,67,10,3,7,0,57.7,0.26,-9.3,-0.24,135,371,36.4,767,174,33.6,33.4,317,35.6,33.8,540,22,4.1,32,0.84,14.0,
