Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Victor Leandro Bagy,br BRA,GK,35.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.55,56.0,43.0,13.0,0.34,,Matches
Ricardo Oliveira,br BRA,FW,37.0,35,3004.0,86.0,87.8,33.4,35,86.0,26.0,0,,0,1.6,54.0,40.0,14.0,0.42,0.64,Matches
Fábio Santos,br BRA,DF,32.0,32,2816.0,88.0,82.3,31.3,32,88.0,30.0,0,,0,1.53,44.0,35.0,9.0,0.29,-0.31,Matches
Luan,br BRA,"FW,MF",27.0,36,2380.0,66.0,69.6,26.4,30,73.0,6.0,6,34.0,0,1.56,41.0,29.0,12.0,0.45,0.37,Matches
Juan Cazares,ec ECU,MF,25.0,31,2321.0,75.0,67.9,25.8,25,83.0,15.0,6,39.0,1,1.61,39.0,27.0,12.0,0.47,0.38,Matches
Elías,br BRA,MF,32.0,33,2332.0,71.0,68.2,25.9,24,87.0,14.0,9,26.0,0,1.48,37.0,29.0,8.0,0.31,-0.1,Matches
Leonardo Silva,br BRA,DF,38.0,24,2077.0,87.0,60.7,23.1,24,87.0,22.0,0,,5,1.75,34.0,21.0,13.0,0.56,0.56,Matches
Emerson,br BRA,"DF,MF",19.0,23,2029.0,88.0,59.3,22.5,23,88.0,22.0,0,,8,1.26,28.0,25.0,3.0,0.13,-0.51,Matches
Iago Maidana,br BRA,DF,21.0,22,1980.0,90.0,57.9,22.0,22,90.0,22.0,0,,12,1.64,28.0,17.0,11.0,0.5,0.38,Matches
Yimmi Chará,co COL,"FW,MF",26.0,22,1848.0,84.0,54.0,20.5,22,84.0,17.0,0,,0,1.18,26.0,24.0,2.0,0.1,-0.53,Matches
Adílson Warken,br BRA,MF,31.0,22,1824.0,83.0,53.3,20.3,22,83.0,16.0,0,,3,1.86,28.0,19.0,9.0,0.44,0.22,Matches
Gabriel,br BRA,DF,22.0,21,1744.0,83.0,51.0,19.4,19,88.0,18.0,2,34.0,16,1.43,29.0,29.0,0.0,0.0,-0.7,Matches
Patric Cabral Lalau,br BRA,"DF,MF",28.0,18,1526.0,85.0,44.6,17.0,16,90.0,16.0,2,43.0,19,2.0,30.0,20.0,10.0,0.59,0.45,Matches
José Welison,br BRA,MF,22.0,15,1090.0,73.0,31.9,12.1,12,87.0,11.0,3,17.0,1,1.53,20.0,15.0,5.0,0.41,0.1,Matches
Matheus Galdezani,br BRA,MF,25.0,23,1003.0,44.0,29.3,11.1,12,74.0,1.0,11,11.0,11,1.78,13.0,11.0,2.0,0.18,-0.23,Matches
Roger Guedes,br BRA,"FW,MF",21.0,12,992.0,83.0,29.0,11.0,11,90.0,11.0,1,1.0,0,1.92,23.0,16.0,7.0,0.64,0.41,Matches
Gustavo Blanco,br BRA,MF,23.0,11,899.0,82.0,26.3,10.0,11,82.0,2.0,0,,0,1.82,18.0,12.0,6.0,0.6,0.35,Matches
Gleison Bremer,br BRA,DF,20.0,11,855.0,78.0,25.0,9.5,9,90.0,8.0,2,25.0,1,2.0,18.0,13.0,5.0,0.53,0.25,Matches
Tomás Andrade,ar ARG,MF,21.0,17,662.0,39.0,19.4,7.4,8,67.0,2.0,9,14.0,19,1.65,14.0,8.0,6.0,0.82,0.59,Matches
Rómulo Otero,ve VEN,"FW,MF",25.0,7,378.0,54.0,11.1,4.2,5,67.0,1.0,2,22.0,0,1.86,5.0,3.0,2.0,0.48,0.15,Matches
Juninho,br BRA,DF,22.0,4,356.0,89.0,10.4,4.0,4,89.0,3.0,0,,21,1.0,6.0,8.0,-2.0,-0.51,-0.95,Matches
Nathan,br BRA,"FW,MF",21.0,7,251.0,36.0,7.3,2.8,4,56.0,0.0,3,9.0,13,1.57,1.0,2.0,-1.0,-0.36,-0.76,Matches
David Terans,uy URU,"FW,MF",23.0,19,528.0,28.0,15.4,5.9,3,83.0,1.0,16,17.0,7,1.32,9.0,9.0,0.0,0.0,-0.4,Matches
Hulk,br BRA,DF,18.0,4,250.0,63.0,7.3,2.8,3,75.0,1.0,1,25.0,21,1.5,5.0,2.0,3.0,1.08,0.8,Matches
Alerrandro,br BRA,FW,18.0,8,202.0,25.0,5.9,2.2,2,75.0,0.0,6,9.0,15,1.63,3.0,1.0,2.0,0.89,0.58,Matches
Denílson,br BRA,FW,22.0,8,241.0,30.0,7.0,2.7,1,97.0,1.0,7,21.0,15,0.5,0.0,3.0,-3.0,-1.12,-1.57,Matches
Edinho,br BRA,MF,23.0,6,87.0,15.0,2.5,1.0,1,38.0,0.0,5,10.0,10,0.83,0.0,0.0,0.0,0.0,-0.35,Matches
Lucas Cândido,br BRA,MF,24.0,7,137.0,20.0,4.0,1.5,0,,0.0,7,19.0,13,1.29,5.0,3.0,2.0,1.31,1.01,Matches
