Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-04-21,18:00,Libertadores,Group stage,Wed,Away,D,1,1,ve Dep La Guaira,2.5,0.9,71,,Réver,4-3-3,5-3-2,Facundo Tello,Match Report,
2021-04-27,19:15,Libertadores,Group stage,Tue,Home,W,2,1,co CD América,2.0,0.4,57,,Júnior Alonso,4-3-3,4-2-3-1,Daniel Fedorczuk,Match Report,
2021-05-04,19:15,Libertadores,Group stage,Tue,Home,W,4,0,py Cerro Porteño,3.3,0.2,42,,Júnior Alonso,4-3-3,4-4-1-1,Néstor Pitana,Match Report,
2021-05-13,19:00,Libertadores,Group stage,Thu,Away,W,3,1,co CD América,2.7,1.1,39,,Júnior Alonso,4-3-3,4-3-3,Andrés Cunha,Match Report,
2021-05-19,20:00,Libertadores,Group stage,Wed,Away,W,1,0,py Cerro Porteño,0.9,0.6,58,,Júnior Alonso,4-3-3,4-4-1-1,Esteban Ostojich,Match Report,
2021-05-25,21:30,Libertadores,Group stage,Tue,Home,W,4,0,ve Dep La Guaira,3.6,0.3,65,,Júnior Alonso,4-3-3,5-4-1,Nicolás Lamolina,Match Report,
2021-05-30,11:00,Série A,Matchweek 1,Sun,Home,L,1,2,Fortaleza,1.7,0.9,54,,Júnior Alonso,4-2-3-1,3-5-2,Caio Max Augusto Vieira,Match Report,
2021-06-06,20:30,Série A,Matchweek 2,Sun,Away,W,1,0,Sport Recife,0.8,0.5,52,,Réver,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2021-06-13,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,São Paulo,1.3,0.2,42,,Réver,4-2-3-1,3-5-2,Anderson Daronco,Match Report,
2021-06-16,19:00,Série A,Matchweek 4,Wed,Away,W,1,0,Internacional,1.0,1.1,42,,Réver,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2021-06-21,20:00,Série A,Matchweek 5,Mon,Home,D,1,1,Chapecoense,1.1,1.6,67,,Réver,4-3-3,4-4-2,Rodolpho Toski Marques,Match Report,
2021-06-24,19:00,Série A,Matchweek 6,Thu,Away,L,1,2,Ceará,1.1,1.4,66,,Keno,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2021-06-27,20:30,Série A,Matchweek 7,Sun,Away,L,0,2,Santos,0.7,1.3,51,,Réver,4-1-4-1,4-3-3,Bruno Arleu de Araujo,Match Report,
2021-07-01,19:00,Série A,Matchweek 8,Thu,Home,W,4,1,Atl Goianiense,2.2,0.8,47,,Réver,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2021-07-04,17:15,Série A,Matchweek 9,Sun,Away,W,1,0,Cuiabá,1.0,0.7,41,,Réver,4-2-3-1,4-4-2,Savio Pereira,Match Report,
2021-07-07,19:00,Série A,Matchweek 10,Wed,Home,W,2,1,Flamengo,1.8,1.2,50,,Réver,3-1-4-2,4-1-2-1-2,Paulo Roberto Alves Júnior,Match Report,
