Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Victor Leandro Bagy,br BRA,GK,31.0,32,2842.0,89.0,83.1,31.6,32,89.0,31.0,0,,0,1.69,44.0,32.0,12.0,0.38,0.22,Matches
Leonardo Silva,br BRA,DF,34.0,24,2160.0,90.0,63.2,24.0,24,90.0,24.0,0,,2,1.67,33.0,22.0,11.0,0.46,0.32,Matches
Diego Tardelli,br BRA,"FW,MF",28.0,24,2060.0,86.0,60.2,22.9,24,86.0,18.0,0,,1,1.54,29.0,23.0,6.0,0.26,-0.2,Matches
Leandro Donizete,br BRA,MF,31.0,22,1876.0,85.0,54.9,20.8,21,87.0,16.0,1,45.0,2,1.86,33.0,21.0,12.0,0.58,0.52,Matches
Alex Silva,br BRA,DF,19.0,22,1830.0,83.0,53.5,20.3,21,86.0,19.0,1,29.0,14,1.59,22.0,18.0,4.0,0.2,-0.31,Matches
Jesús Dátolo,ar ARG,MF,29.0,27,1934.0,72.0,56.5,21.5,20,84.0,14.0,7,36.0,3,1.74,39.0,21.0,18.0,0.84,1.14,Matches
Jemerson,br BRA,DF,21.0,22,1890.0,86.0,55.3,21.0,20,90.0,20.0,2,44.0,7,1.73,31.0,22.0,9.0,0.43,0.19,Matches
Marcos Rocha,br BRA,DF,25.0,20,1770.0,89.0,51.8,19.7,20,89.0,19.0,0,,3,1.8,30.0,20.0,10.0,0.51,0.34,Matches
Josué,br BRA,MF,34.0,23,1706.0,74.0,49.9,19.0,19,86.0,16.0,4,17.0,9,1.65,23.0,22.0,1.0,0.05,-0.58,Matches
Carlos,br BRA,"FW,MF",18.0,22,1538.0,70.0,45.0,17.1,17,82.0,9.0,5,30.0,4,2.0,27.0,14.0,13.0,0.76,0.76,Matches
Emerson,br BRA,DF,27.0,17,1501.0,88.0,43.9,16.7,17,88.0,16.0,0,,9,1.65,22.0,18.0,4.0,0.24,-0.18,Matches
Pierre,br BRA,MF,32.0,21,1479.0,70.0,43.2,16.4,16,86.0,12.0,5,20.0,6,1.67,22.0,19.0,3.0,0.18,-0.28,Matches
Edcarlos,br BRA,DF,28.0,17,1427.0,84.0,41.7,15.9,16,86.0,14.0,1,45.0,14,1.65,19.0,16.0,3.0,0.19,-0.26,Matches
Guilherme,br BRA,"FW,MF",25.0,21,1188.0,57.0,34.7,13.2,14,73.0,7.0,7,25.0,0,1.62,18.0,11.0,7.0,0.53,0.29,Matches
Jô,br BRA,FW,26.0,16,1125.0,70.0,32.9,12.5,14,76.0,7.0,2,30.0,0,1.19,12.0,15.0,-3.0,-0.24,-0.87,Matches
Maicosuel,br BRA,MF,27.0,15,945.0,63.0,27.6,10.5,13,65.0,2.0,2,50.0,1,1.53,11.0,13.0,-2.0,-0.19,-0.74,Matches
Luan,br BRA,"FW,MF",23.0,20,1130.0,57.0,33.0,12.6,11,76.0,4.0,9,33.0,1,1.55,18.0,10.0,8.0,0.64,0.44,Matches
Marion,br BRA,FW,22.0,21,1094.0,52.0,32.0,12.2,11,81.0,7.0,10,20.0,7,1.62,16.0,8.0,8.0,0.66,0.46,Matches
André,br BRA,FW,23.0,20,951.0,48.0,27.8,10.6,10,76.0,4.0,10,19.0,11,1.55,12.0,9.0,3.0,0.28,-0.08,Matches
Pedro Botelho,br BRA,"DF,MF",24.0,11,878.0,80.0,25.7,9.8,9,90.0,8.0,2,36.0,3,1.27,12.0,9.0,3.0,0.31,-0.05,Matches
Douglas Santos,br BRA,"DF,MF",19.0,13,863.0,66.0,25.2,9.6,9,87.0,8.0,4,19.0,6,2.0,16.0,12.0,4.0,0.42,0.1,Matches
Rafael Carioca,br BRA,MF,24.0,9,711.0,79.0,20.8,7.9,9,79.0,4.0,0,,1,1.67,11.0,7.0,4.0,0.51,0.21,Matches
Réver,br BRA,DF,29.0,7,494.0,71.0,14.4,5.5,7,71.0,4.0,0,,3,1.29,7.0,6.0,1.0,0.18,-0.19,Matches
Eduardo Henrique,br BRA,MF,18.0,12,569.0,47.0,16.6,6.3,6,76.0,4.0,6,19.0,13,2.0,7.0,6.0,1.0,0.16,-0.22,Matches
Claudinei,br BRA,MF,25.0,7,509.0,73.0,14.9,5.7,6,83.0,5.0,1,13.0,13,1.0,5.0,4.0,1.0,0.18,-0.19,Matches
Fernandinho,br BRA,"FW,MF",28.0,6,498.0,83.0,14.6,5.5,6,83.0,4.0,0,,0,1.67,6.0,7.0,-1.0,-0.18,-0.61,Matches
Nicolás Otamendi,ar ARG,DF,25.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,0,1.4,5.0,5.0,0.0,0.0,-0.39,Matches
Tiago Pagnussat,br BRA,DF,23.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,17,1.6,7.0,5.0,2.0,0.4,0.07,Matches
Giovanni Santos,br BRA,GK,26.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,20,1.4,6.0,5.0,1.0,0.2,-0.16,Matches
Dodô,br BRA,MF,19.0,8,466.0,58.0,13.6,5.2,4,90.0,3.0,4,27.0,10,1.75,9.0,3.0,6.0,1.16,0.95,Matches
Ronaldinho,br BRA,"FW,MF",33.0,2,155.0,78.0,4.5,1.7,2,78.0,1.0,0,,0,0.5,0.0,2.0,-2.0,-1.16,-1.57,Matches
Cesinha,br BRA,"FW,MF",24.0,6,145.0,24.0,4.2,1.6,1,58.0,0.0,5,17.0,0,1.83,3.0,1.0,2.0,1.24,0.94,Matches
