Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-11,19:15,Sudamericana,First stage,Wed,Away,L,0,1,ar San Lorenzo,58,,Victor Leandro Bagy,4-1-4-1,4-2-3-1,Leodán González,Match Report,Leg 1 of 2
2018-04-15,16:00,Série A,Matchweek 1,Sun,Away,L,1,2,Vasco da Gama,34,7197.0,Victor Leandro Bagy,4-1-4-1,4-1-4-1,André Luiz de Freitas Castro,Match Report,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Home,W,2,1,Vitória,60,10423.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,Corinthians,58,19825.0,Victor Leandro Bagy,4-1-4-1,4-2-4-0,Dewson Fernando Freitas da Silva,Match Report,
2018-05-05,19:00,Série A,Matchweek 4,Sat,Away,D,2,2,São Paulo,62,31976.0,Leonardo Silva,4-2-3-1,3-4-3,Rafael Traci,Match Report,
2018-05-08,21:45,Sudamericana,First stage,Tue,Home,D,0,0,ar San Lorenzo,67,,Victor Leandro Bagy,4-1-4-1,4-4-1-1,Julio Bascuñán,Match Report,Leg 2 of 2; San Lorenzo won
2018-05-13,16:00,Série A,Matchweek 5,Sun,Away,W,2,1,Ath Paranaense,38,7505.0,Victor Leandro Bagy,4-2-3-1,3-4-3,Luiz Flávio de Oliveira,Match Report,
2018-05-19,16:00,Série A,Matchweek 6,Sat,Home,W,1,0,Cruzeiro,68,15384.0,Victor Leandro Bagy,4-2-3-1,4-4-2,Raphael Claus,Match Report,
2018-05-26,21:00,Série A,Matchweek 7,Sat,Home,L,0,1,Flamengo,67,15797.0,Victor Leandro Bagy,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2018-05-30,19:30,Série A,Matchweek 8,Wed,Away,L,2,3,Sport Recife,60,15605.0,Victor Leandro Bagy,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2018-06-02,16:00,Série A,Matchweek 9,Sat,Home,D,3,3,Chapecoense,72,10298.0,Victor Leandro Bagy,4-1-4-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2018-06-07,21:00,Série A,Matchweek 10,Thu,Away,W,3,1,América (MG),53,7776.0,Leonardo Silva,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Home,W,5,2,Fluminense,50,14476.0,Leonardo Silva,4-2-3-1,3-4-3,Flavio Rodrigues De Souza,Match Report,
2018-06-13,21:45,Série A,Matchweek 12,Wed,Home,W,2,1,Ceará,68,22119.0,Victor Leandro Bagy,4-1-4-1,5-4-1,Vinicius Furlan,Match Report,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Away,L,0,2,Grêmio,40,20311.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-07-22,16:00,Série A,Matchweek 14,Sun,Away,L,2,3,Palmeiras,56,29246.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-07-25,21:00,Série A,Matchweek 15,Wed,Home,W,2,0,Paraná,58,18948.0,Leonardo Silva,4-3-3,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2018-07-30,20:00,Série A,Matchweek 16,Mon,Away,D,2,2,Bahia,43,15993.0,Victor Leandro Bagy,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,
