Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Victor Leandro Bagy,br BRA,GK,33.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fred,br BRA,FW,32.0,28,27,2176.0,24.2,12.0,5.0,17.0,12.0,0.0,0.0,4.0,1.0,0.5,0.21,0.7,0.5,0.7,Matches
Rafael Carioca,br BRA,MF,26.0,27,26,2302.0,25.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Robinho,br BRA,"FW,MF",32.0,30,26,2127.0,23.6,12.0,8.0,20.0,8.0,4.0,4.0,2.0,0.0,0.51,0.34,0.85,0.34,0.68,Matches
Leonardo Silva,br BRA,DF,36.0,24,24,2160.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Carlos César,br BRA,DF,28.0,24,22,1889.0,21.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
Júnior Urso,br BRA,MF,26.0,23,20,1794.0,19.9,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
Leandro Donizete,br BRA,MF,33.0,21,20,1776.0,19.7,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.1,0.1,0.2,0.1,0.2,Matches
Frickson Erazo,ec ECU,DF,27.0,20,19,1780.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fábio Santos,br BRA,DF,30.0,20,19,1720.0,19.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Clayton,br BRA,"FW,MF",20.0,28,19,1556.0,17.3,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.23,0.17,0.4,0.23,0.4,Matches
Gabriel,br BRA,DF,20.0,15,14,1280.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Marcos Rocha,br BRA,DF,27.0,15,14,1109.0,12.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.24,0.24,0.0,0.24,Matches
Juan Cazares,ec ECU,MF,23.0,17,13,1090.0,12.1,6.0,4.0,10.0,5.0,1.0,1.0,1.0,1.0,0.5,0.33,0.83,0.41,0.74,Matches
Lucas Cândido,br BRA,MF,22.0,14,12,1029.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maicosuel,br BRA,MF,29.0,14,11,891.0,9.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches
Lucas Pratto,ar ARG,FW,27.0,18,10,1103.0,12.3,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.41,0.08,0.49,0.41,0.49,Matches
Carlos,br BRA,"FW,MF",20.0,16,10,828.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Patric Cabral Lalau,br BRA,"DF,MF",26.0,18,9,968.0,10.8,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.19,0.37,0.56,0.19,0.56,Matches
Douglas Santos,br BRA,"DF,MF",21.0,10,9,855.0,9.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Rómulo Otero,ve VEN,"FW,MF",23.0,13,8,802.0,8.9,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.22,0.34,0.56,0.22,0.56,Matches
Edcarlos,br BRA,DF,30.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hyuri,br BRA,"FW,MF",24.0,13,5,470.0,5.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches
Tiago Pagnussat,br BRA,DF,25.0,5,5,450.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
Eduardo Henrique,br BRA,MF,20.0,6,5,426.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Carlos Eduardo,br BRA,"FW,MF",28.0,10,4,349.0,3.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches
Ronaldo Conceição,br BRA,DF,28.0,4,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Santos,br BRA,GK,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonan,br BRA,DF,20.0,3,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luan,br BRA,"FW,MF",25.0,8,2,295.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.61,0.31,0.61,Matches
Jesiel,br BRA,DF,21.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uilson,br BRA,GK,21.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Diogo,br BRA,"DF,FW",23.0,5,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jesús Dátolo,ar ARG,MF,31.0,6,0,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,Matches
Capixaba,br BRA,"FW,MF",19.0,3,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yago,br BRA,MF,20.0,6,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thalis Cantanhede,br BRA,MF,19.0,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Silva,br BRA,DF,21.0,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Figueiredo,br BRA,"FW,MF",19.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Clebinho,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Eron,br BRA,DF,24.0,0,0,,,,,,,,,,,,,,,,Matches
Filipinho,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Luiz Guilherme,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches
Lauro,br BRA,GK,35.0,0,0,,,,,,,,,,,,,,,,Matches
