Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Victor Leandro Bagy,br BRA,GK,35.0,38.0,3,0,0,0,8,0,0,3,0,0,0,1,Matches
Ricardo Oliveira,br BRA,FW,37.0,33.4,3,0,0,52,38,24,16,4,5,0,0,0,Matches
Fábio Santos,br BRA,DF,32.0,31.3,8,1,1,43,48,5,80,49,33,0,2,0,Matches
Luan,br BRA,"FW,MF",27.0,26.4,6,0,0,61,47,5,89,33,73,1,0,0,Matches
Juan Cazares,ec ECU,MF,25.0,25.8,2,0,0,29,18,0,181,13,14,0,0,0,Matches
Elías,br BRA,MF,32.0,25.9,10,0,0,38,34,6,18,22,35,0,0,0,Matches
Leonardo Silva,br BRA,DF,38.0,23.1,8,0,0,34,28,4,1,44,26,0,0,1,Matches
Emerson,br BRA,"DF,MF",19.0,22.5,7,0,0,51,48,0,81,54,39,0,0,0,Matches
Iago Maidana,br BRA,DF,21.0,22.0,6,0,0,24,22,0,0,39,19,0,1,1,Matches
Yimmi Chará,co COL,"FW,MF",26.0,20.5,1,0,0,19,48,4,27,14,14,1,0,0,Matches
Adílson Warken,br BRA,MF,31.0,20.3,8,0,0,35,32,0,5,47,26,0,1,0,Matches
Gabriel,br BRA,DF,22.0,19.4,1,0,0,17,21,0,1,33,19,1,1,1,Matches
Patric Cabral Lalau,br BRA,"DF,MF",28.0,17.0,4,0,0,40,10,5,52,37,21,0,0,0,Matches
José Welison,br BRA,MF,22.0,12.1,3,0,0,19,16,0,1,21,33,0,0,0,Matches
Matheus Galdezani,br BRA,MF,25.0,11.1,6,1,0,26,30,1,23,30,18,0,0,0,Matches
Roger Guedes,br BRA,"FW,MF",21.0,11.0,2,0,0,11,41,3,14,4,1,0,0,0,Matches
Gustavo Blanco,br BRA,MF,23.0,10.0,4,0,0,23,6,1,9,11,37,0,0,0,Matches
Gleison Bremer,br BRA,DF,20.0,9.5,2,0,0,13,4,0,0,24,13,0,1,0,Matches
Tomás Andrade,ar ARG,MF,21.0,7.4,1,0,0,6,7,0,42,8,11,0,0,0,Matches
Rómulo Otero,ve VEN,"FW,MF",25.0,4.2,0,0,0,4,13,2,45,2,4,0,0,0,Matches
Juninho,br BRA,DF,22.0,4.0,0,0,0,7,3,0,2,11,11,0,0,0,Matches
Nathan,br BRA,"FW,MF",21.0,2.8,0,0,0,2,0,0,13,6,3,0,0,0,Matches
David Terans,uy URU,"FW,MF",23.0,5.9,2,0,0,24,12,0,30,0,11,0,0,0,Matches
Hulk,br BRA,DF,18.0,2.8,1,0,0,6,0,0,9,5,7,0,0,0,Matches
Alerrandro,br BRA,FW,18.0,2.2,0,0,0,4,3,0,1,0,3,0,0,0,Matches
Denílson,br BRA,FW,22.0,2.7,2,0,0,2,3,3,0,1,3,0,0,0,Matches
Edinho,br BRA,MF,23.0,1.0,0,0,0,1,4,0,4,1,1,0,0,0,Matches
Lucas Cândido,br BRA,MF,24.0,1.5,0,1,0,3,5,0,3,3,7,0,0,0,Matches
Bruninho,br BRA,MF,17.0,1.2,1,0,0,2,3,0,4,0,1,0,0,0,Matches
Erik Lima,br BRA,"FW,MF",23.0,0.9,0,0,0,7,4,1,2,0,1,0,0,0,Matches
Yago,br BRA,MF,22.0,0.9,1,0,0,3,0,0,3,2,1,0,0,0,Matches
Leandrinho,br BRA,MF,19.0,0.7,0,0,0,0,3,0,6,0,0,0,0,0,Matches
Squad Total,,,28.3,38.0,92,3,1,606,559,64,762,521,490,3,6,4,
Opponent Total,,,26.8,38.0,97,8,4,592,574,74,705,537,449,7,5,1,
