Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Guilherme Arana,br BRA,"DF,MF",22.0,35.5,2109,2600,81.1,34270,9593,1116,1239,90.1,829,960,86.4,137,297,46.1,6,7.2,6.6,-1.2,73,232,44,13,319,Matches
Júnior Alonso,py PAR,DF,26.0,32.0,2514,2867,87.7,46807,16874,906,982,92.3,1357,1480,91.7,229,345,66.4,2,1.5,2.0,0.5,20,336,11,1,302,Matches
Guga,br BRA,DF,21.0,29.6,1974,2325,84.9,35318,11367,857,939,91.3,917,1011,90.7,186,323,57.6,1,1.3,2.6,-0.3,22,254,28,6,258,Matches
Keno,br BRA,"FW,MF",30.0,28.3,648,990,65.5,11477,2975,318,396,80.3,235,345,68.1,84,155,54.2,8,6.9,5.6,1.1,59,33,73,23,110,Matches
Éverson,br BRA,GK,29.0,28.0,857,1000,85.7,19676,14937,274,275,99.6,363,369,98.4,209,345,60.6,1,0.5,0.0,0.5,1,9,0,0,3,Matches
Jefferson Savarino,ve VEN,"FW,MF",23.0,26.7,668,911,73.3,11502,2989,342,390,87.7,244,328,74.4,72,142,50.7,6,7.4,5.8,-1.4,59,48,41,18,82,Matches
Allan,br BRA,MF,22.0,26.3,1770,2026,87.4,32389,7814,762,823,92.6,791,872,90.7,196,283,69.3,0,0.7,1.3,-0.7,19,234,19,0,207,Matches
Réver,br BRA,DF,35.0,24.1,2008,2218,90.5,39339,18115,634,664,95.5,1167,1236,94.4,199,296,67.2,1,0.5,1.2,0.5,11,171,1,0,125,Matches
Jair,br BRA,MF,25.0,23.0,1085,1218,89.1,18997,4855,468,517,90.5,515,557,92.5,85,98,86.7,2,2.1,2.4,-0.1,21,141,20,1,181,Matches
Eduardo Sasha,br BRA,FW,27.0,22.7,493,610,80.8,7410,1449,279,333,83.8,176,201,87.6,26,35,74.3,3,2.2,2.1,0.8,30,32,14,1,60,Matches
Hyoran,br BRA,MF,26.0,19.5,650,892,72.9,11947,3447,292,338,86.4,268,359,74.7,76,148,51.4,4,4.6,3.2,-0.6,52,81,23,6,112,Matches
Igor Rabello,br BRA,DF,24.0,19.5,1195,1371,87.2,22589,7841,376,422,89.1,729,790,92.3,85,136,62.5,1,0.9,1.2,0.1,3,87,4,0,91,Matches
Alan Franco,ec ECU,MF,21.0,17.4,588,695,84.6,8980,1826,318,350,90.9,232,267,86.9,24,45,53.3,0,2.1,1.1,-2.1,19,45,15,1,74,Matches
Nathan,br BRA,"MF,FW",23.0,13.5,355,428,82.9,5550,1520,190,216,88.0,125,148,84.5,28,38,73.7,2,2.8,1.7,-0.8,22,39,16,4,72,Matches
Eduardo Vargas,cl CHI,FW,30.0,11.2,208,263,79.1,3290,522,116,137,84.7,79,97,81.4,12,18,66.7,2,0.9,0.5,1.1,10,9,8,1,23,Matches
Rafael Pires,br BRA,GK,30.0,9.2,203,278,73.0,4619,3511,55,55,100.0,96,96,100.0,45,119,37.8,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Marrony,br BRA,"FW,MF",20.0,11.6,227,279,81.4,3212,414,143,155,92.3,63,83,75.9,12,20,60.0,1,0.9,0.5,0.1,14,13,6,4,17,Matches
Federico Zaracho,ar ARG,MF,21.0,5.7,129,164,78.7,1931,340,70,79,88.6,47,54,87.0,8,17,47.1,0,0.6,0.3,-0.6,6,10,1,0,15,Matches
Gabriel,br BRA,DF,24.0,5.6,448,481,93.1,8177,2759,163,168,97.0,256,268,95.5,28,38,73.7,0,0.0,0.2,0.0,0,34,1,0,26,Matches
Mariano,br BRA,DF,33.0,4.5,268,371,72.2,5032,1702,109,125,87.2,123,162,75.9,34,64,53.1,1,0.8,0.5,0.2,4,35,9,5,42,Matches
Calebe,br BRA,"MF,FW",19.0,4.3,160,184,87.0,2348,567,99,106,93.4,51,59,86.4,7,12,58.3,0,0.3,0.5,-0.3,6,18,5,0,19,Matches
Marquinhos,br BRA,"FW,MF",20.0,4.9,123,161,76.4,1653,398,71,84,84.5,42,54,77.8,3,8,37.5,1,1.2,0.5,-0.2,6,7,10,0,20,Matches
Wellington Daniel Bueno,br BRA,DF,24.0,3.9,236,272,86.8,4887,1685,71,79,89.9,131,141,92.9,33,49,67.3,0,0.1,0.1,-0.1,1,27,0,0,20,Matches
Talison,br BRA,"DF,MF",19.0,1.9,100,129,77.5,1817,621,38,41,92.7,54,63,85.7,8,24,33.3,0,0.0,0.0,0.0,0,9,0,0,10,Matches
Sávio,br BRA,"MF,FW",15.0,1.8,43,68,63.2,790,232,23,31,74.2,13,21,61.9,6,10,60.0,0,0.0,0.4,0.0,1,1,5,1,8,Matches
Dylan Borrero,co COL,MF,18.0,1.6,69,88,78.4,1453,271,23,29,79.3,30,34,88.2,14,19,73.7,0,0.0,0.1,0.0,0,4,1,1,8,Matches
Mailton dos Santos,br BRA,"MF,FW",21.0,1.2,25,44,56.8,431,143,11,13,84.6,9,20,45.0,4,8,50.0,0,0.0,0.3,0.0,1,3,6,2,6,Matches
Diego Tardelli,br BRA,FW,34.0,1.1,21,25,84.0,270,66,15,16,93.8,4,7,57.1,1,1,100.0,0,0.1,0.1,-0.1,2,2,1,1,3,Matches
Fábio Santos,br BRA,"DF,FW",34.0,0.8,65,73,89.0,1025,255,34,34,100.0,28,32,87.5,3,6,50.0,0,0.1,0.1,-0.1,2,12,3,1,6,Matches
Victor Leandro Bagy,br BRA,GK,37.0,0.8,17,28,60.7,415,309,6,7,85.7,5,5,100.0,5,15,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bruno Costa,br BRA,"FW,MF",19.0,0.5,3,4,75.0,71,4,0,1,0.0,3,3,100.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
Wesley da Silva,br BRA,"MF,DF",19.0,0.2,4,4,100.0,56,8,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Léo Sena,br BRA,"FW,MF",24.0,0.1,5,7,71.4,103,0,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Gustavo Henrique,br BRA,FW,20.0,0.0,1,2,50.0,18,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.8,38.0,19269,23076,83.5,347849,119409,8182,9047,90.4,8987,10128,88.7,1860,3115,59.7,42,45.5,40.8,-3.5,465,1930,365,90,2219,
Opponent Total,,,26.2,38.0,11238,14912,75.4,213688,85507,4736,5535,85.6,4693,5635,83.3,1528,2947,51.8,36,33.6,23.1,2.4,272,901,196,57,1032,
