Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
3,Internacional,19,15,0,4,37,16,21,45,2.37,19,6,6,7,16,25,-9,24,1.26
4,Corinthians,19,12,6,1,32,15,17,42,2.21,19,7,6,6,17,16,1,27,1.42
5,Atlético Mineiro,19,12,5,2,28,12,16,41,2.16,19,5,6,8,23,26,-3,21,1.11
6,Fluminense,19,11,6,2,40,19,21,39,2.05,19,6,4,9,21,23,-2,22,1.16
7,Grêmio,19,12,4,3,24,11,13,40,2.11,19,5,6,8,12,13,-1,21,1.11
