Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Éverson,br BRA,GK,29.0,28,28,2520,28.0,34,1.21,105,71,68.6,14,7,7,9,32.1,2,1,0,1,0.0,Matches
Rafael Pires,br BRA,GK,30.0,10,10,825,9.2,8,0.87,30,22,73.3,6,1,3,4,40.0,0,0,0,0,,Matches
Victor Leandro Bagy,br BRA,GK,37.0,1,0,72,0.8,3,3.75,4,1,50.0,0,0,0,0,,1,1,0,0,0.0,Matches
Squad Total,,,25.8,38,38,3417,38.0,45,1.19,139,94,69.1,20,8,10,14,36.8,3,2,0,1,0.0,
Opponent Total,,,26.2,38,38,3420,38.0,64,1.68,210,146,73.3,10,8,20,7,18.4,13,8,4,1,33.3,
