Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Victor Leandro Bagy,br BRA,GK,31.0,32,32,2842.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Silva,br BRA,DF,34.0,24,24,2160.0,24.0,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Diego Tardelli,br BRA,"FW,MF",28.0,24,24,2060.0,22.9,10.0,0.0,10.0,7.0,3.0,3.0,4.0,1.0,0.44,0.0,0.44,0.31,0.31,Matches
Leandro Donizete,br BRA,MF,31.0,22,21,1876.0,20.8,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Alex Silva,br BRA,DF,19.0,22,21,1830.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Jesús Dátolo,ar ARG,MF,29.0,27,20,1934.0,21.5,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,0.23,0.37,0.6,0.23,0.6,Matches
Jemerson,br BRA,DF,21.0,22,20,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Rocha,br BRA,DF,25.0,20,20,1770.0,19.7,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Josué,br BRA,MF,34.0,23,19,1706.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches
Carlos,br BRA,"FW,MF",18.0,22,17,1538.0,17.1,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches
Emerson,br BRA,DF,27.0,17,17,1501.0,16.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Pierre,br BRA,MF,32.0,21,16,1479.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edcarlos,br BRA,DF,28.0,17,16,1427.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme,br BRA,"FW,MF",25.0,21,14,1188.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.23,0.15,0.38,0.23,0.38,Matches
Jô,br BRA,FW,26.0,16,14,1125.0,12.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches
Maicosuel,br BRA,MF,27.0,15,13,945.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
