Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Luan,br BRA,"FW,MF",23.0,20,11,1130.0,12.6,5.0,2.0,7.0,5.0,0.0,0.0,7.0,0.0,0.4,0.16,0.56,0.4,0.56,Matches
Marion,br BRA,FW,22.0,21,11,1094.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches
André,br BRA,FW,23.0,20,10,951.0,10.6,3.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.28,0.0,0.28,0.19,0.19,Matches
Pedro Botelho,br BRA,"DF,MF",24.0,11,9,878.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches
Douglas Santos,br BRA,"DF,MF",19.0,13,9,863.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches
Rafael Carioca,br BRA,MF,24.0,9,9,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Réver,br BRA,DF,29.0,7,7,494.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Eduardo Henrique,br BRA,MF,18.0,12,6,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Claudinei,br BRA,MF,25.0,7,6,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernandinho,br BRA,"FW,MF",28.0,6,6,498.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Nicolás Otamendi,ar ARG,DF,25.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Pagnussat,br BRA,DF,23.0,5,5,450.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches
Giovanni Santos,br BRA,GK,26.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dodô,br BRA,MF,19.0,8,4,466.0,5.2,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,0.77,0.39,1.16,0.58,0.97,Matches
Ronaldinho,br BRA,"FW,MF",33.0,2,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cesinha,br BRA,"FW,MF",24.0,6,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uilson,br BRA,GK,19.0,2,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fillipe Soutto,br BRA,MF,22.0,3,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rosinei,br BRA,MF,30.0,4,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danielzinho,br BRA,MF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,MF,21.0,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Neto Berola,br BRA,"FW,MF",26.0,2,0,28.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,3.21,0.0,3.21,Matches
Donato,br BRA,DF,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodolfo Pereira de Castro,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,Matches
Gabriel,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Lee,br BRA,GK,25.0,0,0,,,,,,,,,,,,,,,,Matches
Leonan,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Michel,br BRA,DF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Marcos Vinicius,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.8,38,418,3420.0,38.0,47.0,32.0,79.0,42.0,5.0,5.0,83.0,2.0,1.24,0.84,2.08,1.11,1.95,
Opponent Total,,,26.0,38,418,3420.0,38.0,37.0,22.0,59.0,36.0,1.0,1.0,86.0,6.0,0.97,0.58,1.55,0.95,1.53,
