Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Éverson,br BRA,GK,31.0,37.0,6,0.16,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Allan,br BRA,MF,24.0,30.4,49,1.61,42,1,0,3,1,2,2,0.07,2,0,0,0,0,0,Matches
Júnior Alonso,py PAR,DF,28.0,28.9,31,1.07,30,0,0,0,0,1,3,0.1,3,0,0,0,0,0,Matches
Jair,br BRA,MF,27.0,23.0,53,2.3,42,1,0,3,5,2,6,0.26,5,0,0,0,0,1,Matches
Ignacio Fernández,ar ARG,MF,32.0,24.7,127,5.15,67,44,2,5,9,0,11,0.45,5,2,1,2,1,0,Matches
Hulk,br BRA,FW,35.0,23.2,101,4.35,52,9,16,5,16,3,8,0.34,5,0,2,1,0,0,Matches
Federico Zaracho,ar ARG,"MF,FW",23.0,20.9,66,3.15,56,0,2,6,1,1,6,0.29,5,0,0,1,0,0,Matches
Keno,br BRA,"FW,MF",32.0,20.6,95,4.61,57,12,15,7,4,0,9,0.44,3,0,2,4,0,0,Matches
Mariano,br BRA,DF,35.0,19.2,59,3.07,51,8,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches
Guilherme Arana,br BRA,DF,24.0,19.1,66,3.45,51,8,2,4,1,0,6,0.31,6,0,0,0,0,0,Matches
Guga,br BRA,DF,23.0,18.6,36,1.93,29,5,1,0,0,1,3,0.16,2,1,0,0,0,0,Matches
Nathan Silva,br BRA,DF,24.0,19.2,17,0.88,15,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
Eduardo Sasha,br BRA,"FW,MF",29.0,14.3,50,3.49,39,0,2,3,5,1,2,0.14,1,0,0,0,1,0,Matches
Ademir Santos,br BRA,"FW,MF",26.0,16.6,75,4.52,49,2,6,3,15,0,3,0.18,2,0,0,0,1,0,Matches
Eduardo Vargas,cl CHI,FW,32.0,12.7,39,3.08,35,0,1,1,2,0,3,0.24,3,0,0,0,0,0,Matches
Jemerson,br BRA,DF,29.0,11.1,7,0.63,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Rubens,br BRA,"DF,MF",20.0,13.7,37,2.71,24,1,5,2,1,4,2,0.15,1,0,0,1,0,0,Matches
Otávio,br BRA,MF,27.0,12.9,11,0.85,8,0,1,0,0,2,1,0.08,1,0,0,0,0,0,Matches
Dodô,br BRA,DF,29.0,10.1,23,2.29,20,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Réver,br BRA,DF,37.0,10.5,3,0.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Pavón,ar ARG,"FW,MF",26.0,7.7,34,4.42,21,2,8,1,2,0,1,0.13,0,0,0,0,1,0,Matches
Igor Rabello,br BRA,DF,26.0,6.7,8,1.2,7,0,0,0,0,1,3,0.45,3,0,0,0,0,0,Matches
Calebe,br BRA,"MF,FW",21.0,2.9,10,3.41,8,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Sávio,br BRA,"FW,MF",17.0,2.4,9,3.84,6,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Guilherme Carvalho,br BRA,"MF,DF",22.0,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedrinho,br BRA,"MF,FW",23.0,2.5,18,7.11,16,0,1,0,0,1,1,0.39,1,0,0,0,0,0,Matches
Fábio,br BRA,"FW,MF",24.0,1.5,3,1.96,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Godín,uy URU,DF,35.0,1.0,2,2.0,1,0,0,0,0,1,1,1.0,1,0,0,0,0,0,Matches
Rafael Pires,br BRA,GK,32.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jefferson Savarino,ve VEN,FW,25.0,1.0,4,4.0,2,0,2,0,0,0,1,1.0,0,0,1,0,0,0,Matches
Alan Kardec,br BRA,"FW,MF",33.0,2.9,3,1.06,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Yan Phillipe,br BRA,FW,17.0,0.2,1,4.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,38.0,1043,27.45,746,95,65,49,65,23,75,1.97,52,3,6,9,4,1,
Opponent Total,,,27.3,38.0,628,16.53,435,58,43,32,45,15,66,1.74,47,0,5,6,5,3,
