Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Renzo Saravia,ar ARG,DF,30.0,25.5,1647,1490,152,27,0,6,60,124,1,0,0,0,1378,5,32,Matches
Rodrigo Battaglia,ar ARG,"DF,MF",32.0,25.4,1562,1472,89,85,0,5,2,3,0,0,0,0,1384,1,11,Matches
Gustavo Scarpa,br BRA,"DF,MF",30.0,24.9,1516,1268,243,41,2,42,237,114,88,31,32,8,1146,5,35,Matches
Éverson,br BRA,GK,33.0,24.9,798,585,213,37,0,1,0,0,0,0,0,0,635,0,0,Matches
Bruno Fuchs,br BRA,DF,24.0,22.6,1499,1434,62,37,2,13,14,25,0,0,0,0,1325,3,5,Matches
Paulinho,br BRA,"FW,MF",23.0,22.1,858,832,23,2,1,2,17,9,7,0,0,0,740,3,20,Matches
Otávio,br BRA,MF,29.0,21.3,1180,1150,29,27,1,6,7,1,0,0,0,0,1056,1,9,Matches
Hulk,br BRA,"FW,MF",37.0,21.0,614,527,85,22,5,11,32,12,15,3,4,1,460,2,16,Matches
Fausto Vera,ar ARG,MF,23.0,18.4,886,869,13,9,0,8,12,2,1,0,0,0,764,4,11,Matches
Alan Franco,ec ECU,MF,25.0,18.1,713,692,17,8,2,2,10,5,4,0,1,0,611,4,11,Matches
Igor Gomes,br BRA,MF,24.0,14.7,688,645,41,17,3,5,43,5,19,9,7,0,544,2,14,Matches
Rubens,br BRA,"DF,FW",22.0,13.3,592,509,82,6,0,6,48,76,0,0,0,0,434,1,19,Matches
Guilherme Arana,br BRA,DF,26.0,14.5,1114,990,115,17,0,14,70,94,4,0,4,0,931,9,17,Matches
Matheus Mendes,br BRA,GK,24.0,12.1,331,238,93,14,0,2,0,0,0,0,0,0,276,0,0,Matches
Júnior Alonso,py PAR,DF,30.0,11.6,796,760,35,19,1,6,6,14,0,0,0,0,695,1,8,Matches
Cadu,br BRA,"FW,DF",19.0,11.2,258,241,15,1,0,0,9,3,0,0,0,0,204,2,8,Matches
Deyverson,br BRA,FW,32.0,11.1,219,197,20,0,1,0,2,0,0,0,0,0,133,2,9,Matches
Bernard,br BRA,"MF,FW",31.0,10.0,498,468,28,7,0,2,32,4,17,8,3,0,404,2,8,Matches
Federico Zaracho,ar ARG,MF,25.0,9.7,383,366,15,8,0,4,7,6,1,1,0,0,329,2,6,Matches
Igor Rabello,br BRA,DF,28.0,10.7,622,600,21,20,0,1,1,0,0,0,0,0,535,1,1,Matches
Lyanco,br BRA,DF,26.0,10.2,593,553,37,16,0,9,11,21,0,0,0,0,508,3,3,Matches
Eduardo Vargas,cl CHI,"MF,FW",34.0,9.5,245,235,10,1,0,4,4,3,0,0,0,0,205,0,9,Matches
Brahian Palacios,co COL,"DF,MF",21.0,8.9,322,298,23,3,0,0,32,15,5,2,1,0,258,1,7,Matches
Alisson,br BRA,"DF,FW",18.0,9.9,386,350,36,4,0,17,42,17,15,8,2,0,280,0,8,Matches
Mariano,br BRA,DF,37.0,7.1,471,396,73,13,1,3,14,60,0,0,0,0,370,2,5,Matches
Paulo Vitor,br BRA,MF,19.0,5.9,251,245,6,4,0,2,0,1,0,0,0,0,197,0,7,Matches
Rômulo,br BRA,DF,20.0,5.5,327,307,19,4,0,3,3,15,0,0,0,0,263,1,3,Matches
Mauricio Lemos,uy URU,DF,28.0,4.2,281,260,20,5,0,5,2,15,0,0,0,0,238,1,2,Matches
Alan Kardec,br BRA,FW,35.0,4.6,73,62,10,0,0,0,0,0,0,0,0,0,50,1,1,Matches
Jemerson,br BRA,DF,31.0,2.3,127,118,8,8,0,0,1,0,0,0,0,0,109,1,1,Matches
Pedrinho,br BRA,"MF,DF",25.0,2.3,142,139,3,0,1,2,4,1,2,0,0,0,121,0,2,Matches
Gabriel Delfim,br BRA,GK,21.0,1.0,30,19,11,2,0,0,0,0,0,0,0,0,25,0,0,Matches
Caio Maia,br BRA,FW,18.0,0.3,11,11,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
Robert Conceição,br BRA,"MF,DF",20.0,0.2,22,22,0,0,1,1,2,0,0,0,0,0,15,0,0,Matches
Isaac,br BRA,FW,19.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Vitinho,br BRA,MF,19.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.1,38.0,20059,18352,1647,464,21,182,725,645,179,62,54,9,16634,60,288,
Opponent Total,,,28.0,38.0,15004,13224,1745,521,45,88,640,663,179,75,80,2,11597,35,312,
