Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Guilherme Arana,br BRA,"DF,MF",22.0,35.5,4,74,25,33.8,2.09,0.7,0.05,0.16,20.9,1,0,0,4.4,4.4,0.06,-0.4,-0.4,Matches
Júnior Alonso,py PAR,DF,26.0,32.0,1,27,6,22.2,0.84,0.19,0.04,0.17,19.9,1,0,0,2.0,2.0,0.07,-1.0,-1.0,Matches
Guga,br BRA,DF,21.0,29.6,1,12,0,0.0,0.41,0.0,0.0,,28.7,1,1,1,1.2,0.4,0.03,-0.2,-0.4,Matches
Keno,br BRA,"FW,MF",30.0,28.3,10,94,34,36.2,3.32,1.2,0.06,0.18,20.2,0,4,6,13.0,8.3,0.09,-3.0,-2.3,Matches
Éverson,br BRA,GK,29.0,28.0,0,1,0,0.0,0.04,0.0,0.0,,28.0,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Jefferson Savarino,ve VEN,"FW,MF",23.0,26.7,7,67,18,26.9,2.51,0.67,0.1,0.39,19.3,4,0,0,7.1,7.0,0.11,-0.1,0.0,Matches
Allan,br BRA,MF,22.0,26.3,0,28,5,17.9,1.07,0.19,0.0,0.0,28.6,1,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
Réver,br BRA,DF,35.0,24.1,1,11,2,18.2,0.46,0.08,0.09,0.5,15.2,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches
Jair,br BRA,MF,25.0,23.0,4,22,6,27.3,0.96,0.26,0.18,0.67,15.4,0,0,0,2.9,2.9,0.13,1.1,1.1,Matches
Eduardo Sasha,br BRA,FW,27.0,22.7,9,46,24,52.2,2.02,1.06,0.2,0.38,14.5,0,0,1,8.6,7.9,0.17,0.4,1.1,Matches
Hyoran,br BRA,MF,26.0,19.5,8,62,14,22.6,3.18,0.72,0.1,0.43,23.1,13,2,3,7.0,4.7,0.08,1.0,1.3,Matches
Igor Rabello,br BRA,DF,24.0,19.5,1,12,5,41.7,0.62,0.26,0.08,0.2,11.5,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Alan Franco,ec ECU,MF,21.0,17.4,3,22,9,40.9,1.27,0.52,0.14,0.33,16.0,0,0,0,3.7,3.7,0.17,-0.7,-0.7,Matches
Nathan,br BRA,"MF,FW",23.0,13.5,3,32,12,37.5,2.37,0.89,0.09,0.25,18.7,0,0,0,3.3,3.3,0.1,-0.3,-0.3,Matches
Eduardo Vargas,cl CHI,FW,30.0,11.2,2,27,8,29.6,2.41,0.71,0.07,0.25,16.9,0,0,1,3.5,2.6,0.1,-1.5,-0.6,Matches
Rafael Pires,br BRA,GK,30.0,9.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marrony,br BRA,"FW,MF",20.0,11.6,5,40,17,42.5,3.45,1.47,0.1,0.24,14.9,0,1,1,6.0,5.3,0.13,-1.0,-1.3,Matches
Federico Zaracho,ar ARG,MF,21.0,5.7,1,4,2,50.0,0.7,0.35,0.25,0.5,16.7,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
Gabriel,br BRA,DF,24.0,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,9.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Mariano,br BRA,DF,33.0,4.5,0,1,0,0.0,0.22,0.0,0.0,,13.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Calebe,br BRA,"MF,FW",19.0,4.3,0,11,3,27.3,2.55,0.7,0.0,0.0,27.0,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Marquinhos,br BRA,"FW,MF",20.0,4.9,0,11,2,18.2,2.26,0.41,0.0,0.0,17.3,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Wellington Daniel Bueno,br BRA,DF,24.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,32.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Talison,br BRA,"DF,MF",19.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sávio,br BRA,"MF,FW",15.0,1.8,0,6,3,50.0,3.29,1.65,0.0,0.0,17.5,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Dylan Borrero,co COL,MF,18.0,1.6,0,1,0,0.0,0.64,0.0,0.0,,34.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mailton dos Santos,br BRA,"MF,FW",21.0,1.2,0,3,1,33.3,2.6,0.87,0.0,0.0,23.9,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Diego Tardelli,br BRA,FW,34.0,1.1,0,2,1,50.0,1.87,0.94,0.0,0.0,12.8,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
Fábio Santos,br BRA,"DF,FW",34.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Victor Leandro Bagy,br BRA,GK,37.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Costa,br BRA,"FW,MF",19.0,0.5,0,2,0,0.0,4.19,0.0,0.0,,8.5,0,0,0,0.6,0.6,0.29,-0.6,-0.6,Matches
Wesley da Silva,br BRA,"MF,DF",19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Léo Sena,br BRA,"FW,MF",24.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavo Henrique,br BRA,FW,20.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.8,38.0,60,621,198,31.9,16.34,5.21,0.08,0.26,19.4,25,8,13,68.5,58.2,0.1,-8.5,-6.2,
Opponent Total,,,26.2,38.0,45,370,137,37.0,9.74,3.61,0.12,0.31,18.9,21,2,3,45.7,43.3,0.12,-0.7,-0.3,
