Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Éverson,br BRA,GK,32.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,"FW,MF",22.0,36,35,2991.0,33.2,20.0,2.0,22.0,20.0,0.0,0.0,3.0,0.0,14.8,14.8,2.6,17.4,94.0,79.0,232.0,0.6,0.06,0.66,0.6,0.66,0.45,0.08,0.52,0.45,0.52,Matches
Hulk,br BRA,FW,36.0,34,33,2942.0,32.7,15.0,11.0,26.0,10.0,5.0,5.0,9.0,1.0,12.2,8.7,6.7,15.4,90.0,107.0,202.0,0.46,0.34,0.8,0.31,0.64,0.37,0.21,0.58,0.27,0.47,Matches
Jemerson,br BRA,DF,30.0,32,27,2476.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.1,1.1,22.0,67.0,5.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,Matches
Guilherme Arana,br BRA,DF,25.0,28,27,2385.0,26.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.1,59.0,135.0,121.0,0.08,0.0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,Matches
Otávio,br BRA,MF,28.0,27,27,2307.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.4,0.8,14.0,131.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Mauricio Lemos,uy URU,DF,27.0,27,25,2214.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.1,1.1,0.0,1.2,17.0,70.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,27,22,1947.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.7,2.7,1.7,4.4,17.0,72.0,75.0,0.09,0.05,0.14,0.09,0.14,0.13,0.08,0.2,0.13,0.2,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,33,21,1934.0,21.5,3.0,8.0,11.0,2.0,1.0,1.0,7.0,0.0,4.1,3.3,3.8,7.2,86.0,61.0,220.0,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.33,Matches
Renzo Saravia,ar ARG,DF,29.0,26,20,1708.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,0.9,1.4,41.0,75.0,64.0,0.0,0.11,0.11,0.0,0.11,0.03,0.05,0.08,0.03,0.08,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,22,19,1728.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.4,1.3,38.0,81.0,26.0,0.0,0.05,0.05,0.0,0.05,0.05,0.02,0.07,0.05,0.07,Matches
Mariano,br BRA,DF,36.0,22,17,1564.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.5,16.0,87.0,27.0,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.03,0.0,0.03,Matches
Igor Gomes,br BRA,"MF,FW",23.0,29,17,1374.0,15.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.9,1.9,3.2,5.1,32.0,67.0,83.0,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.34,0.12,0.34,Matches
Edenílson,br BRA,"MF,FW",33.0,28,15,1368.0,15.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.8,2.3,23.0,57.0,50.0,0.07,0.13,0.2,0.07,0.2,0.04,0.12,0.15,0.04,0.15,Matches
