Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Éverson,br BRA,GK,31.0,37.0,928,1161,79.9,23774,16703,191,193,99.0,459,468,98.1,273,494,55.3,0,0.1,0.0,-0.1,2,15,0,0,2,Matches
Allan,br BRA,MF,24.0,30.4,1772,2081,85.2,33404,9761,736,805,91.4,805,890,90.4,210,331,63.4,0,1.0,1.7,-1.0,19,226,21,1,201,Matches
Júnior Alonso,py PAR,DF,28.0,28.9,1872,2141,87.4,36147,12775,636,691,92.0,986,1081,91.2,222,312,71.2,2,2.4,1.5,-0.4,11,125,13,2,147,Matches
Jair,br BRA,MF,27.0,23.0,960,1101,87.2,16052,4370,467,506,92.3,400,433,92.4,71,105,67.6,4,2.0,2.3,2.0,22,109,21,3,146,Matches
Ignacio Fernández,ar ARG,MF,32.0,24.7,1138,1442,78.9,17983,6018,618,682,90.6,396,487,81.3,88,184,47.8,5,5.4,6.7,-0.4,60,132,41,6,185,Matches
Hulk,br BRA,FW,35.0,23.2,427,622,68.6,6127,1455,257,333,77.2,114,162,70.4,30,62,48.4,2,3.4,3.9,-1.4,40,33,24,2,67,Matches
Federico Zaracho,ar ARG,"MF,FW",23.0,20.9,774,934,82.9,11346,2761,427,478,89.3,276,320,86.3,38,56,67.9,2,1.9,1.6,0.1,31,68,13,1,90,Matches
Keno,br BRA,"FW,MF",32.0,20.6,483,719,67.2,8297,2768,243,304,79.9,168,241,69.7,59,116,50.9,1,4.8,4.5,-3.8,40,57,49,17,102,Matches
Mariano,br BRA,DF,35.0,19.2,978,1213,80.6,19054,7503,385,430,89.5,425,509,83.5,156,231,67.5,1,2.1,2.7,-1.1,32,115,37,17,133,Matches
Guilherme Arana,br BRA,DF,24.0,19.1,1300,1515,85.8,20781,6786,705,756,93.3,501,559,89.6,74,137,54.0,3,3.8,4.4,-0.8,35,122,31,18,141,Matches
Guga,br BRA,DF,23.0,18.6,934,1181,79.1,15360,5195,495,555,89.2,356,433,82.2,70,148,47.3,2,1.7,2.1,0.3,17,75,15,8,96,Matches
