Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Igor Rabello,br BRA,DF,23.0,32.5,19,0.59,15,0,1,2,0,1,1,0.03,0,0,0,1,0,0,Matches
Fábio Santos,br BRA,DF,33.0,29.8,58,1.95,45,9,0,3,0,1,3,0.1,2,1,0,0,0,0,Matches
Réver,br BRA,"DF,MF",34.0,27.0,32,1.19,23,0,1,5,0,3,5,0.19,3,0,0,2,0,0,Matches
Cleiton Schwengber,br BRA,GK,21.0,25.0,8,0.32,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Elías,br BRA,MF,33.0,22.4,56,2.5,50,1,0,4,1,0,5,0.22,3,0,0,1,1,0,Matches
Luan,br BRA,"MF,FW",28.0,23.2,94,4.06,75,1,5,4,9,0,3,0.13,2,0,0,0,1,0,Matches
Patric Cabral Lalau,br BRA,DF,29.0,22.8,56,2.46,47,2,5,1,0,1,3,0.13,3,0,0,0,0,0,Matches
Juan Cazares,ec ECU,"MF,FW",26.0,19.4,129,6.65,82,24,13,6,3,1,9,0.46,4,1,3,0,1,0,Matches
Guga,br BRA,DF,20.0,17.2,52,3.02,42,6,1,0,2,1,5,0.29,4,1,0,0,0,0,Matches
Yimmi Chará,co COL,"FW,MF",27.0,15.0,64,4.26,53,0,8,1,1,1,5,0.33,1,0,3,0,1,0,Matches
Franco Di Santo,ar ARG,FW,29.0,16.1,57,3.53,35,2,0,7,10,3,3,0.19,2,0,0,1,0,0,Matches
Ricardo Oliveira,br BRA,FW,38.0,12.9,31,2.41,17,0,3,5,6,0,2,0.16,1,0,0,0,1,0,Matches
José Welison,br BRA,MF,23.0,14.8,19,1.28,16,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Leonardo Silva,br BRA,DF,39.0,14.8,15,1.02,12,0,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Rómulo Otero,ve VEN,"FW,MF",26.0,14.1,67,4.74,31,15,5,5,9,2,5,0.35,2,1,1,1,0,0,Matches
Vinícius,br BRA,"MF,FW",27.0,13.7,63,4.59,40,8,4,6,5,0,4,0.29,0,0,2,2,0,0,Matches
Nathan,br BRA,MF,22.0,12.7,34,2.68,22,1,3,3,2,3,4,0.32,2,0,2,0,0,0,Matches
Victor Leandro Bagy,br BRA,GK,36.0,10.0,1,0.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jair,br BRA,MF,24.0,9.1,22,2.42,15,0,4,1,2,0,1,0.11,1,0,0,0,0,0,Matches
Geuvânio,br BRA,"FW,MF",26.0,11.1,56,5.03,38,0,10,1,5,2,4,0.36,2,0,1,0,1,0,Matches
Ramón Martínez,py PAR,MF,23.0,7.3,12,1.64,10,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Marquinhos,br BRA,"FW,MF",19.0,7.4,30,4.03,17,1,5,3,3,1,7,0.94,3,0,2,0,1,1,Matches
Iago Maidana,br BRA,DF,22.0,7.0,4,0.57,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Alerrandro,br BRA,FW,19.0,6.2,21,3.38,14,0,2,2,2,1,3,0.48,1,0,1,0,1,0,Matches
Lucas Hernández,uy URU,DF,26.0,5.0,15,3.03,10,3,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Adílson Warken,br BRA,MF,32.0,4.0,5,1.24,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruninho,br BRA,"MF,FW",18.0,4.5,18,3.99,10,2,4,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Wilson,br BRA,GK,35.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maicon Marques,br BRA,"FW,MF",28.0,4.0,20,5.04,17,0,0,2,1,0,2,0.5,2,0,0,0,0,0,Matches
David Terans,uy URU,"MF,FW",24.0,1.6,7,4.37,4,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Elias,br BRA,FW,19.0,1.4,1,0.7,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hulk,br BRA,DF,19.0,1.0,1,0.96,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,38.0,1067,28.08,755,83,77,67,61,24,74,1.95,38,4,15,8,8,1,
Opponent Total,,,27.2,38.0,951,25.03,672,87,72,58,52,10,82,2.16,49,10,5,10,8,0,
