Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Éverson,br BRA,GK,33.0,25,25,2242,24.9,31,1.24,95,64,71.6,6,12,7,8,32.0,5,4,1,0,20.0,Matches
Matheus Mendes,br BRA,GK,24.0,13,12,1087,12.1,22,1.82,67,44,68.7,5,2,5,1,8.3,2,1,1,0,50.0,Matches
Gabriel Delfim,br BRA,GK,21.0,1,1,90,1.0,1,1.0,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,28.1,38,38,3419,38.0,54,1.42,165,110,70.3,11,14,13,9,23.7,7,5,2,0,28.6,
Opponent Total,,,28.0,38,38,3420,38.0,47,1.24,162,113,77.8,13,14,11,11,28.9,13,11,2,0,15.4,
