Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Igor Rabello,br BRA,DF,23.0,33,2922.0,89.0,85.4,32.5,33,89.0,32.0,0,,1,1.27,38.0,39.0,-1.0,-0.03,0.51,46.9,41.9,4.9,0.15,-0.61,Matches
Fábio Santos,br BRA,DF,33.0,30,2680.0,89.0,78.4,29.8,29,90.0,29.0,1,69.0,1,1.27,35.0,36.0,-1.0,-0.03,0.33,42.6,35.5,7.1,0.24,-0.02,Matches
Réver,br BRA,"DF,MF",34.0,28,2429.0,87.0,71.0,27.0,28,87.0,26.0,0,,0,1.46,36.0,35.0,1.0,0.04,0.49,45.3,31.7,13.5,0.5,0.9,Matches
Cleiton Schwengber,br BRA,GK,21.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,10,1.28,27.0,27.0,0.0,0.0,0.31,40.8,27.8,13.0,0.52,0.82,Matches
Elías,br BRA,MF,33.0,25,2015.0,81.0,58.9,22.4,25,81.0,15.0,0,,3,1.4,30.0,32.0,-2.0,-0.09,0.04,39.2,28.2,11.1,0.49,0.62,Matches
Luan,br BRA,"MF,FW",28.0,28,2085.0,74.0,61.0,23.2,24,82.0,13.0,4,30.0,5,1.29,28.0,27.0,1.0,0.04,0.38,35.7,28.5,7.2,0.31,0.18,Matches
Patric Cabral Lalau,br BRA,DF,29.0,24,2048.0,85.0,59.9,22.8,23,89.0,22.0,1,0.0,10,1.29,28.0,29.0,-1.0,-0.04,0.15,36.0,30.7,5.3,0.23,-0.02,Matches
Juan Cazares,ec ECU,"MF,FW",26.0,26,1750.0,67.0,51.2,19.4,22,74.0,5.0,4,31.0,2,1.23,26.0,21.0,5.0,0.26,0.74,35.6,25.3,10.3,0.53,0.6,Matches
Guga,br BRA,DF,20.0,18,1550.0,86.0,45.3,17.2,18,86.0,17.0,0,,10,1.39,20.0,22.0,-2.0,-0.12,-0.02,27.2,22.8,4.4,0.25,0.02,Matches
Yimmi Chará,co COL,"FW,MF",27.0,18,1352.0,75.0,39.5,15.0,17,78.0,9.0,1,31.0,0,1.5,17.0,17.0,0.0,0.0,0.17,21.8,18.9,2.9,0.19,-0.08,Matches
Franco Di Santo,ar ARG,FW,29.0,21,1453.0,69.0,42.5,16.1,16,82.0,9.0,5,27.0,1,1.0,20.0,19.0,1.0,0.06,0.29,23.1,18.0,5.1,0.32,0.13,Matches
Ricardo Oliveira,br BRA,FW,38.0,21,1157.0,55.0,33.8,12.9,15,72.0,4.0,6,14.0,12,1.19,13.0,19.0,-6.0,-0.47,-0.55,17.7,18.4,-0.6,-0.05,-0.44,Matches
José Welison,br BRA,MF,23.0,18,1333.0,74.0,39.0,14.8,14,88.0,11.0,4,26.0,15,1.56,17.0,17.0,0.0,0.0,0.17,18.5,20.0,-1.5,-0.1,-0.56,Matches
Leonardo Silva,br BRA,DF,39.0,18,1330.0,74.0,38.9,14.8,14,87.0,13.0,4,28.0,14,1.0,14.0,22.0,-8.0,-0.54,-0.71,20.7,23.1,-2.4,-0.16,-0.66,Matches
Rómulo Otero,ve VEN,"FW,MF",26.0,20,1272.0,64.0,37.2,14.1,14,80.0,8.0,6,25.0,3,1.25,12.0,13.0,-1.0,-0.07,0.05,21.6,15.4,6.2,0.44,0.31,Matches
Vinícius,br BRA,"MF,FW",27.0,24,1236.0,52.0,36.1,13.7,13,82.0,6.0,11,16.0,11,1.21,14.0,21.0,-7.0,-0.51,-0.63,24.0,20.4,3.6,0.27,0.04,Matches
Nathan,br BRA,MF,22.0,20,1143.0,57.0,33.4,12.7,12,84.0,9.0,8,17.0,8,0.85,13.0,21.0,-8.0,-0.63,-0.79,17.4,18.0,-0.6,-0.05,-0.43,Matches
Victor Leandro Bagy,br BRA,GK,36.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,5,1.6,15.0,13.0,2.0,0.2,0.41,13.8,16.5,-2.7,-0.27,-0.69,Matches
Jair,br BRA,MF,24.0,13,819.0,63.0,23.9,9.1,10,76.0,4.0,3,20.0,5,1.85,13.0,6.0,7.0,0.77,1.15,16.3,10.9,5.4,0.59,0.46,Matches
Geuvânio,br BRA,"FW,MF",26.0,25,1002.0,40.0,29.3,11.1,9,73.0,2.0,16,21.0,7,1.16,11.0,19.0,-8.0,-0.72,-0.87,18.3,16.2,2.2,0.2,-0.07,Matches
