Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Victor Leandro Bagy,br BRA,GK,34.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.42,50.0,47.0,3.0,0.08,0.08,Matches
Fábio Santos,br BRA,DF,31.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,1,1.41,49.0,44.0,5.0,0.15,0.65,Matches
Elías,br BRA,MF,31.0,31,2608.0,84.0,76.3,29.0,30,85.0,23.0,1,45.0,2,1.42,43.0,37.0,6.0,0.21,0.54,Matches
Fred,br BRA,FW,33.0,29,2234.0,77.0,65.3,24.8,27,81.0,16.0,2,22.0,0,1.31,38.0,34.0,4.0,0.16,0.24,Matches
Gabriel,br BRA,DF,21.0,26,2236.0,86.0,65.4,24.8,26,86.0,24.0,0,,2,1.58,38.0,32.0,6.0,0.24,0.47,Matches
Robinho,br BRA,"FW,MF",33.0,30,2046.0,68.0,59.8,22.7,23,80.0,13.0,7,29.0,3,1.42,40.0,30.0,10.0,0.44,0.9,Matches
Juan Cazares,ec ECU,MF,24.0,30,2042.0,68.0,59.7,22.7,23,79.0,12.0,7,31.0,2,1.43,31.0,31.0,0.0,0.0,-0.2,Matches
Marcos Rocha,br BRA,DF,28.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,3,1.33,29.0,27.0,2.0,0.1,0.04,Matches
Leonardo Silva,br BRA,DF,37.0,21,1804.0,86.0,52.7,20.0,21,86.0,20.0,0,,0,1.71,33.0,26.0,7.0,0.35,0.57,Matches
Adílson Warken,br BRA,MF,30.0,25,1662.0,66.0,48.6,18.5,21,75.0,11.0,4,23.0,3,1.52,27.0,27.0,0.0,0.0,-0.15,Matches
Valdívia,br BRA,MF,22.0,26,1632.0,63.0,47.7,18.1,21,69.0,3.0,5,37.0,9,1.35,22.0,25.0,-3.0,-0.17,-0.47,Matches
Rafael Carioca,br BRA,MF,27.0,18,1506.0,84.0,44.0,16.7,18,84.0,15.0,0,,1,1.28,17.0,19.0,-2.0,-0.12,-0.35,Matches
Yago,br BRA,MF,21.0,24,1424.0,59.0,41.6,15.8,15,81.0,10.0,9,22.0,11,1.54,24.0,17.0,7.0,0.44,0.62,Matches
Rómulo Otero,ve VEN,"FW,MF",24.0,28,1417.0,51.0,41.4,15.7,15,73.0,4.0,13,25.0,5,1.25,23.0,22.0,1.0,0.06,-0.03,Matches
Alex Silva,br BRA,DF,22.0,12,1068.0,89.0,31.2,11.9,12,89.0,11.0,0,,14,1.5,15.0,13.0,2.0,0.17,0.13,Matches
Felipe Santana,br BRA,DF,30.0,12,1048.0,87.0,30.6,11.6,11,90.0,11.0,1,57.0,7,1.17,13.0,15.0,-2.0,-0.17,-0.36,Matches
Rafael Moura,br BRA,FW,33.0,26,1172.0,45.0,34.3,13.0,10,85.0,7.0,16,20.0,12,1.42,15.0,14.0,1.0,0.08,0.0,Matches
Gleison Bremer,br BRA,DF,19.0,12,1012.0,84.0,29.6,11.2,10,84.0,8.0,2,85.0,16,1.5,14.0,17.0,-3.0,-0.27,-0.49,Matches
Roger,br BRA,MF,31.0,11,677.0,62.0,19.8,7.5,8,75.0,5.0,3,25.0,18,1.45,8.0,10.0,-2.0,-0.27,-0.43,Matches
Marlone,br BRA,MF,24.0,12,641.0,53.0,18.7,7.1,8,73.0,3.0,4,15.0,19,1.08,6.0,9.0,-3.0,-0.42,-0.62,Matches
Luan,br BRA,"FW,MF",26.0,18,854.0,47.0,25.0,9.5,6,81.0,1.0,12,31.0,0,1.61,13.0,13.0,0.0,0.0,-0.11,Matches
Matheus Mancini,br BRA,DF,22.0,6,495.0,83.0,14.5,5.5,5,90.0,5.0,1,45.0,19,1.33,7.0,7.0,0.0,0.0,-0.09,Matches
Leonan,br BRA,DF,21.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,19,2.0,3.0,3.0,0.0,0.0,-0.09,Matches
Gustavo Blanco,br BRA,MF,22.0,8,235.0,29.0,6.9,2.6,2,66.0,0.0,6,17.0,4,2.13,3.0,3.0,0.0,0.0,-0.08,Matches
Frickson Erazo,ec ECU,DF,28.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,6,1.5,1.0,2.0,-1.0,-0.5,-0.61,Matches
Pablo Diogo,br BRA,"DF,FW",24.0,3,125.0,42.0,3.7,1.4,2,62.0,0.0,1,2.0,1,1.0,2.0,1.0,1.0,0.72,0.67,Matches
Ralph,br BRA,DF,18.0,3,113.0,38.0,3.3,1.3,1,46.0,0.0,2,34.0,8,1.25,4.0,3.0,1.0,0.8,0.74,Matches
Danilo Barcelos,br BRA,"DF,MF",25.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,10,0.0,0.0,2.0,-2.0,-2.0,-2.14,Matches
Carlos César,br BRA,DF,29.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,2,1.0,1.0,1.0,0.0,0.0,-0.08,Matches
Jesiel,br BRA,DF,22.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,2,0.0,1.0,2.0,-1.0,-1.0,-1.11,Matches
Giovanni Santos,br BRA,GK,29.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,23,0.0,1.0,2.0,-1.0,-1.0,-1.11,Matches
Cleiton Schwengber,br BRA,GK,19.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,13,3.0,4.0,1.0,3.0,3.0,3.0,Matches
Elder Santana,br BRA,FW,23.0,2,58.0,29.0,1.7,0.6,1,46.0,0.0,1,12.0,5,0.0,0.0,3.0,-3.0,-4.66,-4.82,Matches
Rodrigão,br BRA,DF,21.0,3,55.0,18.0,1.6,0.6,1,6.0,0.0,2,25.0,6,3.0,0.0,0.0,0.0,0.0,-0.08,Matches
Clayton,br BRA,"FW,MF",21.0,7,151.0,22.0,4.4,1.7,0,,0.0,7,21.0,3,2.14,3.0,1.0,2.0,1.19,1.16,Matches
Maicosuel,br BRA,MF,30.0,4,113.0,28.0,3.3,1.3,0,,0.0,4,27.0,0,0.75,1.0,0.0,1.0,0.8,0.74,Matches
Capixaba,br BRA,"FW,MF",20.0,1,24.0,24.0,0.7,0.3,0,,0.0,1,23.0,7,0.0,0.0,0.0,0.0,0.0,-0.08,Matches
Marquinhos,br BRA,MF,17.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,0,3.0,0.0,0.0,0.0,0.0,-0.08,Matches
Thalis Cantanhede,br BRA,MF,20.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,11.0,2,0.0,0.0,1.0,-1.0,-7.5,-7.61,Matches
Clebinho,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Emanuel,br BRA,MF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Mansur,br BRA,DF,23.0,0,,,,,0,,0.0,0,,14,,,,,,,Matches
Marco Túlio,br BRA,"FW,MF",18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Uilson,br BRA,GK,22.0,0,,,,,0,,0.0,0,,17,,,,,,,Matches
Squad Total,,,28.6,38,3420.0,90.0,100.0,38.0,418,83.0,,113,26.0,293,1.42,52.0,49.0,3.0,0.08,,
Opponent Total,,,26.6,38,3420.0,90.0,100.0,38.0,418,83.0,,113,22.0,302,1.26,49.0,52.0,-3.0,-0.08,,
