Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Victor Leandro Bagy,br BRA,GK,34.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fábio Santos,br BRA,DF,31.0,34,34,3060.0,34.0,5.0,2.0,7.0,0.0,5.0,5.0,8.0,0.0,0.15,0.06,0.21,0.0,0.06,Matches
Elías,br BRA,MF,31.0,31,30,2608.0,29.0,4.0,1.0,5.0,4.0,0.0,0.0,10.0,2.0,0.14,0.03,0.17,0.14,0.17,Matches
Fred,br BRA,FW,33.0,29,27,2234.0,24.8,12.0,5.0,17.0,12.0,0.0,2.0,7.0,0.0,0.48,0.2,0.68,0.48,0.68,Matches
Gabriel,br BRA,DF,21.0,26,26,2236.0,24.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Robinho,br BRA,"FW,MF",33.0,30,23,2046.0,22.7,7.0,5.0,12.0,7.0,0.0,0.0,9.0,0.0,0.31,0.22,0.53,0.31,0.53,Matches
Juan Cazares,ec ECU,MF,24.0,30,23,2042.0,22.7,3.0,8.0,11.0,3.0,0.0,1.0,1.0,0.0,0.13,0.35,0.48,0.13,0.48,Matches
Marcos Rocha,br BRA,DF,28.0,21,21,1890.0,21.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches
Leonardo Silva,br BRA,DF,37.0,21,21,1804.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Adílson Warken,br BRA,MF,30.0,25,21,1662.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Valdívia,br BRA,MF,22.0,26,21,1632.0,18.1,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches
Rafael Carioca,br BRA,MF,27.0,18,18,1506.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yago,br BRA,MF,21.0,24,15,1424.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Rómulo Otero,ve VEN,"FW,MF",24.0,28,15,1417.0,15.7,8.0,2.0,10.0,8.0,0.0,0.0,8.0,0.0,0.51,0.13,0.64,0.51,0.64,Matches
Alex Silva,br BRA,DF,22.0,12,12,1068.0,11.9,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
Felipe Santana,br BRA,DF,30.0,12,11,1048.0,11.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.09,0.09,0.17,0.09,0.17,Matches
Rafael Moura,br BRA,FW,33.0,26,10,1172.0,13.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Gleison Bremer,br BRA,DF,19.0,12,10,1012.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roger,br BRA,MF,31.0,11,8,677.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marlone,br BRA,MF,24.0,12,8,641.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches
Luan,br BRA,"FW,MF",26.0,18,6,854.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches
Matheus Mancini,br BRA,DF,22.0,6,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonan,br BRA,DF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo Blanco,br BRA,MF,22.0,8,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Frickson Erazo,ec ECU,DF,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Diogo,br BRA,"DF,FW",24.0,3,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ralph,br BRA,DF,18.0,3,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Barcelos,br BRA,"DF,MF",25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos César,br BRA,DF,29.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jesiel,br BRA,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Santos,br BRA,GK,29.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cleiton Schwengber,br BRA,GK,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elder Santana,br BRA,FW,23.0,2,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigão,br BRA,DF,21.0,3,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Clayton,br BRA,"FW,MF",21.0,7,0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maicosuel,br BRA,MF,30.0,4,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Capixaba,br BRA,"FW,MF",20.0,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,MF,17.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thalis Cantanhede,br BRA,MF,20.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Clebinho,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Emanuel,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Mansur,br BRA,DF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Marco Túlio,br BRA,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,Matches
Uilson,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.6,38,418,3420.0,38.0,52.0,36.0,88.0,47.0,5.0,9.0,108.0,3.0,1.37,0.95,2.32,1.24,2.18,
Opponent Total,,,26.6,38,418,3420.0,38.0,49.0,34.0,83.0,44.0,5.0,9.0,101.0,4.0,1.29,0.89,2.18,1.16,2.05,
