Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-06,19:00,Libertadores,Group stage,Wed,Away,W,2,0,co Tolima,1.0,1.1,55,,Hulk,4-2-3-1,4-2-3-1,Alexis Herrera,Match Report,
2022-04-10,16:00,Série A,Matchweek 1,Sun,Home,W,2,0,Internacional,1.9,0.6,52,37531.0,Hulk,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-04-13,21:00,Libertadores,Group stage,Wed,Home,D,1,1,br América (MG),2.6,0.2,80,37312.0,Hulk,4-2-3-1,4-1-4-1,Patricio Loustau,Match Report,
2022-04-17,18:00,Série A,Matchweek 2,Sun,Away,W,1,0,Ath Paranaense,1.0,0.5,56,17305.0,Júnior Alonso,4-4-2,4-2-3-1,Wilton Sampaio,Match Report,
2022-04-23,21:00,Série A,Matchweek 3,Sat,Home,D,2,2,Coritiba,1.8,1.6,61,19974.0,Hulk,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2022-04-26,19:30,Libertadores,Group stage,Tue,Away,D,1,1,ec Independiente,1.7,2.0,42,,Réver,3-1-4-2,3-5-2,Fernando Rapallini,Match Report,
2022-04-30,18:30,Série A,Matchweek 4,Sat,Away,D,2,2,Goiás,2.0,1.0,69,10165.0,Hulk,4-3-3,5-4-1,Bruno Arleu de Araujo,Match Report,
2022-05-03,21:30,Libertadores,Group stage,Tue,Away,W,2,1,br América (MG),1.6,0.9,61,,Hulk,4-3-1-2,5-4-1,Darío Herrera,Match Report,
2022-05-07,16:30,Série A,Matchweek 5,Sat,Home,L,1,2,América (MG),2.5,2.0,68,14629.0,Réver,4-4-2,4-1-4-1,Wilton Sampaio,Match Report,
2022-05-11,20:30,Série A,Matchweek 7,Wed,Away,D,1,1,RB Bragantino,0.9,0.8,62,5222.0,Júnior Alonso,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-05-14,19:00,Série A,Matchweek 6,Sat,Home,W,2,0,Atl Goianiense,1.3,0.2,56,20749.0,Hulk,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2022-05-19,19:00,Libertadores,Group stage,Thu,Home,W,3,1,ec Independiente,2.5,0.6,40,,Hulk,4-2-3-1,3-4-3,Esteban Ostojich,Match Report,
2022-05-25,21:00,Libertadores,Group stage,Wed,Home,L,1,2,co Tolima,1.0,0.5,72,,Hulk,4-2-3-1,4-2-3-1,Patricio Loustau,Match Report,
2022-05-29,19:00,Série A,Matchweek 8,Sun,Home,W,2,1,Avaí,1.4,1.1,61,31551.0,Réver,4-4-2,4-1-4-1,Jefferson Ferreira de Moraes,Match Report,
