Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Renzo Saravia,ar ARG,DF,30.0,25.5,1940,87,591,1056,310,11,1940,42,9,21.4,29,69.0,1104,5377,3067,47,32,1,36,19,1294,74,Matches
Rodrigo Battaglia,ar ARG,"DF,MF",32.0,25.4,1804,227,798,908,106,12,1804,13,5,38.5,6,46.2,1022,5886,3524,21,21,0,17,0,1225,6,Matches
Gustavo Scarpa,br BRA,"DF,MF",30.0,24.9,1752,47,310,703,759,36,1750,50,24,48.0,19,38.0,1088,7024,3108,90,70,12,38,28,1221,229,Matches
Éverson,br BRA,GK,33.0,24.9,851,748,839,12,0,0,851,0,0,,0,,430,1810,982,0,0,0,2,0,421,0,Matches
Bruno Fuchs,br BRA,DF,24.0,22.6,1735,197,780,863,99,11,1735,11,8,72.7,3,27.3,1047,5485,3509,22,18,0,18,2,1231,10,Matches
Paulinho,br BRA,"FW,MF",23.0,22.1,1060,16,114,483,485,68,1059,55,31,56.4,24,43.6,677,4171,1906,54,59,19,44,41,848,158,Matches
Otávio,br BRA,MF,29.0,21.3,1372,58,356,880,144,10,1372,17,10,58.8,7,41.2,799,3797,1612,19,15,2,15,12,954,17,Matches
Hulk,br BRA,"FW,MF",37.0,21.0,897,17,50,384,474,68,892,87,38,43.7,43,49.4,555,2927,1299,38,35,23,61,62,721,143,Matches
Fausto Vera,ar ARG,MF,23.0,18.4,1084,46,234,671,185,19,1084,19,14,73.7,5,26.3,559,2290,1175,19,14,1,28,15,769,26,Matches
Alan Franco,ec ECU,MF,25.0,18.1,834,24,171,459,206,14,834,7,1,14.3,6,85.7,402,1451,547,5,13,1,11,5,554,52,Matches
Igor Gomes,br BRA,MF,24.0,14.7,818,14,139,435,253,23,817,26,13,50.0,10,38.5,463,2348,1105,21,12,3,27,14,574,61,Matches
Rubens,br BRA,"DF,FW",22.0,13.3,795,49,261,314,227,25,795,21,10,47.6,9,42.9,349,1818,764,17,13,4,18,6,423,66,Matches
Guilherme Arana,br BRA,DF,26.0,14.5,1249,29,303,557,394,32,1249,23,10,43.5,13,56.5,754,3753,2161,43,30,5,8,3,911,113,Matches
Matheus Mendes,br BRA,GK,24.0,12.1,372,320,371,1,0,0,372,0,0,,0,,176,779,456,0,0,0,0,0,157,0,Matches
Júnior Alonso,py PAR,DF,30.0,11.6,901,67,377,458,69,9,901,6,3,50.0,3,50.0,507,2465,1577,16,15,0,6,2,657,5,Matches
Cadu,br BRA,"FW,DF",19.0,11.2,373,8,53,172,150,38,373,18,11,61.1,4,22.2,213,1308,494,13,18,1,23,17,266,65,Matches
Deyverson,br BRA,FW,32.0,11.1,327,15,31,176,123,32,326,14,4,28.6,10,71.4,150,490,181,4,7,1,32,16,235,49,Matches
Bernard,br BRA,"MF,FW",31.0,10.0,586,11,65,278,247,22,586,25,12,48.0,11,44.0,357,1712,837,28,19,7,25,11,442,70,Matches
Federico Zaracho,ar ARG,MF,25.0,9.7,495,9,73,281,142,24,495,19,5,26.3,13,68.4,252,969,386,6,6,0,26,7,319,34,Matches
Igor Rabello,br BRA,DF,28.0,10.7,759,109,380,349,32,11,759,2,1,50.0,1,50.0,363,1551,905,2,3,0,5,1,467,3,Matches
Lyanco,br BRA,DF,26.0,10.2,699,69,322,351,38,4,699,9,5,55.6,3,33.3,401,1837,976,9,6,0,7,2,449,3,Matches
Eduardo Vargas,cl CHI,"MF,FW",34.0,9.5,358,8,39,166,161,49,356,14,7,50.0,5,35.7,230,1423,510,13,14,1,33,20,272,67,Matches
Brahian Palacios,co COL,"DF,MF",21.0,8.9,465,6,55,180,239,30,464,53,17,32.1,30,56.6,266,2025,1131,40,28,12,27,19,333,103,Matches
Alisson,br BRA,"DF,FW",18.0,9.9,527,11,63,204,271,40,527,65,27,41.5,27,41.5,354,2768,1217,43,30,14,29,9,396,107,Matches
Mariano,br BRA,DF,37.0,7.1,520,23,179,296,49,1,520,4,2,50.0,2,50.0,227,984,601,6,5,0,1,3,299,5,Matches
Paulo Vitor,br BRA,MF,19.0,5.9,320,15,86,201,36,3,320,2,1,50.0,1,50.0,152,652,379,7,3,0,12,6,195,6,Matches
Rômulo,br BRA,DF,20.0,5.5,397,36,155,199,46,6,397,6,3,50.0,3,50.0,214,1042,583,8,9,0,7,0,259,4,Matches
Mauricio Lemos,uy URU,DF,28.0,4.2,322,35,121,171,33,8,322,2,1,50.0,1,50.0,187,1096,723,6,5,0,1,1,219,5,Matches
Alan Kardec,br BRA,FW,35.0,4.6,128,8,12,54,64,26,128,3,0,0.0,3,100.0,57,298,21,1,5,0,17,10,88,13,Matches
Jemerson,br BRA,DF,31.0,2.3,145,9,67,74,4,0,145,0,0,,0,,87,390,150,0,1,0,1,0,105,0,Matches
Pedrinho,br BRA,"MF,DF",25.0,2.3,171,1,18,101,52,3,171,4,3,75.0,1,25.0,106,580,223,5,4,0,12,5,134,25,Matches
Gabriel Delfim,br BRA,GK,21.0,1.0,31,31,31,0,0,0,31,0,0,,0,,16,67,20,0,0,0,0,0,13,0,Matches
Caio Maia,br BRA,FW,18.0,0.3,15,0,0,4,11,4,15,1,1,100.0,0,0.0,12,47,30,1,0,0,2,0,12,7,Matches
Robert Conceição,br BRA,"MF,DF",20.0,0.2,28,0,1,13,14,5,28,1,1,100.0,0,0.0,23,141,56,1,2,0,2,0,24,6,Matches
Isaac,br BRA,FW,19.0,0.1,7,0,0,4,3,0,7,1,0,0.0,1,100.0,7,23,2,0,0,0,1,1,7,1,Matches
Vitinho,br BRA,MF,19.0,0.0,2,0,0,2,0,0,2,1,0,0.0,1,100.0,1,5,4,0,0,0,0,0,1,0,Matches
Squad Total,,,28.1,38.0,24139,2350,7445,11460,5426,644,24126,621,277,44.6,294,47.3,13607,70789,36221,605,512,107,592,337,16495,1533,
Opponent Total,,,28.0,38.0,19052,2034,5619,8780,4871,646,19045,667,288,43.2,333,49.9,9840,53693,27440,548,457,108,550,360,11464,1235,
