Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Victor Leandro Bagy,br BRA,GK,35.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Oliveira,br BRA,FW,37.0,35,35,3004.0,33.4,13.0,6.0,19.0,13.0,0.0,0.0,3.0,0.0,0.39,0.18,0.57,0.39,0.57,Matches
Fábio Santos,br BRA,DF,32.0,32,32,2816.0,31.3,4.0,1.0,5.0,0.0,4.0,5.0,8.0,1.0,0.13,0.03,0.16,0.0,0.03,Matches
Luan,br BRA,"FW,MF",27.0,36,30,2380.0,26.4,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches
Juan Cazares,ec ECU,MF,25.0,31,25,2321.0,25.8,8.0,6.0,14.0,8.0,0.0,0.0,2.0,0.0,0.31,0.23,0.54,0.31,0.54,Matches
Elías,br BRA,MF,32.0,33,24,2332.0,25.9,5.0,4.0,9.0,5.0,0.0,0.0,10.0,0.0,0.19,0.15,0.35,0.19,0.35,Matches
Leonardo Silva,br BRA,DF,38.0,24,24,2077.0,23.1,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Emerson,br BRA,"DF,MF",19.0,23,23,2029.0,22.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches
Iago Maidana,br BRA,DF,21.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yimmi Chará,co COL,"FW,MF",26.0,22,22,1848.0,20.5,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.05,0.34,0.39,0.05,0.39,Matches
Adílson Warken,br BRA,MF,31.0,22,22,1824.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel,br BRA,DF,22.0,21,19,1744.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patric Cabral Lalau,br BRA,"DF,MF",28.0,18,16,1526.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
José Welison,br BRA,MF,22.0,15,12,1090.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Galdezani,br BRA,MF,25.0,23,12,1003.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.09,0.09,0.18,0.09,0.18,Matches
Roger Guedes,br BRA,"FW,MF",21.0,12,11,992.0,11.0,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,0.82,0.27,1.09,0.82,1.09,Matches
Gustavo Blanco,br BRA,MF,23.0,11,11,899.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches
Gleison Bremer,br BRA,DF,20.0,11,9,855.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Tomás Andrade,ar ARG,MF,21.0,17,8,662.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.41,0.27,0.68,0.41,0.68,Matches
Rómulo Otero,ve VEN,"FW,MF",25.0,7,5,378.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Juninho,br BRA,DF,22.0,4,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan,br BRA,"FW,MF",21.0,7,4,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David Terans,uy URU,"FW,MF",23.0,19,3,528.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches
Hulk,br BRA,DF,18.0,4,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alerrandro,br BRA,FW,18.0,8,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denílson,br BRA,FW,22.0,8,1,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edinho,br BRA,MF,23.0,6,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Cândido,br BRA,MF,24.0,7,0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
