Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Éverson,br BRA,GK,30.0,37.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,3,Matches
Hulk,br BRA,FW,34.0,32.5,12,7,0,6,6,2,17,11.8,15,15,1,14,4,16,20,0,Matches
Allan,br BRA,MF,23.0,29.8,42,32,21,14,7,22,56,39.3,34,19,5,14,41,83,36,0,Matches
Federico Zaracho,ar ARG,"MF,FW",22.0,26.8,86,44,29,42,15,31,89,34.8,58,43,9,34,35,121,16,0,Matches
Nathan Silva,br BRA,DF,23.0,28.0,35,24,23,10,2,20,32,62.5,12,27,15,12,44,79,84,0,Matches
Guilherme Arana,br BRA,DF,23.0,25.4,33,22,15,9,9,19,36,52.8,17,15,3,12,29,62,34,0,Matches
Júnior Alonso,py PAR,DF,27.0,22.0,24,14,18,6,0,18,32,56.3,14,26,14,12,22,46,66,0,Matches
Tchê Tchê,br BRA,MF,28.0,21.8,25,15,12,10,3,8,33,24.2,25,15,2,13,12,37,8,1,Matches
Ignacio Fernández,ar ARG,MF,31.0,20.1,28,16,7,18,3,16,62,25.8,46,19,1,18,3,31,8,0,Matches
Guga,br BRA,DF,22.0,19.5,65,39,35,19,11,37,68,54.4,31,24,4,20,38,103,47,0,Matches
Jair,br BRA,MF,26.0,17.3,61,36,18,37,6,22,51,43.1,29,25,3,22,20,81,18,0,Matches
Mariano,br BRA,DF,34.0,17.8,36,18,24,10,2,24,37,64.9,13,11,3,8,29,65,37,0,Matches
Keno,br BRA,"FW,MF",31.0,15.9,33,17,10,15,8,12,28,42.9,16,18,0,18,9,42,10,0,Matches
Réver,br BRA,DF,36.0,15.2,13,7,6,7,0,5,15,33.3,10,16,11,5,26,39,67,0,Matches
Jefferson Savarino,ve VEN,FW,24.0,11.4,7,4,5,2,0,4,15,26.7,11,2,0,2,3,10,1,0,Matches
Dodô,br BRA,DF,28.0,9.8,16,11,4,10,2,6,11,54.5,5,6,0,6,11,27,22,0,Matches
Diego Costa,es ESP,FW,32.0,8.6,3,2,0,2,1,1,6,16.7,5,0,0,0,0,3,3,0,Matches
Hyoran,br BRA,"FW,MF",27.0,7.4,19,14,8,6,5,7,14,50.0,7,8,1,7,3,22,6,0,Matches
Eduardo Vargas,cl CHI,"FW,MF",31.0,9.0,10,6,1,7,2,4,11,36.4,7,5,0,5,4,14,2,0,Matches
Igor Rabello,br BRA,DF,25.0,7.9,6,4,5,1,0,4,10,40.0,6,8,6,2,13,19,27,0,Matches
Dylan Borrero,co COL,"FW,MF",19.0,5.6,16,10,6,4,6,6,13,46.2,7,11,1,10,0,16,5,0,Matches
Eduardo Sasha,br BRA,"FW,MF",28.0,7.1,4,3,0,4,0,1,16,6.3,15,8,3,5,3,7,4,0,Matches
Nathan,br BRA,"MF,FW",24.0,4.9,4,3,3,0,1,2,14,14.3,12,4,0,4,4,8,6,0,Matches
Gabriel,br BRA,DF,25.0,4.1,3,1,0,3,0,0,3,0.0,3,4,2,2,8,11,12,0,Matches
Marrony,br BRA,"FW,MF",21.0,2.7,4,2,3,1,0,2,3,66.7,1,4,0,4,3,7,5,0,Matches
Calebe,br BRA,"MF,FW",20.0,3.1,11,4,5,4,2,3,8,37.5,5,5,0,5,0,11,0,0,Matches
Alan Franco,ec ECU,MF,22.0,1.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Micael,br BRA,DF,20.0,1.0,2,1,2,0,0,0,0,,0,3,0,3,1,3,1,0,Matches
Rafael Pires,br BRA,GK,31.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Wellington Daniel Bueno,br BRA,DF,25.0,0.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
Felipe Felicio,br BRA,"MF,FW",18.0,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Sávio,br BRA,FW,16.0,0.6,2,2,2,0,0,2,3,66.7,1,2,0,2,1,3,0,0,Matches
Luiz Filipe,br BRA,"FW,MF",19.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Neto,br BRA,MF,18.0,0.6,1,0,0,0,1,0,0,,0,0,0,0,1,2,2,0,Matches
Luis Otávio Echaporã,br BRA,FW,20.0,0.3,1,1,0,0,1,1,1,100.0,0,2,0,2,1,2,0,0,Matches
Squad Total,,,27.8,38.0,604,361,264,247,93,281,691,40.7,410,345,84,261,369,973,565,4,
Opponent Total,,,26.8,38.0,563,331,301,213,49,247,616,40.1,369,383,125,258,460,1023,710,10,
