Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Éverson,br BRA,GK,32.0,36.0,6,0,0,0,9,0,0,1,0,0,0,0,28,3,0,100.0,Matches
Paulinho,br BRA,"FW,MF",22.0,33.2,3,0,0,21,24,11,19,17,31,0,0,0,164,24,32,42.9,Matches
Hulk,br BRA,FW,36.0,32.7,9,1,0,54,121,22,129,1,21,2,0,0,79,44,64,40.7,Matches
Jemerson,br BRA,DF,30.0,27.5,9,0,0,43,19,2,0,31,20,0,0,1,117,47,36,56.6,Matches
Guilherme Arana,br BRA,DF,25.0,26.5,2,1,0,20,26,0,100,32,29,0,0,0,116,25,30,45.5,Matches
Otávio,br BRA,MF,28.0,25.6,8,0,0,47,14,0,3,28,40,0,0,0,136,25,28,47.2,Matches
Mauricio Lemos,uy URU,DF,27.0,24.6,12,1,1,25,17,2,2,42,29,0,0,0,137,61,41,59.8,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,21.6,8,0,0,47,28,2,9,31,42,0,0,0,116,11,42,20.8,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,21.5,7,0,0,19,24,11,84,20,28,0,0,0,112,14,25,35.9,Matches
Renzo Saravia,ar ARG,DF,29.0,19.0,8,1,0,44,43,1,44,16,38,1,0,0,138,23,31,42.6,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,19.2,6,0,0,42,22,1,7,12,29,0,0,0,106,28,28,50.0,Matches
Mariano,br BRA,DF,36.0,17.4,5,0,0,29,4,0,39,20,31,0,1,0,127,7,20,25.9,Matches
Igor Gomes,br BRA,"MF,FW",23.0,15.3,1,0,0,24,21,1,63,11,14,0,0,0,88,18,19,48.6,Matches
Edenílson,br BRA,"MF,FW",33.0,15.2,1,0,0,17,15,0,12,19,12,0,0,0,85,12,18,40.0,Matches
Rubens,br BRA,"DF,MF",21.0,15.0,5,0,0,38,18,3,36,19,48,0,0,0,92,36,34,51.4,Matches
Bruno Fuchs,br BRA,DF,23.0,12.1,2,0,0,11,10,0,3,16,6,0,0,0,61,15,14,51.7,Matches
Hyoran,br BRA,"MF,FW",29.0,7.7,4,0,0,24,12,1,50,3,8,0,1,0,37,5,6,45.5,Matches
Alan Franco,ec ECU,"MF,FW",24.0,9.3,2,0,0,30,3,0,4,15,14,0,0,0,59,9,14,39.1,Matches
Igor Rabello,br BRA,DF,27.0,7.7,2,1,0,11,2,0,1,10,12,0,0,0,37,31,18,63.3,Matches
Pedrinho,br BRA,"MF,FW",24.0,7.0,2,0,0,15,14,0,24,1,5,0,0,0,36,5,10,33.3,Matches
Eduardo Vargas,cl CHI,FW,33.0,5.2,3,0,0,7,5,0,4,0,1,1,0,0,8,11,13,45.8,Matches
Nathan Silva,br BRA,DF,25.0,4.0,1,0,0,5,1,0,1,0,2,0,0,0,19,5,4,55.6,Matches
Patrick,br BRA,"MF,FW",30.0,6.2,1,0,0,10,13,1,16,6,19,1,0,0,36,11,16,40.7,Matches
Alan Kardec,br BRA,"FW,MF",34.0,2.9,1,0,0,8,4,3,1,1,0,0,0,0,5,12,14,46.2,Matches
Matheus Mendes,br BRA,GK,23.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Réver,br BRA,"DF,FW",38.0,1.3,1,0,0,1,2,0,0,1,0,0,0,0,3,3,2,60.0,Matches
Dodô,br BRA,DF,30.0,0.7,0,0,0,0,2,0,4,1,0,0,0,0,1,2,2,50.0,Matches
Alisson,br BRA,"MF,DF",17.0,0.5,1,0,0,3,1,0,3,0,2,0,0,0,5,0,1,0.0,Matches
Isaac,br BRA,FW,18.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Paulo Vitor,br BRA,MF,18.0,0.2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,,Matches
Cadu,br BRA,"MF,FW",18.0,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Matches
Squad Total,,,28.7,38.0,113,5,1,599,475,61,658,355,483,5,2,1,1951,488,563,46.4,
Opponent Total,,,27.4,38.0,106,7,3,504,568,55,706,382,381,1,6,1,1971,563,488,53.6,
