Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
11,Bahia,38,12,13,13,44,43,1,49,1.29,51.7,47.4,4.3,0.11,26674,Gilberto - 14,Douglas Friedrich,→ Copa Sudamericana via league finish
12,Vasco da Gama,38,12,13,13,39,45,-6,49,1.29,56.7,53.7,2.9,0.08,21092,Yago Pikachu - 5,Fernando Miguel,→ Copa Sudamericana via league finish
13,Atlético Mineiro,38,13,9,16,45,49,-4,48,1.26,59.5,50.3,9.2,0.24,19044,Juan Cazares - 6,Cleiton Schwengber,→ Copa Sudamericana via league finish
14,Fluminense,38,12,10,16,38,46,-8,46,1.21,54.6,53.0,1.6,0.04,21483,Yony González - 6,Muriel Becker,→ Copa Sudamericana via league finish
15,Botafogo (RJ),38,13,4,21,31,45,-14,43,1.13,37.9,62.9,-24.9,-0.66,17425,Diego Souza - 7,Gatito Fernández,
